Sr.No.,Project Name,Promoter Name,Promoter Address,Project Type,Email Id,Mobile No,Project Registration No.,District,Approved on
181,SAI EXOTICA,SAI BUILDERS 500,"SURVEY NO 124/2, OPP. SHREENAND FLOORA B/H SHAYONA FARM, NANA CHILODA Gandhinagar 382330",Mixed Development,patelsanjay7333@gmail.com,9825061404,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA06303/071119,Gandhinagar,07-11-2019
182,SHREE SARJU GREENS,SHREE SARJU INFRASPACE,"03,URJA BUNGLOWS-1 , NEAR SAKAR SCHOOL New C.G road, Chandkheda Ahmedabad 382424",Mixed Development,sarjugreens@gmail.com,9727442416,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA06332/161119,Gandhinagar,16-11-2019
183,Sarthak Shrinand,S K INFRA,"F.P. No.23 Block No.452 & F.P.No.24 Block No.453 T.P.No.3, Kudasan Gandhinagar 382421",Mixed Development,skinfragst@gmail.com,9925227575,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA06296/061119,Gandhinagar,06-11-2019
184,Pramukh Arise,PRAMUKH KRUPA CORPORATION,"New Survey No.1235(Old Survey No.536/1) Final Plot No.536/2, Near Pramukh Green Party Plot, Uvarsad Gandhinagar 382422",Mixed Development,pramukhkruparera@gmail.com,9825019358,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA06397/EX1/300324/290924,Gandhinagar,28-11-2019
185,SHREE GOVINDAM RESIDENCY,SHREE GOVINDAM BUILDCON,"SHOP NO 11,YASH PLAZA PDPU ROAD,RAYSAN Gandhinagar 382421",Mixed Development,shreegovindamrera@gmail.com,9824806756,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA06706/300120,Gandhinagar,30-01-2020
186,SIDDHARTH XCLUSIVE,SKJ INFRAPROJECTS LLP,"TP 34 FP 73/74/75, Malabar County Road Jagatpur, Ahmedabad 382470",Mixed Development,haven.siddharthgroup@gmail.com,8369636702,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA06216/A1M/EX1/230223,Gandhinagar,22-10-2019
187,SAMAY ELEGANCE,PAL DEVELOPERS,"TP NO 127/1 +2+3 and 126/1 FP No 83/2,Nr Radhe Green-2 Bungalows,Koba Gandhinagar 382321",Mixed Development,samayelegance@gmail.com,9879123679,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA06360/201119,Gandhinagar,20-11-2019
188,SHREE ANUSTHAN,SHREE INFRA,"A-4, Ayodhya Nagari Society, Nr. Bank of Baroda, Chenpur Road, New Ranip Ahmedabad 382470",Mixed Development,shreeinfra451@gmail.com,9376762299,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA06424/061219,Gandhinagar,06-12-2019
189,SHREENAND CITY,S K Reality,"Survey No.1095, K-7, Beside Riddi Maruti, Opp. Green City, Pethapur, Sector-26, Gandhinagar Gandhinagar 382027",Mixed Development,skrealitygst@gmail.com,9925227575,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA07052/280520,Gandhinagar,28-05-2020
190,ADITYA GREENS,ADITYA REALTY,E-201 SHREE HARI BLESSING NEW C G ROAD CHANDKHEDA Ahmedabad 382424,Mixed Development,adityarealty108@gmail.com,9537265255,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA06209/211019,Gandhinagar,21-10-2019
191,VIVAAN EMINENCE,EMINENCE REALTY,"EMINENCE REALTY , B/H SAVYA SKY NR DIVINE CHILD CIRCLE , S P RING ROAD , ZUNDAL Gandhinagar 382421",Mixed Development,vivaaneminence1@gmail.com,9879579123,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA06412/291119,Gandhinagar,29-11-2019
192,KUNJ-28,SHREEJI BUILDCON,"9, Kadam Tenament, Opp Nutan School Ghatlodia, Ahmedabad Ahmedabad 380061",Mixed Development,kalidas27j@gmail.com,8320496863,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA07163/EX2/301122,Gandhinagar,19-06-2020
193,KESAR VATIKA,PATH CORPORATION,"15, SUROHI BUNGALOWS, B/H. RAJHANS CINEMA NIKOL, AHMEDABAD Ahmedabad 382350",Mixed Development,pathcorporationitr@yahoo.com,9574875002,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA06750/060220,Gandhinagar,06-02-2020
194,MELBOURNE LIFESTYLE,SAI BUILDCON,"SURVEY NO. 238/1 238/2, TP 241, FP 160, NR ROYAL ARCADE, NANA CHILODA, GANDHINAGAR Gandhinagar 382330",Mixed Development,melbournelifestyle.rera@gmail.com,9227251725,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA07503/A1M/210521,Gandhinagar,29-09-2020
195,Shyam Heights Phase-II,MARUTI BUILDERS,"15, Marutinandan Complex, Opp - HP Petrol Pump Nr Sarkari Tubewell, Bopal, Ahmedabad Ahmedabad 380061",Mixed Development,shyamheightsphase2rera@gmail.com,9824085012,PR/GJ/GANDHINAGAR/KALOL/AUDA/MAA07144/150620,Gandhinagar,15-06-2020
196,VASHIKAA AAHAN,VASHIKAA DEVELOPERS,"30 DEV ARYA BUNGLOWS, SABARMATI Ahmedabad 380005",Mixed Development,info@vashikaagroup.com,9925041268,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA06214/221019,Gandhinagar,22-10-2019
197,SHIV SAHAJANAND,SHREEJI ENTERPRISE,F-502 SATYAMEV ROYAL Gandhinagar 382422,Mixed Development,kmanojpareek@gmail.com,8128831415,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA06485/201219,Gandhinagar,20-12-2019
198,PRAMUKH HORIZON-2,PSY ORGANIZER,"PSY Group,704, 7th Floor,Pratik Mall Nr. Swaminarayan Dham, Koba-Gandhinagar Highway Gandhinagar 382421",Mixed Development,pramukhpearl22@gmail.com,8980947474,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA06591/080120,Gandhinagar,08-01-2020
199,RADHE INFINITY,ARPAN DEVELOPERS,SHOP 11 RADHE FORTUNE BHAT CIRCLE S P RING ROAD Gandhinagar 382428,Mixed Development,radheinfinity2019@gmail.com,9099551177,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/CAA06553/A1M/140820,Gandhinagar,02-01-2020
200,SHARNAM-56,SAANVI DEVELOPERS,"32, ROYAL PALACE, OPP.LUBI, NR.SOMESHWAR MAHADEV TEMPLE, NANA CHILODA, Ahmedabad 382330",Mixed Development,sharnam56.saanvidevelopers@gmail.com,9725904806,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA07534/071020,Gandhinagar,07-10-2020
201,Anikedhya Alteza,Anikedhya Infraspaces LLP,"13, 2nd Floor, Agrawal Mall, Opp Bhagwat Vidhyapith S G Highway, Sola Ahmedabad 380060",Mixed Development,altezalegal@gmail.com,9375555624,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA07608/291020,Gandhinagar,29-10-2020
202,KARNAVATI INFINITY LIVING,KARNAVATI BUILDERS,"A-1010, 10TH FLOOR, ATMA HOUSE NR. TIMES OF INDIA, ASHRAM ROAD, AHMEDABAD Ahmedabad 380009",Mixed Development,karnavativivantaliving@gmail.com,9824079416,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA07068/A1M/EX1/120624/291224,Gandhinagar,28-05-2020
203,RADHE PARAMOUNT,PARAMOUNT CONSTRUCTION,BS KAKA BHAJIPAV 200FT RING ROAD NANA CHOLODA NARODA Ahmedabad 382330,Mixed Development,radheparamount137@gmail.com,9879114159,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA06451/A1M/140323,Gandhinagar,12-12-2019
204,Sarang LakeView,DIVYAJYOT DEVELOPERS LLP,"H-13-145, Anandnagar Appartment, nr. Akhnarnagar, Nava Vadaj Ahmedabad-380013 Ahmedabad 380013",Mixed Development,saranglakeview@gmail.com,7016068917,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA06734/A1M/260321,Gandhinagar,03-02-2020
205,Aniket Regime,Rudra Developer,"E-404, Ratnajyot Complex-1, Nr. Rameshwar Mahadev Nirnaynagar, Chandlodia Ahmedabad 382481",Mixed Development,rudradeveloper1419@gmail.com,9574518154,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA06557/030120,Gandhinagar,03-01-2020
206,MUKHAR AVENUE,SHREENATHJI INFRASTRUCTURE,"936, ABOVE RUPAM JEWELLERS, OPP JOGNI MATA TEMPLE, RAMNAGAR, SABARMATI Ahmedabad 380005",Mixed Development,mukharavenue2210@gmail.com,9925277408,PR/GJ/GANDHINAGAR/KALOL/AUDA/MAA06956/A1M/130121,Gandhinagar,29-04-2020
207,THE RIVERSIDE,SHREENATH LIFESPACE,"301, SURVEY NO 301, TP SCHEME 411 GANDHINAGAR, NANA CHILODA Gandhinagar 382330",Mixed Development,shreenathlifespace@gmail.com,9924581111,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA06713/A1M/310721,Gandhinagar,31-01-2020
208,SHREE GANESH ERA,GANESH ICON,"SURVEY NO. 438/3 PAIKI, FINAL PLOT NO. 438/3/2 BEHIND SAHJANAND SHIKSHAPATRI, SARGASAN Gandhinagar 382421",Mixed Development,ganeshicon1gst@gmail.com,9998122444,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA07332/140820,Gandhinagar,14-08-2020
209,SAAMARTH HEAVEN-6,JK BUILDCON,"“SAAMARTH HEAVEN-6 “ FINAL PLOT NO.69, SURVEY NO.152/2 AND SURVEY NO.119 PAIKI 1, OPP. RADHE GREENZ BUNGLOW, K-RAHEJA ROAD, AT KOBA, Gandhinagar 382421",Mixed Development,jkbuildcongst@gmail.com,9879843640,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA07042/280520,Gandhinagar,28-05-2020
210,PUSHPAK HEIGHTS,YASH DEVELOPERS,"16, Jaldhara : 3, Manipur Garodia Tal. Sanand, Dist. Ahmedabad Ahmedabad 382115",Mixed Development,yashdevelopers2020@gmail.com,9724917094,PR/GJ/GANDHINAGAR/KALOL/AUDA/MAA07478/230920,Gandhinagar,23-09-2020
211,THE SKY COURT,SHIKSHAPATRI PROJECT,"FF-110, SAHJANAND SHLOK, BEHIND SIDDHARAJ ZORY, SARGASAN Gandhinagar 382421",Mixed Development,shikshapatri.tsc@gmail.com,9426033333,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA07480/A1M/040521,Gandhinagar,23-09-2020
212,SATVAM PARKLANE,MAHALAKSHMI INFRA,"SATVAM PARKLANE, BH. AASHKA HOSPITAL NR. SWAGAT HIGH STREET TWIN CITY, SARGASAN, GANDHINAGAR Gandhinagar 382421",Mixed Development,satvam252@gmail.com,9327612317,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA06887/130320,Gandhinagar,13-03-2020
213,LOTUS HEIGHTS,KARUNA BUILDCON,"45,SHRINATH INDUSTRIAL ESTATE NR.RANASAN CROSSING,B/H GIDC,SP RING ROAD Gandhinagar 382330",Mixed Development,karunabuildcon9677@gmail.com,9825578888,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA06949/220420,Gandhinagar,22-04-2020
214,SHREE HARI 142,SIDDHI INFRA,"161/2, Suryanarayan Society, Sector-25, Gandhinagar Gandhinagar 382024",Mixed Development,shreeharivavol@gmail.com,8401137723,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA07203/A1M/040422,Gandhinagar,21-06-2020
215,RADHE SKYLINE - 2,PARTH DEVELOPERS,"15, SHUBHLABH TENAMENTS ROW HOUSE GHATLODIYA Ahmedabad 380061",Mixed Development,radheskyline2@gmail.com,7567033322,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA07226/EX1/020724/290625,Gandhinagar,21-06-2020
216,SATVAN BELLEVUE,SATVAN DEVELOPERS,"SURVEY NO. 402, FINAL PLOT NO. 06,TP. 18, KUDASAN, NEAR BAPS SWAMINARAYAN SANKUL, RAYSAN ROAD, GANDHINAGAR. Gandhinagar 382007",Mixed Development,satvandevelopers@gmail.com,9979099715,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA07272/EX1/020324/301224,Gandhinagar,28-07-2020
217,SHREEDHAR BHAKTI,UPASANA INFRAPROJECT PRIVATE LIMITED,OFFICE NO. 605-606-607 SHALIN COMPLEX SECTOR 11 Gandhinagar 382010,Mixed Development,upasanainfraproject@yahoo.in,9687844999,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA07091/030620,Gandhinagar,03-06-2020
218,Swagat Queen'sLand Phase-2,SWAGAT INFRASTRUCTURE P L TD,"307-308, Sarthik Square, Nr. GNFC Info Tower, S. G.Highway, Bodakdev,, Ahmedabad, Gujarat 380054 bodakdev, ahmedabad Ahmedabad 380054",Mixed Development,swagatqueenslandph2.rera@gmail.com,9909577755,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA07212/A1M/060421,Gandhinagar,21-06-2020
219,HARIDEV AATREYA,HARIDEV INFRASTRUCTURE,"439/5 Nr. Swagat Flamingo, Sargasan, Gandhinagar, Sargasan Gandhinagar, Gujarat Ahmedabad 382421",Mixed Development,haridevinfrastructure@gmail.com,9638151010,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA07110/060620,Gandhinagar,06-06-2020
220,Sahajanand Sparsh,AKSHAR INFRACON,"9/48,Mundaji Vas, At:Randheja,Dist.:Gandhinagar Gandhinagar 382320",Mixed Development,aksharinfracon2019@yahoo.com,9016629788,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA07145/A1M/300422,Gandhinagar,15-06-2020
221,CAPITAL CROWN,SHREEJI INFRA,"S. NO. 31/3/+31/6, F.P. NO. 17/3, OPP. SHUBH-36 RANDESAN, GANDHINAGAR Gandhinagar 382007",Mixed Development,marutipearl@yahoo.com,9825140421,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA07180/190620,Gandhinagar,19-06-2020
222,GANESH FLORA,FLORA BUILDCON,"04, VRUNDAVAN VILLA - 4, OPP. ARYAMAN BUNGLOW SHILAJ, THALTEJ Ahmedabad 380059",Mixed Development,florabuildconrera1@gmail.com,9825106006,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA08681/280621,Gandhinagar,28-06-2021
223,SANSKRUTI,KR DEVELOPERS,"RS no 226 ,TP 05,GIFt city road RAndesan Gandhinagar 382007",Mixed Development,krsanskruti@gmail.com,9558818904,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA07224/210620,Gandhinagar,21-06-2020
224,YOGI PLATINA,Yogi Developers,"""F P NO 439/6 SARGASAN, Gandhinagar Gandhinagar 382421",Mixed Development,yogidevelopers111@gmail.com,9662502502,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA07426/070920,Gandhinagar,07-09-2020
225,Rhythm Heights,Rhythm Developers,"B/h. Shagun 108, Nr. Vivaan Infinity, Divinechild Circle, S.P. Ring Road, Zundal, Ahmedabad 382421",Mixed Development,rhythm.developers65@gmail.com,9714146665,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA07462/150920,Gandhinagar,15-09-2020
226,Polaris Elina,POLARIS BUILDCON LLP,"Survey No. 428/1/001, F.P. No. 428/1/PAIKI, Polaris Casarica, Behind Shikshapatri, Near Ashwamegh, Swagat Flamingo Road, Sargasan, Gandhinagar 382421",Mixed Development,polariscasaricarera@gmail.com,9687710101,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA07327/140820,Gandhinagar,14-08-2020
227,Swara Sargam,SWARA INFRA PROJECT,"C/119,SWAGATRAINFOREST-1 ABOVE HDFC BANK,BESIDE BLAKE PEPPER RESTAURANT,KUDASAN Gandhinagar 382421",Mixed Development,swarasargam18@gmail.com,9898028531,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA07447/110920,Gandhinagar,11-09-2020
228,Saral Arise and Signature Avenue,Saral Bosky Devlopers,"Plot No. 212, T.P No.16, Pethapur Cross Road Pethapur Mahudi Highway, Gandhinagar Gandhinagar 382610",Mixed Development,saralarisesignatureavenue@gmail.com,9825009354,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA08156/050321,Gandhinagar,05-03-2021
229,Saral Skyline,SHUBH ASHISH DEVELOPERS,"F. F. 113, First Floor, Siddhi Sarjan, Opp. Kanak Kala, 100 Ft Ring Road, Vejalpar, Ahmedabad Ahmedabad 380051",Mixed Development,saralskyline461@gmail.com,9825307242,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA07573/201020,Gandhinagar,20-10-2020
230,Vivaan Elementos,INFINITY INFRA,"RS. No. 334/3/B & 341/1/1, Fp No. 162 & 179, TPS No. 234 Opp. Vivvan Eminence, Zundal Ahmedabad 382421",Mixed Development,infinityinfrarera@gmail.com,8282829890,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA07598/A1M/010721,Gandhinagar,26-10-2020
231,Smart Life - I,SANGATH INFRASTRUCTURES PRIVATE LIMITED,"7, Madhupuri Appartment, Kabir Chowk, Jainnagar, Sabarmati, Ahmedabad 380005",Mixed Development,sangathsmartlifei@gmail.com,9825329036,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA07345/EX1/020424/300624,Gandhinagar,19-08-2020
232,TIRUPATI TIRTH,SHREEJI PROCON,TIRUPTI TIRTH BLOCK NO 363 FP 349/1 TP 410 SUGHAD Gandhinagar 382424,Mixed Development,shreejiprocon567@gmail.com,9925276567,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA07601/261020,Gandhinagar,26-10-2020
233,Sahjanand Srushti,SHREEJI CONSTRUCTION,"101-102 SAHAJANAND SHLOK ARCADE,SARGASAN Gandhinagar 382421",Mixed Development,shreejiconstruction.shrusti@gmail.com,7359104293,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA07592/EX1/300623,Gandhinagar,23-10-2020
234,DIAMOND SKY,MARUTI DEVELOPERS,"507, SURVEY NO 228,SUN GRACE, OPP D MART,MOTERA, SABARMATI Ahmedabad 380005",Mixed Development,maruti.adalaj@gmail.com,9727799190,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA08171/100321,Gandhinagar,10-03-2021
235,VINAYAK COURTYARD,WHITESWAN BUILDCON LLP,"409, SHRIRANG HEIGHT, BHAIJIPURA, KUDASAN Gandhinagar 382421",Mixed Development,vinayakheritagegnr@gmail.com,9825506929,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA07612/A2M/230523,Gandhinagar,29-10-2020
236,Shiv Shakti Arcade,SHIV SHAKTI ARCADE,"Near Satyam Status, B/H Silver Platter Hotel Borisana Three Way, Kalol Gandhinagar 382721",Mixed Development,shivshakticade@gmail.com,9879646154,PR/GJ/GANDHINAGAR/KALOL/AUDA/MAA07876/050121,Gandhinagar,05-01-2021
237,SAI FLORA,SAI RESIDENCY,"SHOP NO 64,GROUND FLOOR, ASHWAMEGH SHOPPING CENTER CHILODA Gandhinagar 382355",Mixed Development,saiflora2021@gmail.com,9824806756,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA07762/111220,Gandhinagar,11-12-2020
238,MANORATH LIFESTYLE,MANORATH INFRA,D - 69 GREENCITY SECTOR 26 Gandhinagar 382028,Mixed Development,manorathinfar@gmail.com,8690762177,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA07665/101120,Gandhinagar,10-11-2020
239,Sahajanand Sayona,SHREEJI BUILDER,"Survey no. 434/1/B, B/H Sahajanand Srushti, Near. Sahajanand Sarjan, Off. S.G. Highway, Tarapur Near. Sargasan Cross Road. Gandhinagar 382421",Mixed Development,shreejibuilder22@gmail.com,9712734821,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA10457/160722,Gandhinagar,16-07-2022
240,SHYAM VIHAR,SHREE DEVELOPERS,"SHYAM VIHAR,OPP GAYTRI TEMPLE,MANSA GANDHINAGAR HIGHWAY MANSA ,GANDHINAGAR Gandhinagar 382845",Mixed Development,shreedevelopers9898@gmail.com,8347442968,PR/GJ/GANDHINAGAR/MANSA/Others/MAA07950/250121,Gandhinagar,25-01-2021
241,Shubh Residency,SHUBH DEVELOPERS,"Shubh Residency, B/h D-Mart, B/s Hotel Rajwadi Thath, Ahmedabad-Mehsana Highway, Kalol Gandhinagar 382721",Mixed Development,shubhresidencykalol@gmail.com,6352800126,PR/GJ/GANDHINAGAR/KALOL/AUDA/MAA08102/EX1/230125/290625,Gandhinagar,22-02-2021
242,PRAMUKH TRINITY,PSY ENTERPRISE,"704,7 th Floor, Pratik Mall Gandhinagar-Koba Highway,Kudasan Gam Gandhinagar 382421",Mixed Development,pramukhtrinity2020@gmail.com,9099034141,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA07833/281220,Gandhinagar,28-12-2020
243,TEXAS 3,SAI BUILDZONE,"Survey No. 97/B, Beside Janvi Party Plot Opp. Pramukh Park, Raysan, Gandhinagar. Gandhinagar 382007",Mixed Development,texasgarden3@gmail.com,9428594840,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA07962/280121,Gandhinagar,28-01-2021
244,SHIVAM RESIDENCY,OM DEVELOPERS,SHOP NO 26 SIDDHARAJ ZORI SARGASAN CROSS ROAD Gandhinagar 382421,Mixed Development,shivamgroupgandhinagar@gmail.com,9725656656,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA08023/080221,Gandhinagar,08-02-2021
245,TILAK ARISE,AKSHAR INFRASTRUCTURE,"A-37, ANIRDESH BUNGLOWS, KH ROAD UNVARSAD, GANDHINAGAR Gandhinagar 382422",Mixed Development,aksharinfrastructure09@gmail.com,9909917182,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA07801/181220,Gandhinagar,18-12-2020
246,PRATISHTHA HEIGHTS,MARUTI DEVELOPERS,"712, Megh Malhar, Plot No.16, Sector-11, Gandhinagar Gandhinagar 382011",Mixed Development,marutidevelopers211@gmail.com,9427021505,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA08069/170221,Gandhinagar,17-02-2021
247,SHIKSHAPATRI SKY LINE,SHIKSHAPATRI INFRACON,"FF-110, SAHJANAND SHLOK, B/H SIDDHRAJ ZORI SARGASAN, GANDHINAGAR Gandhinagar 382423",Mixed Development,shikshapatriinfracon@gmail.com,9712101100,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA08036/100221,Gandhinagar,10-02-2021
248,Panchamrut,RAJ INFRA,"Survey No 1123, Darsh Raj Hills Nr Shivalay Party Plot Vasant Vagdo K 7 Gandhinagar 382610",Mixed Development,101panchamrut@gmail.com,9824091999,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA08840/EX1/220724/311224,Gandhinagar,28-07-2021
249,Swamev Imperia,SWAMEV BUILDCON,"B/s. Shikshapatri Swastik, Swagat Flamingo Road, Sargasan, Gandhinagar 382421",Mixed Development,swamevbuildconrera@gmail.com,9909514545,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA07837/281220,Gandhinagar,28-12-2020
250,SHUBH CITY HEIGHTS,SHUBH INFRA SPACE,"SHUBH CITY HEIGHTS, OPP. HARIDEV AATREYA, SWAGAT FLAMINGO ROAD, SARGASAN, Gandhinagar 382421",Mixed Development,vipulpatelvipul444@gmail.com,9328637302,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA07919/160121,Gandhinagar,16-01-2021
251,MAPLE GREEN HOMES,DEVMIT INFRASTRUCTURE LLP,402 SAUMYA APPARTMENT MAITRINAGAR SOCIETY NEAR PRAGATI NAGAR BUS STOP NARANPURA Ahmedabad 380013,Mixed Development,devmitinfrastructure@gmail.com,9824015051,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA09627/311221,Gandhinagar,31-12-2021
252,BURJ MASTANA,PRAMUKH MASTANA CORPORATION,"Survey No 210, TP 13, Nr Devashri Hospital Vavol Gandhinagar 382016",Mixed Development,pramukhmastanacorporation111@gmail.com,9924199076,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA07938/A1M/030325/301125,Gandhinagar,21-01-2021
253,RAJ ICONZA,RAJNANDAN DEVELOPERS,A403 SIDDRAJ ZORI NEAR SARGASAN CROSS ROAD Gandhinagar 382421,Mixed Development,rajnandandevelopers111@gmail.com,7046466344,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA07873/050121,Gandhinagar,05-01-2021
254,Rehmat Residency,R R Corporation,"Shop No.4, Ami Complex Near Nure Mohammadi Hospital, Kalol Gandhinagar 382721",Mixed Development,rrcorporation0712@gmail.com,9925635966,PR/GJ/GANDHINAGAR/KALOL/AUDA/MAA08661/240621,Gandhinagar,24-06-2021
255,TEXAS-2,SAI DEVELOPERS,"422/1, B/H Haridham Enclave PDPU Road, Gandhinagar 382007",Mixed Development,texas2.saidevelopers@gmail.com,7600000326,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA08088/220221,Gandhinagar,22-02-2021
256,KESHVAM DREAM HEIGHTS,KESHVAM REALITY,FP 82 Keshwam Square Near Shreedhar Shilp SMVS Hospital road kudasan Gandhinagar 382007,Mixed Development,keshvamreality79@gmail.com,9998352230,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA08051/120221,Gandhinagar,12-02-2021
257,RJ PEARL,PARSHWA BUILD PROJECTS LLP,"BUNGLOW NO.1, GOKUL UPVAN,B/H JOGNI MATA'S TEMPLE, NR.RING ROAD, ZUNDAL, Gandhinagar 382421",Mixed Development,rera.rjpearl@gmail.com,9924700660,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA08078/180221,Gandhinagar,18-02-2021
258,MADHURAM ENCLAVE,S P CONSTRUCTION,"15, 06624330710001A, SOHAM RESIDENCY OPP MURLIDHAR PARTY PLOT, THALTEJ Ahmedabad 380060",Mixed Development,madhuramenclave@gmail.com,9879430080,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA08148/EX1/140623,Gandhinagar,04-03-2021
259,SWARAJ9+,NAVRATNA CORPORATION,"PRAMUKH TANGENT SECOND FLOOR, OFFICE NO 208, NR. SARGASAN CIRCLE, SARGASAN Gandhinagar 382421",Mixed Development,navratnacorporation208@gmail.com,9824175219,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA08113/240221,Gandhinagar,24-02-2021
260,OM ARISE,OM DEVELOPERS,"G-3, PLOT NO. 347/1, SURBHI COMPLEX GH-5 CORNER, SECTOR-22, GANDHINAGAR Gandhinagar 382024",Mixed Development,omariserera@gmail.com,9979993179,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA08875/040821,Gandhinagar,04-08-2021
261,SHASHWAT HEIGHTS,DARSHAN DEVELOPERS,"FIRST FLOOR, SHOP NO. -37, CITYMALL-1 NAVJIVAN MILL COMPOUND, KALOL, TAL- KALOL Gandhinagar 382721",Mixed Development,darshandevelopersrera@gmail.com,9898434242,PR/GJ/GANDHINAGAR/KALOL/AUDA/MAA10197/160522,Gandhinagar,16-05-2022
262,MANORATH MALHAR,MANORATH REALITY,3 DWAREKESH BUNGALOWS GANDHINAGAR MANSA ROAD Gandhinagar 382845,Mixed Development,manorathreality@gmail.com,8690762177,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA08546/020621,Gandhinagar,02-06-2021
263,Siddhivinayak Signature,MARUTI BUILDCON,"603, Siddhi Vinayak Business Hub, Shahibaug Ahmedabad 380004",Mixed Development,marutibuildcon.siddhivinayak@gmail.com,7567188588,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA09140/061021,Gandhinagar,06-10-2021
