Project Name,Builder Name,Project Address,Avg Price psft,Completion date,Sizes,Project Area,RERA,Project Size - Tower Count,Project Size - Unit Count,Configurations,Amenities - Count,Amenities - List,Photos Count,Videos Count,Media Count,Review Count,Builder-Established Date,Builder-Project count,Builder description,Possession Status,Launch Date,Price trends
Mars Planet,MARS BUILDERS,"Banashankari 3rd Stage, Hosakerahalli, Opposite Tata Promont, South Bangalore, Bangalore",₹8.78 K/sq.ft,"Jul, 2025",1194 - 1711 sq.ft.,2.5 Acres,PRM/KA/RERA/1251/310/PR/220722/005096,,176,"2, 2.5, 3 BHK Apartments",12,"Children's Play Area, Swimming Pool, Open Gym, Lift(s), Party Hall, 24x7 CCTV Surveillance, Gymnasium, 24X7 Water Supply, Jogging Track, 24x7 Security, Power Backup, +2 more",Not Found,Not Found,Not Found,0,2013,4,Mars Builders is a newly established realty company which is in existence since almost half a decade. The company works with transparency and honesty in every deal. It forms a relationship based on complete faith and reliability. It aims to provide cost-effective and international-quality project solutions using their design capabilities and successful project delivery experience. It caters to different clients with different needs by developing diverse residential properties. They are committed to provide top quality design. Seeking perfection in all they do.,Under Construction,"Jul, 2022",₹8.2 K/sq.ft
Lodha Mirabelle,LODHA GROUP,"Thanisandra Main Road, Manayata Tech Park, Thanisandra, North Bangalore, Bangalore",₹15 K/sq.ft,"Jun, 2028",1485 - 2550 sq.ft.,1.91 Acres,PRM/KA/RERA/1251/309/PR/131023/006321,,437,"2.5, 3, 3.5, 4 BHK Apartments",12,"Amphitheater, Skating Rink, Swimming Pool, Fire Sprinklers, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Mini Theatre, Flower Garden, Gymnasium, Fire Fighting System, Electrification(Transformer, Solar Energy etc), +27 more",Not Found,Not Found,Not Found,0,1980,510,"Developer Profile
Lodha Group is among the foremost real estate developers in Mumbai. Established in 1980, the developer etched its name in the history by recording one of the biggest land deal in India when it purchased a plot in Wadala worth Rs 4,053 crore from the Mumbai Metropolitan Region Development Authority (MMRDA). It has also been rated as a profitable real estate player and the largest by sales for three consecutive years apart from being endowed with awards for marketing excellence.",Under Construction,"Oct, 2023",₹13.9K/sq.ft
Vaswani Starlight,VASWANI GROUP,"Pattandur Agrahara, Bangalore East , Bangalore",₹20.57 K/sq.ft,"Dec, 2029",1300 - 1743 sq.ft.,10 Acres (70% open),PRM/KA/RERA/1251/446/PR/180424/006808,,269,"3, 4 BHK Apartments",12,"Amphitheater, Internet / Wi-Fi, Fire Sprinklers, Vastu Compliant, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Fire Fighting System, Electrification(Transformer, Solar Energy etc), Car Parking, 24X7 Water Supply, Jogging Track, +24 more",Not Found,Not Found,Not Found,0,1992,50,"Over the last 36 years, we have developed residential and commercial real estate across Bangalore, Mumbai, Pune and Goa.
-Close to 8 million square feet of developed real estate.
-Pioneered the concept of row houses and townhouses in Bangalore.
-Active across the Residential, Commercial, Retail and Hospitality sectors.
In 1985, we embarked on a journey to offer global-standard residential solutions for the discerning home buyer as well as turnkey commercial solutions for Indian and multinational firms. From resplendent housing to upscale commercial, our equity is strengthened with a proven and credible track record having developed close to 8 million square feet of built up area in the verticals of Residential, Commercial, Retail and Hospitality. We are committed to constantly refining our skills with an ever present emphasis on transparency.",Under Construction,"Apr, 2024",₹14.1K/sq.ft
My Fortune,MAHAADEVA CONSTRUCTIONS,"Electronic City Phase 1, South Bangalore, Bangalore",₹4.2 K/sq.ft,Ready to Move,950 - 1350 sq.ft.,1.75 Acres (57% open),Rera Not Applicable,,175,"2, 3 BHK Apartments",12,"Swimming Pool, Fire Sprinklers, Landscaping & Tree Planting, Gymnasium, Water Softner Plant, Car Parking, Closed Car Parking, 24X7 Water Supply, Multipurpose Room, Jogging Track, Indoor Games, +15 more",Not Found,Not Found,Not Found,0,1,Not Found,"Mahaadeva Constructions is a promising Real Estate developer. Their mission is to provide clients with their dream homes which are affordable with all the modern day amenities and features. They strive to provide their customers a great environment where they can learn, grow and succeed together. Creating a home out of spaces is what they strive for with each project and their belief in teamwork has only accentuated it further. The company aims to build projects which will serve as a benchmark for all the other developers in the country. With their continuous hard work and dedication they are not far away from achieving success in the Realty sector.",Ready to Move,,₹5.3K/sq.ft
Myhna Orchid,MYHNA PROPERTIES PVT LTD,"Gunjur, Bangalore East , Bangalore",₹8.53 K/sq.ft,"Dec, 2027",1150 - 1720 sq.ft.,5 Acres (82% open),PRM/KA/RERA/1251/446/PR/150524/006874,,405,"2, 2.5, 3 BHK Apartments",12,"Amphitheater, Cricket Pitch, Tennis Court, Swimming Pool, Skating Rink, Acupressure Pathway, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Fire Fighting System, Flower Garden, Electrification(Transformer, Solar Energy etc), +28 more",Not Found,Not Found,Not Found,0,2007,7,"Myhna Properties was established with a vision of transforming the Real Estate Industry and today after the journey of so many years, its projects stand testimony to the shining excellence and brilliance in execution. Commanding an unparalleled expertise, the group has spread its operations across South India in many Real Estate verticals, catering to various categories of clients. Myhna Properties’ repertoire has a wide array of exclusive projects which have been crafted to international standards. Customer satisfaction is the cornerstone of company’s philosophy. All through its existence, Myhna Properties’ ideals of quality, innovation and attention to the needs of its clients have always been of utmost importance. The group has several residential as well as commercial projects underway in Bangalore catering to the customer with varied needs and tastes. It is their vision to exceed the expectations of their customers through innovative and world class solutions and become a benchmark for quality in every project they undertake. Myhna Properties ventures contribute significantly to building the new India. They value sustained efforts to enhance customer value and quality, Ethical and professional service, compliance and respect for environmental and legal requirements.",Under Construction,"Mar, 2024",₹9.3K/sq.ft
SLV Shrestha Enclave,Not Found,Become the first to Rate,Not Found,"On Request
convert unit",,,,,,Price on request,0,Not Found,Not Found,Not Found,Not Found,0,Not Found,Not Found,Not Found,Not Found,,₹9.1 K/sq.ft
The Presidential Tower,CNTC INDIA,"No 8, Next To Golden Grand, Near Yeswanthpur Metro Station, Yeshwantpur, Tumkur Road, Bangalore",₹16.94 K/sq.ft,"Jun, 2023",1595 - 3055 sq.ft.,5.2 Acres (85% open),PRM/KA/RERA/1251/309/PR/171014/000565,,368,"3, 4 BHK Apartments",12,"Amphitheater, Volleyball Court, Spa, Skating Rink, Fountains, Table Tennis, Mini Theatre, Business Suites, Kid's Pool, Water Softner Plant, Car Parking, +60 more",Not Found,Not Found,Not Found,(5 reviews),2017,1,"CNTC is a USD 15 Billion HongKong based real estate conglomerate with presence over 35 countries and 120 cities around the world. They have constructed some of the tallest towers and other prestigious building across the world. Some of their big projects are The Eye Of Orient Tower, The Palace of Kuwait, Federal Mansion of Russia, The Shanghai Tower, The Oriental Pearl TV Tower, Shanghai World Financial Center, Beijing Olympic Stadium & The Beijing Capital International Airport."" to ""CNTC started its operations in India in July 2017. Their first project is the 50 storied residential tower called The Presidential Tower. This height of this project stands at 162 metres - The tallest in south India. CNTC partnered with Best Golden Developers for their first project in Bengaluru. Right now they are finlising a few more projects in Bengaluru. Builders of some of the most iconic towers across the world, CNTC is the name behind the tallest tower in Europe, The Federal Mansion of Russia. Other notable projects by CNTC are The Eye Of Orient Tower, The Palace of Kuwait, The Shanghai Tower, The Oriental Pearl TV Tower, Shanghai World Financial Center, Beijing Olympic Stadium & The Beijing Capital International Airport.""",Ready to Move,"Dec, 2013",₹16.7K/sq.ft
Sattva Bliss,SATTVA GROUP,"Budigere Road, Bangalore",₹8.2 K/sq.ft,"Aug, 2027",542 - 960 sq.ft.,3.32 Acres (78% open),PRM/KA/RERA/1251/446/PR/120123/005620,,338,"1, 2, 3 BHK Apartments",12,"Children's Play Area, Security Cabin, Swimming Pool, Solid Waste Management And Disposal, Lift(s), Landscaping & Tree Planting, 24x7 CCTV Surveillance, Fire Fighting System, Car Parking, 24X7 Water Supply, Senior Citizen Siteout, +7 more",Not Found,Not Found,Not Found,0,1986,84,"Sattva Group is one of the promising builders in the field of Real Estate. All Sattva Group constructions have the highest standards of quality through the construction process. Green initiatives, advanced engineering ensure the best standards in construction since 1986. The group mainly focuses on delivering high-quality spaces and have been powering the goals of emerging as a leading name. The builder has created unparalleled projects for its customers with all sorts of amenities and services that meet the needs. Backed by the professional team of architects and designers who plan as per the current Real Estate trend, they always seek the betterment of their clients and guide them to the best path in the property related section of matters and affairs. Sattva Group aims to be a number one Real Estate constructor in India and showcase their talent worldwide.",Under Construction,"Sep, 2022",₹10.3K/sq.ft
Keya Spring,KEYA HOMES,"Bannerghatta Road, Near Indian Institute of Management (IIM-B), South Bangalore, Bangalore",Not Found,Ready to Move,1335 - 2700 sq.ft.,3 Acres,PRM/KA/RERA/1251/310/PR/ 180516/001682,,291,"2, 3, 4 BHK Apartments",12,"Internet / Wi-Fi, Sauna Bath, Reflexology Park, Swimming Pool, Table Tennis, Mini Theatre, Gymnasium, Flower Garden, Kid's Pool, Fire Fighting System, Medical Store/Pharmacy, +18 more",Not Found,Not Found,Not Found,0,2013,5,KEYA is a professionally managed Company since inception. It has been debt/PE/loan free Company since day ZERO. KEYA focuses on deliverling homes which have been built keeping environment and sustainibility in mind with a blend of technology and lifestyle. All our projects get completed in a span of 2.0-2.50 years tenure. We endeavor to skale the game and deliver you more than you can expect for.,Ready to Move,"Jun, 2023",₹10.8K/sq.ft
63 Degree East,ASSETZ PROPERTY GROUP,"Chikkanayakanahalli At Off Sarjapur, South Bangalore, Bangalore",₹18.66 K/sq.ft,"Jun, 2023",867 - 975 sq.ft.,26.38 Acres (68% open),"PRM/KA/RERA/1251/446/PR/171030/000980, PRM/KA/RERA/1251/446/PR/190504/002547, PRM/KA/RERA/1251/446/PR/201222/005546",,2252,"2, 3, 4 BHK Apartments",12,"Amphitheater, Volleyball Court, Changing Room, Gazebo, Spa, Skating Rink, Fire Sprinklers, Table Tennis, Kid's Pool, Water Softner Plant, Medical Facilities, +51 more",Not Found,Not Found,Not Found,(5 reviews),2006,49,"Assetz is a pioneer in the real estate sector. Founded in 2006, the company has seen a surge in growth over the past 15 years, making it an ‘A Grade’ player in the market. The journey started in the commercial segment, with award winning projects such as Vrindavan Tech Village (now Embassy Tech Village) and Global Technology Park, both of which have been successfully delivered and exited.",Ready to Move,"Dec, 2015",₹12.2K/sq.ft
Brigade Sanctuary,BRIGADE ENTERPRISES LTD,"Opp Muneswara Swami Temple Chikkavaderapura, Dommasandra, Bangalore East , Thigala Chowdadenahalli",₹10.77 K/sq.ft,"Dec, 2028",1424 - 2491 sq.ft.,14 Acres,PRM/KA/RERA/1251/446/PR/041123/006372,,1275,"3, 4 BHK Apartments",12,"Amphitheater, Volleyball Court, Cricket Pitch, Changing Room, Gazebo, Skating Rink, Table Tennis, Medical Facilities, Car Parking, 24X7 Water Supply, Multipurpose Room, +39 more",Not Found,Not Found,Not Found,0,4,Not Found,"Established in 1986 by Mr. M.R. Jaishankar, Brigade is well known to be a most trusted and professionally managed organization with a robust and confident business model. It is one of India’s leading developers with more than three decades of legacy in building positive experiences and transforming the skylines of the cities. Brigade group has a uniquely diverse multi-domain portfolio that covers property development, property management services, hospitality and education. It is one of the leading property developers in South India, and several projects extending in other parts of cities.",Under Construction,"Nov, 2023",₹11.5K/sq.ft
Keerthi Krishna Viva,KEERTHI CONSTRUCTIONS,"Near Kasavanahalli, Off Sarjapur Road, Kasavanahalli, Bangalore East , Bangalore",₹11.17 K/sq.ft,"Dec, 2019",870 - 1780 sq.ft.,2 Acres,PRM/KA/RERA/1251/446/PR/171031/001600,,132,"2, 2.5, 3 BHK Apartments",12,"Amphitheater, Volleyball Court, Vastu Compliant, Skating Rink, Table Tennis, Mini Theatre, Kid's Pool, Water Softner Plant, Car Parking, Multipurpose Room, Senior Citizen Siteout, +38 more",Not Found,Not Found,Not Found,(5 reviews),1990,52,"Keerthi Estates is one of the reputed real estate name constructing quality project catering to the need of residents. From High-End luxury homes to modest residences, they provide a holistic approach to help you choose a home that fits your needs. Keerthi Estates has made a name for itself in constructing innovative residential and commercial spaces in Hyderabad and Bengaluru. Backed by professional team of architects and planners, company ensures of best construction work. The company works with the vision of becoming the leading name. Moreover, their mission is to be a customer centric company.",Ready to Move,"Aug, 2016",Not Found
Prestige Glenbrook,PRESTIGE PROJECTS PVT LTD,"White Field, Krishnarajapura, Bangalore East , Bangalore",₹13.57 K/sq.ft,"Jun, 2027",1067 - 2928 sq.ft.,4.5 Acres,PRM/KA/RERA/1251/446/PR/081123/006382,,285,"2, 3, 4 BHK Apartments",12,"Children's Play Area, Entrance Lobby, Tennis Court, Spa, Swimming Pool, Visitor Parking, Lift(s), Party Hall, Badminton Court, Aerobics Room, Terrace Garden, +13 more",Not Found,Not Found,Not Found,0,1986,219,"Over the last decade, the Prestige Group has firmly established itself as one of the leading and most successful developers of real estate in India by imprinting its indelible mark across all asset classes. Founded in 1986, the group’s turnover is today in excess of Rs 3518 Cr (for FY 15); a leap that has been inspired by CMD Irfan Razack and marshaled by his brothers Rezwan Razack and Noaman Razack. As of 30th June 2020, the group has completed 247 projects covering 134 million sft, and currently has 45 ongoing projects covering over 53 million sft, 56 mn sft of upcoming projects, and holds a land bank of 262 acres with potential developable area of 27 mn sft. The Market Capital of the company as on 30 June 2020 is INR 84,021 Mn. The group’s turnover for the quarter ended June 30, 2020 is INR 12,963 Mn.",Under Construction,"Nov, 2023",₹12.0K/sq.ft
DSR The Address,DSR INFRASTRUCTURE PVT LTD,"Sarjapura Gunjur Road, Sarjapur Road, Bangalore",₹10 K/sq.ft,"Jun, 2029",1560 - 2735 sq.ft.,,PRM/KA/RERA/1251/308/PR/050924/006996,,1375,"2.5, 3, 4 BHK Apartments",4,"Closed Car Parking, 24X7 Water Supply, Fire Sprinklers, 24x7 Security",Not Found,Not Found,Not Found,0,1988,38,"DSR Infra Projects was established with the vision of transforming the Real Estate Industry and today after the journey of so many years, its projects stand testimony to the shining excellence and brilliance in execution. Commanding an unparalleled expertise, the Group has spread its operations across South India across many Real Estate verticals, catering to various categories of clients. DSR Infra Projects repertoire has a wide array of exclusive projects which have been crafted to international standards. With diversified business interests across many portfolios, DSR Infra Projects today has achieved staggering success, thanks to its partners, associates and employees. Its success is shared and cherished among its people who work towards the common goal of a promising and prosperous future.",Under Construction,"Sep, 2024",₹9.6 K/sq.ft
Shirasa Sattva Bhumi,SHIRASA CONSTRUCTION PRIVATE LIMITED,"Devanahalli, North Bangalore, Bangalore",₹6 K/sq.ft,"Dec, 2026",913 - 2759 sq.ft.,19.36858411 Acres,,,343,Residential Plots,7,"24X7 Water Supply, Swimming Pool, Theme Park, Indoor Games, Open Gym, 24x7 CCTV Surveillance, Club House",Not Found,Not Found,Not Found,0,Not Found,Not Found,Not Found,Under Construction,,Not Found
Sri Balaji Serene,SRI BALAJI STRUCTURES,"Near Ramanashree California Gardens, Yelahanka Main Road, North Bangalore, Bangalore",₹6 K/sq.ft,"Oct, 2024",1158 - 1933 sq.ft.,4.49 Acres,PRM/KA/RERA/1251/472/PR/100823/006138,,376,"2, 3 BHK Apartments",12,"Amphitheater, Reading Lounge, Cricket Pitch, Volleyball Court, Reflexology Park, Swimming Pool, Vastu Compliant, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Table Tennis, Gymnasium, +31 more",Not Found,Not Found,Not Found,0,Not Found,Not Found,Not Found,Ready to Move,"Aug, 2023",₹11.7 K/sq.ft
Ecolife Elements Of Nature Akash Block B And C,ECOLIFE DEVELOPERS,"Panathur - Varthur Main Road, Outer Ring Road, Bangalore East , Bangalore",8.99 K - ₹10.22 K/sq.ft,"Jul, 2026",1245 - 1878 sq.ft.,4.12 Acres (75% open),PRM/KA/RERA/1251/446/PR/300323/005832,,350,"2, 3 BHK Apartments",12,"Amphitheater, Cricket Pitch, Solar Lighting, Skating Rink, Swimming Pool, Gymnasium, Golf Course, School, Car Parking, 24X7 Water Supply, Jogging Track, +14 more",Not Found,Not Found,Not Found,0,2,Not Found,"Ecolife Developers is a promising Real Estate developer. Their mission is to provide clients with their dream homes which are affordable with all the modern day amenities and features. They strive to provide their customers a great environment where they can learn, grow and succeed together. Creating a home out of spaces is what they strive for with each project and their belief in teamwork has only accentuated it further. The company aims to build projects which will serve as a benchmark for all the other developers in the country. With their continuous hard work and dedication they are not far away from achieving success in the Realty sector.",Under Construction,"Mar, 2023",₹10.0K/sq.ft
Brigade Brillio And Commercial At Brigade Valencia,BRIGADE ENTERPRISES LTD,"Anekal City, South Bangalore, Bangalore",₹14.17 K/sq.ft,"Sep, 2029",406 - 1679 sq.ft.,15.26 Acres (85% open),PRM/KA/RERA/1251/308/PR/040924/006986,,779,"1, 2, 3, 4 BHK Apartments",12,"Closed Car Parking, 24X7 Water Supply, Fire Alarm, Solid Waste Management And Disposal, Swimming Pool, Lift(s), Water Storage, Terrace Garden, Energy management, Gymnasium, Sewage Treatment Plant, +1 more",Not Found,Not Found,Not Found,0,4,Not Found,"Established in 1986 by Mr. M.R. Jaishankar, Brigade is well known to be a most trusted and professionally managed organization with a robust and confident business model. It is one of India’s leading developers with more than three decades of legacy in building positive experiences and transforming the skylines of the cities. Brigade group has a uniquely diverse multi-domain portfolio that covers property development, property management services, hospitality and education. It is one of the leading property developers in South India, and several projects extending in other parts of cities.",Under Construction,"Nov, 2024",₹5.2 K/sq.ft
Sattva Park Cubix,SATTVA GROUP,"NH 207, Devanahalli, North Bangalore, Bangalore",₹6.99 K/sq.ft,"Dec, 2022",658 - 1498 sq.ft.,18 Acres (79% open),PRM/KA/RERA/1250/303/PR/171023/001749,,810,"1, 2, 3 BHK Apartments",12,"Amphitheater, Cricket Pitch, Changing Room, Spa, Skating Rink, Fountains, Fire Sprinklers, Table Tennis, Business Suites, Kid's Pool, Water Softner Plant, +82 more",Not Found,Not Found,Not Found,(7 reviews),1986,84,"Sattva Group is one of the promising builders in the field of Real Estate. All Sattva Group constructions have the highest standards of quality through the construction process. Green initiatives, advanced engineering ensure the best standards in construction since 1986. The group mainly focuses on delivering high-quality spaces and have been powering the goals of emerging as a leading name. The builder has created unparalleled projects for its customers with all sorts of amenities and services that meet the needs. Backed by the professional team of architects and designers who plan as per the current Real Estate trend, they always seek the betterment of their clients and guide them to the best path in the property related section of matters and affairs. Sattva Group aims to be a number one Real Estate constructor in India and showcase their talent worldwide.",Ready to Move,"Sep, 2017",₹6.9K/sq.ft
Concorde Abode 99,CONCORDE HOUSING CORPORATION PVT. LTD.,"Chandapura Dommasandra Road, Ramasagara Road, Singena Agrahara, South Bangalore, Bangalore",Not Found,Under Construction,2203 - 3934 sq.ft.,12.17 Acres,PRM/KA/RERA/1251/310/PR/210302/003983,,159,"3, 4 BHK Villas",12,"Children's Play Area, Yoga / Meditation Area, Cricket Pitch, Swimming Pool, Solid Waste Management And Disposal, Vastu Compliant, Landscaping & Tree Planting, Water Storage, 24x7 CCTV Surveillance, Gymnasium, Electrification(Transformer, Solar Energy etc), +13 more",Not Found,Not Found,Not Found,0,1998,39,"The Concorde Group was set up in 1998 with a vision to create sustainable values for stakeholders and deliver customer delight. In almost 2 decades, the company has developed over 20 million square feet of real estate space, consistently delivering satisfaction to its customers through its innovative offerings and professionalism in every aspect of its dealings.",Under Construction,"Apr, 2023",₹11.9K/sq.ft
Sattva Springs,SATTVA GROUP,"Kanakapura Road, South Bangalore, Bangalore",₹13.34 K/sq.ft,"Sep, 2027",3607 - 5236 sq.ft.,5.5762 Acres,PRM/KA/RERA/1251/310/PR/240724/006948,,66,4 BHK Villa,12,"Children's Play Area, Yoga / Meditation Area, Cricket Pitch, Spa, Skating Rink, Swimming Pool, Party Hall, Badminton Court, Table Tennis, Gymnasium, Squash Court, +5 more",Not Found,Not Found,Not Found,0,1986,84,"Sattva Group is one of the promising builders in the field of Real Estate. All Sattva Group constructions have the highest standards of quality through the construction process. Green initiatives, advanced engineering ensure the best standards in construction since 1986. The group mainly focuses on delivering high-quality spaces and have been powering the goals of emerging as a leading name. The builder has created unparalleled projects for its customers with all sorts of amenities and services that meet the needs. Backed by the professional team of architects and designers who plan as per the current Real Estate trend, they always seek the betterment of their clients and guide them to the best path in the property related section of matters and affairs. Sattva Group aims to be a number one Real Estate constructor in India and showcase their talent worldwide.",Under Construction,"Apr, 2024",Not Found
Abhigna Misty Woods,ABHIGNA CONSTRUCTIONS,"35th Main Rd, 17th Cross, Jarganahalli, JP Nagar Phase 6, South Bangalore, Bangalore",₹10.51 K/sq.ft,Ready to Move,1273 - 2721 sq.ft.,2.23 Acres,PRM/KA/RERA/1251/309/PR/200827/003574,,128,"2, 3, 4 BHK Apartments",12,"Internet / Wi-Fi, Swimming Pool, Fire Sprinklers, Vastu Compliant, Landscaping & Tree Planting, Gymnasium, Flower Garden, 24X7 Water Supply, Closed Car Parking, Car Parking, Jogging Track, +18 more",Not Found,Not Found,Not Found,(1 reviews),1,Not Found,Abhigna Constructions Is A Property Development Company Committed To Developing Projects That Are An Excellent Investment For The Present That Is Bound To Bear Fruits In The Future. It Believes In Maintaining Business Ethics And Transparency In All The Dealings To Create An Enduring Customer Base. The Bangalore-based Firm Believes In Delivering High-quality Construction To The Customers To Help Them Realize Their Dream Of Owning A Home. It Ensures That There Is No Compromise On The Quality Of Its Projects,Ready to Move,"Aug, 2020",Not Found
DSR Elixir,DSR INFRASTRUCTURE PVT LTD,"Whitefield Hope Farm Junction, Bangalore East , Bangalore",₹9 K/sq.ft,"Dec, 2025",2688 - 5431 sq.ft.,21.11 Acres,PRM/KA/RERA/1251/446/PR/210219/003912,,282,"4, 5 BHK Villas",12,"Natural Pond, Cricket Pitch, Sauna Bath, Gazebo, Spa, Swimming Pool, Skating Rink, Table Tennis, Gymnasium, Fire Fighting System, 24X7 Water Supply, +27 more",Not Found,Not Found,Not Found,0,1988,38,"DSR Infra Projects was established with the vision of transforming the Real Estate Industry and today after the journey of so many years, its projects stand testimony to the shining excellence and brilliance in execution. Commanding an unparalleled expertise, the Group has spread its operations across South India across many Real Estate verticals, catering to various categories of clients. DSR Infra Projects repertoire has a wide array of exclusive projects which have been crafted to international standards. With diversified business interests across many portfolios, DSR Infra Projects today has achieved staggering success, thanks to its partners, associates and employees. Its success is shared and cherished among its people who work towards the common goal of a promising and prosperous future.",Under Construction,,₹9.0K/sq.ft
BLUBELLE,PURAVANKARA LIMITED,"RajajiNagar, Central Bangalore, Bangalore",₹15.9 K/sq.ft,"Jun, 2027",1434 - 1631 sq.ft.,3.85 Acres (80% open),PRM/KA/RERA/1251/310/PR/290323/005829,,378,3 BHK Apartment,12,"Children's Play Area, Amphitheater, Entrance Lobby, Yoga / Meditation Area, Cricket Pitch, Swimming Pool, Vastu Compliant, Badminton Court, Table Tennis, 24x7 CCTV Surveillance, Gymnasium, +13 more",Not Found,Not Found,Not Found,0,1975,116,"Purva Land, launched in 2021, is the dedicated arm of Puravankara Ltd. for plotted development projects. By providing the ever-appreciating benefits of land, the company aims to be India’s only aspirational plotted brand by developing themed-based communities with high-quality infrastructure and an unmatched living experience.",Under Construction,"Apr, 2023",₹16.5K/sq.ft
Peace Paramount,A PEACE PROJECTS LLP,"Municipal Corporation No. 274/90/1B2/97/1B2, K G Anantapura Village, Yelahanka, North Bangalore, Bangalore",6.41 K - ₹7.13 K/sq.ft,"Dec, 2021",710 - 1051 sq.ft.,,PRM/KA/RERA/1251/472/PR/180728/001967,,36,"2, 3 BHK Apartments",12,"Children's Play Area, Swimming Pool, Lift(s), Party Hall, Landscaping & Tree Planting, Table Tennis, 24x7 CCTV Surveillance, Gymnasium, Kid's Pool, Fire Fighting System, Closed Car Parking, +11 more",Not Found,Not Found,Not Found,(5 reviews),2014,7,"A Peace Projects LLP began its journey with an aim to bring quality workmanship to the customer at a cost effective price delivered at the fastest pace. They hold track record for timely handing over of all their projects. With break -through technologies and development mediums the group has with every step, progressed towards giving an outstanding result. The company brings together the unmatched experience and expertise of designers and architects. Each project is a showpiece in its category reflecting the highest standards of planning and construction comparable with the very finest in the business.A Peace Projects LLP builds homes that their occupants are truly proud to own.",Ready to Move,"Jun, 2019",₹6 K/sq.ft
Sobha Dream Gardens Phase 4 Wing 1 And 2,Not Found,By SOBHA LIMITED,₹13.56 K/sq.ft,"Dec, 2028",443 - 627 sq.ft.,3.65 Acres,PRM/KA/RERA/1251/309/PR/311222/005592,,364,"1, 2 BHK Apartments",12,"Cricket Pitch, Grocery Shop, Tennis Court, Spa, Swimming Pool, Landscaping & Tree Planting, Table Tennis, Bus Shelter, Gymnasium, Fire Fighting System, Squash Court, +24 more",Not Found,Not Found,Not Found,0,1995,254,"Sobha Limited is one of fastest growing real estate companies in India with its operations spread across 13 states and 24 cities as well as in the Middle East. It was established in 1995 and has a market value of Rs 26 billion. The developer is headquartered in Bangalore and is engaged in the development of contractual and residential projects encompassing villas, row houses, plotted development, presidential apartments, luxury and super luxury apartments. Sobha Limited has attained ISO 14001:2004 and OHSAS 18001:2007 certifications for environmental, health and safety management systems. It has bagged various awards like ‘India’s Top 10 Builders Award’ by Construction World, ‘Builder of the Year’ and ‘Most Reliable Builder Award’ by CNBC, ‘Employer of the Year Award’ by Realty Plus and ‘Top Indian Real Estate Company’ by Dun & Bradstreet. Experience and Strengths",Under Construction,"Jan, 2023",₹11.5 K/sq.ft
Raj Viviente,SNN RAJ CORP,"Off Bannerghatta Road, Gottigere, South Bangalore, Bangalore",₹12.08 K/sq.ft,"Jul, 2026",3891 - 4000 sq.ft.,5.5 Acres,PRM/KA/RERA/1251/310/PR/011022/005290,,64,"4, 4.5 BHK Villas",12,"Children's Play Area, Entrance Lobby, Swimming Pool, Vastu Compliant, Landscaping & Tree Planting, Badminton Court, RO Water System, 24x7 CCTV Surveillance, Gymnasium, Video Door Security, Fire Fighting System, +13 more",Not Found,Not Found,Not Found,0,1994,5,"SNN Raj Corp is the brainchild of the well-known visionary, Mr. Shah Sanjay. He also founded Bengaluru’s fastest-growing real estate company, SNN Builders, in the year 1994. Here at SNN Raj Corp, we intend to further the legacy of SNN Builders, as well as, create our own mark by developing exemplary projects that set new benchmarks in our industry. Right from the inception, our vision has been to bring the masses to a standard of living that only SNN Raj Corp can provide. For 27 years we have been pioneering the real estate industry in Bengaluru and take pride in shaping the skyline of this iconic city. A few of our landmark projects include SNN Raj Lakeview, SNN Raj Neeladri and SNN Raj Serenity, SNN Raj Grandeur, SNN Raj Spiritua, SNN Clermont, SNN Raj Greenbay & SNN Raj Etternia.",Under Construction,"Aug, 2022",₹14.7K/sq.ft
Sumadhura Folium Phase I,Not Found,By SUMADHURA INFRACON PVT LTD,₹14 K/sq.ft,"Jun, 2025",1615 - 2615 sq.ft.,6.15 Acres,PRM/KA/RERA/1251/446/PR/280222/004738,,400,"3, 4 BHK Apartments",12,"Amphitheater, Cricket Pitch, Spa, Skating Rink, Fire Sprinklers, Table Tennis, Mini Theatre, Car Parking, 24X7 Water Supply, Multipurpose Room, Indoor Games, +50 more",Not Found,Not Found,Not Found,0,1998,53,"Sumadhura Infracon Pvt Ltd is a name that resonates among the prominent residential and commercial developers in Bangalore, India. Their ability to deliver on-time luxurious and affordable housing projects in Bangalore has ensured a continual interest from their customers. Their expertise in acquisition of land, appointment of architects and designers, construction, sales to after sales service, has helped them to be counted among Bangalore's forerunners in Real Estate development. The company's vision to continuously expand the role of a leading developer in the construction industry by building lasting relationships with our clientele and all concerned on the foundations of performance, trust and confidence. And its mission is to develop quality properties based on realistic values for its owners, investment affiliates, as well as its joint venture partners. It is an enterprise that maintains the highest level of personnel support and skilled professionals for an enjoyable environment.",Under Construction,"Apr, 2023",₹13.6K/sq.ft
