XID,Registration Number,Apartment Type,Block Number,Carpet Area (In sq. meters),Area of Exclusive Balcony (In sq. meters),Area of Exclusive Verandah (In sq. meters),Area of Exclusive Terrace (In sq. meters),Area of Exclusive Store (In sq. meters),Any Other Area (In sq. meters),Proposed Number of Apartments,
r398552,RAJ/P/2022/2147,1st to 14th Floor-LIG-17,Block-B,48.53,3.48,0,0,0,0,14,0
r398552,RAJ/P/2022/2147,1st to 14th Floor-LIG-19,Block-A,49.08,3.02,0,0,0,0,14,9
r398552,RAJ/P/2022/2147,1st to 14th Floor-LIG-33,Block-B,53.07,5.77,0,0,0,0,14,0
r398552,RAJ/P/2022/2147,1st to 14th Floor-LIG-35,Block-B,51.93,3.48,0,0,0,0,14,0
r398552,RAJ/P/2022/2147,1st to 14th Floor-LIG-36,Block-B,52.77,3.48,0,0,0,0,14,0
r398552,RAJ/P/2022/2147,1st to 14th Floor-LIG-39,Block-B,51.93,3.48,0,0,0,0,14,0
r398552,RAJ/P/2022/2147,1st to 14th Floor-LIG-40,Block-B,51.92,5.48,0,0,0,0,14,1
r398552,RAJ/P/2022/2147,1st to 14th Floor-LIG-41,Block-B,59.91,6.38,0,0,0,0,14,0
r398552,RAJ/P/2022/2147,1st to 7th Floor-LIG-26,Block-A,59.94,5.79,0,0,0,0,7,7
r398552,RAJ/P/2022/2147,1st to 7th Floor-LIG-32,Block-B,53.47,5.98,0,0,0,0,7,0
r398552,RAJ/P/2022/2147,1st to 7th Floor-LIG-34,Block-B,51.93,3.48,0,0,0,0,7,0
r398552,RAJ/P/2022/2147,1st to 7th Floor-LIG-38,Block-B,51.93,3.48,0,0,0,0,7,0
r398552,RAJ/P/2022/2147,1st to 7th Floor-LIG-44,Block-B,51.93,3.48,0,0,0,0,7,0
r398552,RAJ/P/2022/2147,1st to 7th Floor-LIG-46,Block-B,48.53,3.48,0,0,0,0,7,1
r398552,RAJ/P/2022/2147,1st to 7th Floor-LIG-47,Block-B,48.53,3.48,0,0,0,0,7,1
r398552,RAJ/P/2022/2147,2nd to 14th Floor-LIG-01,Block-B,59.94,9.49,0,0,0,0,13,2
r398552,RAJ/P/2022/2147,2nd to 14th Floor-LIG-02,Block-B,59.94,5.79,0,0,0,0,13,7
r398552,RAJ/P/2022/2147,2nd to 14th Floor-LIG-03,Block-B,59.94,5.79,0,0,0,0,13,2
r398552,RAJ/P/2022/2147,2nd to 14th Floor-LIG-04,Block-B,60,6.56,0,0,0,0,13,1
r398552,RAJ/P/2022/2147,2nd to 14th Floor-LIG-10,Block-B,48.53,3.48,0,0,0,0,13,0
r398552,RAJ/P/2022/2147,2nd to 14th Floor-LIG-11,Block-B,48.53,3.48,0,0,0,0,13,0
r398552,RAJ/P/2022/2147,2nd to 14th Floor-LIG-12,Block-B,48.53,3.48,0,0,0,0,13,0
r398552,RAJ/P/2022/2147,2nd to 14th Floor-LIG-13,Block-B,48.53,3.48,0,0,0,0,13,0
r398552,RAJ/P/2022/2147,2nd to 14th Floor-LIG-14,Block-B,48.53,3.48,0,0,0,0,13,0
r398552,RAJ/P/2022/2147,2nd to 14th Floor-LIG-15,Block-B,48.53,3.48,0,0,0,0,13,0
r398552,RAJ/P/2022/2147,2nd to 14th Floor-LIG-16,Block-B,48.53,3.48,0,0,0,0,13,0
r398552,RAJ/P/2022/2147,2nd to 14th Floor-LIG-18,Block-B,48.53,3.48,0,0,0,0,13,0
r398552,RAJ/P/2022/2147,2nd to 14th Floor-LIG-19,Block-B,48.53,3.48,0,0,0,0,13,0
r398552,RAJ/P/2022/2147,2nd to 14th Floor-LIG-20,Block-B,48.53,3.48,0,0,0,0,13,0
r398552,RAJ/P/2022/2147,2nd to 14th Floor-LIG-20,Block-A,59.94,5.79,0,0,0,0,13,12
r398552,RAJ/P/2022/2147,2nd to 14th Floor-LIG-21,Block-B,48.53,3.48,0,0,0,0,13,0
r398552,RAJ/P/2022/2147,2nd to 14th Floor-LIG-21,BLOCK-A,59.94,5.79,0,0,0,0,13,13
r398552,RAJ/P/2022/2147,2nd to 14th Floor-LIG-22,Block-B,59.94,5.79,0,0,0,0,13,0
r398552,RAJ/P/2022/2147,2nd to 14th Floor-LIG-22,BLOCK-A,48.53,3.48,0,0,0,0,13,13
r398552,RAJ/P/2022/2147,2nd to 14th Floor-LIG-23,Block-B,59.94,5.79,0,0,0,0,13,0
r398552,RAJ/P/2022/2147,2nd to 14th Floor-LIG-23,Block-A,48.53,3.48,0,0,0,0,13,11
r398552,RAJ/P/2022/2147,2nd to 14th Floor-LIG-24,Block-B,59.97,6.52,0,0,0,0,13,0
r398552,RAJ/P/2022/2147,2nd to 14th Floor-LIG-24,BLOCK-A,48.53,3.48,0,0,0,0,13,11
r398552,RAJ/P/2022/2147,2nd to 14th Floor-LIG-25,Block-B,59.92,8.02,0,0,0,0,13,0
r398552,RAJ/P/2022/2147,2nd to 14th Floor-LIG-25,BLOCK-A,48.53,3.48,0,0,0,0,13,13
r398552,RAJ/P/2022/2147,2nd to 14th Floor-LIG-26,Block-B,59.4,6,0,0,0,0,13,0
r398552,RAJ/P/2022/2147,2nd to 14th Floor-LIG-27,Block-B,59.94,5.79,0,0,0,0,13,0
r398552,RAJ/P/2022/2147,2nd to 14th Floor-LIG-28,Block-B,59.94,5.79,0,0,0,0,13,0
r398552,RAJ/P/2022/2147,2nd to 14th Floor-LIG-29,Block-B,51.93,3.48,0,0,0,0,13,0
r398552,RAJ/P/2022/2147,2nd to 14th Floor-LIG-30,Block-B,51.93,3.48,0,0,0,0,13,0
r398552,RAJ/P/2022/2147,2nd to 14th Floor-LIG-31,Block-B,51.93,3.48,0,0,0,0,13,0
r398552,RAJ/P/2022/2147,2nd to 14th Floor-LIG-37,Block-B,51.93,3.48,0,0,0,0,13,0
r398552,RAJ/P/2022/2147,2nd to 14th Floor-LIG-43,Block-B,51.93,3.48,0,0,0,0,13,0
r398552,RAJ/P/2022/2147,2nd to 7th Floor-LIG-27,Block-A,59.94,5.79,0,0,0,0,6,6
r398552,RAJ/P/2022/2147,2nd to 7th Floor-LIG-28,Block-A,48.48,7.05,0,0,0,0,6,5
r398552,RAJ/P/2022/2147,2nd to 7th Floor-LIG-42,Block-B,51.93,3.48,0,0,0,0,6,0
r398552,RAJ/P/2022/2147,2nd to 7th Floor-LIG-45,Block-B,48.53,3.48,0,0,0,0,6,1
r398552,RAJ/P/2022/2147,8th Floor-LIG-26,Block-A,59.94,5.79,0,0,0,0,1,1
r398552,RAJ/P/2022/2147,8th Floor-LIG-27,Block-A,59.94,5.79,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,8th Floor-LIG-28,Block-A,48.48,7.05,0,0,0,0,1,1
r398552,RAJ/P/2022/2147,8th Floor-LIG-32,Block-B,53.47,5.98,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,8th Floor-LIG-34,Block-B,51.93,3.48,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,8th Floor-LIG-38,Block-B,51.93,3.48,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,8th Floor-LIG-42,Block-B,51.93,3.48,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,8th Floor-LIG-44,Block-B,51.93,3.48,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,8th Floor-LIG-45,Block-B,48.53,3.48,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,8th Floor-LIG-46,Block-B,48.53,3.48,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,8th Floor-LIG-47,Block-B,48.53,3.48,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,9th to 12th Floor-LIG-26,Block-A,59.94,5.79,0,0,0,0,4,4
r398552,RAJ/P/2022/2147,9th to 12th Floor-LIG-27,Block-A,59.94,5.79,0,0,0,0,4,2
r398552,RAJ/P/2022/2147,9th to 12th Floor-LIG-28,Block-A,48.48,7.05,0,0,0,0,4,3
r398552,RAJ/P/2022/2147,9th to 12th Floor-LIG-32,Block-B,53.47,5.98,0,0,0,0,4,0
r398552,RAJ/P/2022/2147,9th to 12th Floor-LIG-34,Block-B,51.93,3.48,0,0,0,0,4,0
r398552,RAJ/P/2022/2147,9th to 12th Floor-LIG-38,Block-B,51.93,3.48,0,0,0,0,4,0
r398552,RAJ/P/2022/2147,9th to 12th Floor-LIG-42,Block-B,51.93,3.48,0,0,0,0,4,0
r398552,RAJ/P/2022/2147,9th to 12th Floor-LIG-44,Block-B,51.93,3.48,0,0,0,0,4,0
r398552,RAJ/P/2022/2147,9th to 12th Floor-LIG-45,Block-B,48.53,3.48,0,0,0,0,4,1
r398552,RAJ/P/2022/2147,9th to 12th Floor-LIG-46,Block-B,48.53,3.48,0,0,0,0,4,0
r398552,RAJ/P/2022/2147,9th to 12th Floor-LIG-47,Block-B,48.53,3.48,0,0,0,0,4,0
r398552,RAJ/P/2022/2147,Shop No. 1,Block-B,16.26,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,"Shop No. 10, 11",Block-B,6.29,0,0,0,0,0,2,0
r398552,RAJ/P/2022/2147,Shop No. 12,Block-B,8.31,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 13,Block-B,12.32,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 14,Block-B,9.17,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 15,Block-B,10.57,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,"Shop No. 16, 17",Block-B,6.29,0,0,0,0,0,2,0
r398552,RAJ/P/2022/2147,Shop No. 2,Block-B,9.86,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 20,Block-B,10.35,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 21,Block-B,9.02,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 22,Block-B,9.76,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 23,Block-B,8.84,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,"Shop No. 24, 33",Block-B,8.16,0,0,0,0,0,2,0
r398552,RAJ/P/2022/2147,"Shop No. 25, 26, 34, 35, 43, 44",Block-B,8.08,0,0,0,0,0,6,0
r398552,RAJ/P/2022/2147,"Shop No. 27, 28",Block-B,7.76,0,0,0,0,0,2,0
r398552,RAJ/P/2022/2147,Shop No. 29,Block-B,8,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 3,Block-B,12.04,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 30,Block-B,13.4,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 31,Block-B,10.96,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop no. 32,block B,9.16,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,"Shop No. 36, 37",Block-B,8.52,0,0,0,0,0,2,0
r398552,RAJ/P/2022/2147,Shop No. 38,Block-B,10.72,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 39,Block-B,10.72,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 4,Block-B,12.2,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,"Shop No. 40, 41, 46, 47",Block-B,8.52,0,0,0,0,0,4,0
r398552,RAJ/P/2022/2147,Shop No. 42,Block-B,8.16,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop no. 45,Block-B,8,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 48,Block-B,8.48,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 49,Block-B,6.29,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 5,Block-B,15.2,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,"Shop No. 50, 54",Block-B,6.32,0,0,0,0,0,2,0
r398552,RAJ/P/2022/2147,Shop No. 51,Block-B,9.77,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 52,Block-B,9.23,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 53,Block-B,6.29,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 55,Block-B,6.62,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 56,Block-B,6.56,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 57,Block-B,6.56,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 58,Block-B,8.93,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 59,Block-B,6.32,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 6,Block-B,15.04,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 60,Block-B,6.29,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 61,Block-B,10,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 62,Block-B,9.5,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 63,Block-B,8.93,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 64,Block-B,5.76,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 65,Block-B,5.67,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 66,Block-B,5.91,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 67,Block-B,4.94,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 68,Block-B,5.22,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 69,Block-B,6.01,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 7,Block-B,8.6,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 70,Block-B,16.66,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 71,Block-B,11.85,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 72,Block-B,16.44,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 72 A,Block-B,14.07,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop no. 72 B,BLOCK-B,17.4,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,shop no. 72 C,BLOCK-B,14.65,0,0,0,0,0,1,0
r398552,RAJ/P/2022/2147,Shop No. 73,Block-A,7.84,0,0,0,0,0,1,1
r398552,RAJ/P/2022/2147,"Shop No. 74, 76",Block-A,8,0,0,0,0,0,2,2
r398552,RAJ/P/2022/2147,Shop No. 75,Block-A,7.39,0,0,0,0,0,1,1
r398552,RAJ/P/2022/2147,"Shop No. 77, 80",Block-A,7.84,0,0,0,0,0,2,2
r398552,RAJ/P/2022/2147,Shop No. 78,Block-A,7.92,0,0,0,0,0,1,1
r398552,RAJ/P/2022/2147,Shop No. 79,Block-A,7.84,0,0,0,0,0,1,1
r398552,RAJ/P/2022/2147,"Shop No. 8, 19",Block-B,7.75,0,0,0,0,0,2,0
r398552,RAJ/P/2022/2147,Shop No. 81,Block-A,8.08,0,0,0,0,0,1,1
r398552,RAJ/P/2022/2147,Shop No. 82,Block-A,8.93,0,0,0,0,0,1,1
r398552,RAJ/P/2022/2147,Shop No. 83,Block-A,7.72,0,0,0,0,0,1,1
r398552,RAJ/P/2022/2147,Shop No. 84,Block-A,7.39,0,0,0,0,0,1,1
r398552,RAJ/P/2022/2147,"Shop No. 9, 18",Block-B,9.23,0,0,0,0,0,2,0
r399130,RAJ/P/2022/1884,Commercial Shop No. 12,Block A,34.18,0,0,0,0,0,,
r399130,RAJ/P/2022/1884,Commercial Shop No. 13,Block A,39.23,0,0,0,0,0,,
r399130,RAJ/P/2022/1884,Commercial Shop No. 14,Block A,36.2,0,0,0,0,0,,
r399130,RAJ/P/2022/1884,Commercial Shop No. 15,Block A,52.24,0,0,0,0,0,,
r399130,RAJ/P/2022/1884,Commercial Shop No. 16,Block A,46.11,0,0,0,0,0,,
r399130,RAJ/P/2022/1884,Commercial Shop No. 17,Block A,34.48,0,0,0,0,0,,
r399130,RAJ/P/2022/1884,Commercial Shop No. 18,Block A,37.1,0,0,0,0,0,,
r399130,RAJ/P/2022/1884,Commercial Shop No. 19,Block A,44.07,0,0,0,0,0,,
r399130,RAJ/P/2022/1884,"Flat No. A-01, 3 BHK+S (TYPE-5) + GARDEN",Block A,134.23,20.92,0,0,0,0,,
r399130,RAJ/P/2022/1884,"Flat No. A-101,401,701,1001 4BHK+S(TYPE-3A)",Block A,154.99,32.94,0,0,0,0,,
r399130,RAJ/P/2022/1884,"Flat No. A-102,402,702,1002, 4BHK+S(TYPE-2A)",Block A,158.55,27.65,0,0,0,0,,
r399130,RAJ/P/2022/1884,"Flat No. A-103,203,403,503,703,803,1003,1103 4BHK+S(TYPE-1)",Block A,155.5,28.49,0,0,0,0,,
r399130,RAJ/P/2022/1884,"Flat No. A-104,404,704,1004 4BHK+S(TYPE-4A)",Block A,158.04,31.27,0,0,0,0,,
r399130,RAJ/P/2022/1884,"Flat No. A-1301 , 4BHK+S(TYPE-3A)",Block A,154.99,32.94,0,0,0,0,,
r399130,RAJ/P/2022/1884,"Flat No. A-1302 , 4BHK+S(TYPE-2A)",Block A,158.55,27.65,0,0,0,0,,
r399130,RAJ/P/2022/1884,"Flat No. A-1303 , 4BHK+S(TYPE-1)",Block A,155.5,28.49,0,0,0,0,,
r399130,RAJ/P/2022/1884,"Flat No. A-1304 , 4BHK+S(TYPE-4A)",Block A,158.04,31.27,0,0,0,0,,
r399130,RAJ/P/2022/1884,"Flat No. A-201,301,501,601,801,901,1101,1201 4BHK+S(TYPE-3)",Block A,154.99,24.12,0,0,0,0,,
r399130,RAJ/P/2022/1884,"Flat No. A-202,502,802,1102 4BHK+S(TYPE-2)",Block A,158.55,25.75,0,0,0,0,,
r399130,RAJ/P/2022/1884,"Flat No. A-204,304,504,604,804,904,1104,1204 4BHK+S(TYPE-4)",Block A,158.04,21.06,0,0,0,0,,
r399130,RAJ/P/2022/1884,"Flat No. A-302,602,902,1202 4BHK+S(TYPE-2B)",Block A,158.55,34.74,0,0,0,0,,
r399130,RAJ/P/2022/1884,"Flat No. A-303,603,903,1203 4BHK+S(TYPE-1A)",Block A,155.5,34.4,0,0,0,0,,
r399130,RAJ/P/2022/1884,"Pent House No. A-1401 , 4BHK+S(TYPE-3)",Block A,162.83,24.12,0,0,0,0,,
r399130,RAJ/P/2022/1884,"Pent House No. A-1402 , 4BHK+S(TYPE-2)",Block A,166.39,209.85,0,0,0,0,,
r399130,RAJ/P/2022/1884,"Pent House No. A-1403 , 4BHK+S(TYPE-1)",Block A,163.34,28.49,0,0,0,0,,
r399130,RAJ/P/2022/1884,"Pent House No. A-1404 , 4BHK+S(TYPE-4)",Block A,165.88,21.06,0,0,0,0,,
r385557,RAJ/P/2022/2208,3BHK + 2TOILET + HOME OFFICE,T-6,89,5.84,0,0,0,0,12,11
r385557,RAJ/P/2022/2208,3BHK + 2TOILET + HOME OFFICE,T-6,86.93,5.3,0,0,0,0,12,9
r385557,RAJ/P/2022/2208,3BHK + 3TOILET + HOME OFFICE,T-6,95.94,5.3,0,0,0,0,12,10
r385557,RAJ/P/2022/2208,3BHK + 3TOILET + HOME OFFICE + MULTI-UTILITY ROOM,T-6,107.95,6.26,0,0,0,0,12,7
r399826,RAJ/P/2022/2225,"LIG A, 2BHK (Flat No. A1001 to A1022, A1101 to A1122, A1201 to A1222)",Block - 1,59.94,9.58,0,0,0,0,66,34
r399826,RAJ/P/2022/2225,"LIG A, 2BHK (Flat No. A101 to A106, A109 to A122, A201 to A206, A209 to A222",Block - 1,59.94,9.58,0,0,0,0,40,6
r399826,RAJ/P/2022/2225,"LIG A, 2BHK (Flat No. A301 to A322, A401 to A422, A501 to A522, A601 to A622)",Block - 1,59.94,9.58,0,0,0,0,88,38
r399826,RAJ/P/2022/2225,"LIG A, 2BHK (Flat No. A701 to A722, A801 to A822, A901 to A922)",Block - 1,59.94,9.58,0,0,0,0,66,35
r399826,RAJ/P/2022/2225,Shop No. 1 and 9,Block - 1,30.77,0,0,0,0,0,2,0
r399826,RAJ/P/2022/2225,SHOP NO. 10,Block - 1,37.54,0,0,0,0,0,1,0
r399826,RAJ/P/2022/2225,SHOP NO. 11,Block - 1,30.35,0,0,0,0,0,1,0
r399826,RAJ/P/2022/2225,SHOP NO. 12,Block - 1,34.16,0,0,0,0,0,1,0
r399826,RAJ/P/2022/2225,SHOP NO. 13,Block - 1,27.15,0,0,0,0,0,1,0
r399826,RAJ/P/2022/2225,SHOP NO. 14,Block - 1,22.39,0,0,0,0,0,1,0
r399826,RAJ/P/2022/2225,SHOP NO. 2,Block - 1,37.13,0,0,0,0,0,1,0
r399826,RAJ/P/2022/2225,SHOP NO. 3,Block - 1,38.37,0,0,0,0,0,1,0
r399826,RAJ/P/2022/2225,SHOP NO. 4,Block - 1,28.16,0,0,0,0,0,1,0
r399826,RAJ/P/2022/2225,SHOP NO. 5,Block - 1,19.31,0,0,0,0,0,1,0
r399826,RAJ/P/2022/2225,SHOP NO. 6,Block - 1,36,0,0,0,0,0,1,0
r399826,RAJ/P/2022/2225,SHOP NO. 7,Block - 1,23.28,0,0,0,0,0,1,0
r399826,RAJ/P/2022/2225,SHOP NO. 8,Block - 1,30.59,0,0,0,0,0,1,0
r399826,RAJ/P/2022/2225,"LIG B, 2BHK (Flat No. B1001 to B1008, B1101 to B1108, B1201 to B1208)",Block - 2,56.78,8.6,0,0,0,0,24,2
r399826,RAJ/P/2022/2225,"LIG B, 2BHK (Flat No. B101 to B108, B201 to B208, B301 to B308, B401 to B408",Block - 2,56.78,8.6,0,0,0,0,32,0
r399826,RAJ/P/2022/2225,"LIG B, 2BHK (Flat No. B501 to B508, B601 to B608, B701 to B708, B901 to B908)",Block - 2,56.78,8.6,0,0,0,0,40,4
r399826,RAJ/P/2022/2225,"EWS, 1BHK (Flat No. C101 to C114, C201 to C214, C301 to C314, C401 to C414)",Block - 3,29.9,4.25,0,0,0,0,56,31
r399826,RAJ/P/2022/2225,"EWS, 1BHK (Flat No. C501 to C514, C601 to C614, C701 to C714, C801 to C814)",Block - 3,29.9,4.25,0,0,0,0,56,29
r399826,RAJ/P/2022/2225,"EWS,1BHK (Flat No. C901 to C914, C1001 to C1014, C1101 to C1114, C1201 to C1214)",Block - 3,29.9,4.25,0,0,0,0,56,33
r401961,RAJ/P/2022/2254,"3BHK (103,203,303,403,503,603)",1,98.96,19.61,0,0,0,0,6,2
r401961,RAJ/P/2022/2254,"3BHK (104,204,304,404,504)",1,101.06,17.68,0,0,0,0,5,1
r401961,RAJ/P/2022/2254,"3BHK (105,205,305,405,505)",1,94.42,16.14,0,0,0,0,5,4
r401961,RAJ/P/2022/2254,"3BHK (106,206,306,406,506,606)",1,89.97,13.46,0,0,0,0,6,4
r401961,RAJ/P/2022/2254,"3BHK (107,207,307,407,507,607)",1,89.97,13.46,0,0,0,0,6,3
r401961,RAJ/P/2022/2254,3BHK (604),1,101.06,17.68,0,0,0,0,1,0
r401961,RAJ/P/2022/2254,3BHK (605),1,94.42,16.14,0,0,0,0,1,1
r401961,RAJ/P/2022/2254,"4BHK (101,201,301,401,501)",1,137.99,16.11,0,0,0,0,5,0
r401961,RAJ/P/2022/2254,"4BHK (102,202,302,402,502)",1,146.66,17.45,0,0,0,0,5,3
r401961,RAJ/P/2022/2254,4BHK (601),1,137.99,16.11,0,0,0,0,1,0
r401961,RAJ/P/2022/2254,4BHK (602),1,146.66,17.45,0,0,0,0,1,0
r402170,RAJ/P/2022/2306,"Villa No. 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58",0,1765.47,143.5,0,0,0,0,15,0
r402170,RAJ/P/2022/2306,"Villa No. 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75",0,1765.47,143.5,0,0,0,0,15,0
r402170,RAJ/P/2022/2306,"Villa No. 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92",0,1765.47,143.5,0,0,0,0,15,0
r402170,RAJ/P/2022/2306,"Villa No. 93, 94, 95, 96, 97",0,1765.47,143.5,0,0,0,0,5,0
r407880,RAJ/P/2023/2442,"Flat No. 101, 201, 301, 401, 501, 601 Flat Type 1 3BHK",1,87.23,8.99,0,0,0,0,6,6
r407880,RAJ/P/2023/2442,"Flat no. 102, 202, 302, 402, 502, 602 Flat Type 2 3BHK",1,70.67,6.31,0,0,0,0,6,1
r407880,RAJ/P/2023/2442,"Flat no. 103, 203, 303, 403, 503, 603 Flat Type 3 3BHK",1,87.43,5.11,0,0,0,0,6,3
r407880,RAJ/P/2023/2442,"Flat No. 104, 204, 304, 404, 504, 604 Flat Type 4 3BHK",1,99.44,9.17,0,0,0,0,6,5
r407880,RAJ/P/2023/2442,"Flat No. 105, 205, 305, 405, 505, 605 Flat Type 5 3BHK",1,85.84,7.73,0,0,0,0,6,0
r411075,RAJ/P/2023/2544,3BHK TYPE -1,1,95.19,9.4,0,0,0,0,12,3
r411075,RAJ/P/2023/2544,3BHK TYPE -1,2,95.19,9.4,0,0,0,0,12,3
r411075,RAJ/P/2023/2544,3BHK TYPE -2,1,95.19,9.4,0,0,0,0,12,5
r411075,RAJ/P/2023/2544,3BHK TYPE -2,2,95.19,9.4,0,0,0,0,12,4
r411075,RAJ/P/2023/2544,3BHK TYPE -3,2,108.73,15.69,0,0,0,0,12,10
r411075,RAJ/P/2023/2544,3BHK TYPE -4,2,101.92,13.1,0,0,0,0,11,0
r411075,RAJ/P/2023/2544,4BHK TYPE -1,1,133.07,29.32,0,0,0,0,9,9
r411075,RAJ/P/2023/2544,Cafe,1,68.82,0,0,0,0,0,1,0
r411075,RAJ/P/2023/2544,Grocery Store,1,21.57,0,0,0,0,0,1,0
r411075,RAJ/P/2023/2544,Office-01,1,50.35,0,0,0,0,0,1,0
r411075,RAJ/P/2023/2544,Office-02,1,15.35,0,0,0,0,0,1,0
r411075,RAJ/P/2023/2544,Office-02,1,42.58,0,0,0,0,0,1,0
r411075,RAJ/P/2023/2544,Shop,1,21.44,0,0,0,0,0,1,0
r411677,RAJ/P/2023/2546,3BHK (Flat No. 101-701 and 901-1101) (1st to 7th Floor and 9th to 11th floor),1,111.52,13.78,0,0,0,0,10,4
r411677,RAJ/P/2023/2546,3BHK (Flat No. 102-702 and 902-1202) (1st to 7th Floor and 9th to 12th floor),1,102.32,18.19,0,0,0,0,11,0
r411677,RAJ/P/2023/2546,3BHK (Flat No. 103-703 and 903-1103) (1st to 7th Floor and 9th to 11th floor),1,118.48,11.9,0,0,0,0,10,3
r411677,RAJ/P/2023/2546,3BHK (Flat No. 104-704 and 904-1104) (1st to 7th Floor and 9th to 11th floor),1,114.16,12.23,0,0,0,0,10,0
r411677,RAJ/P/2023/2546,3BHK (Flat No. 105-705 and 905-1105) (1st to 7th Floor and 9th to 11th floor),1,112.55,10.87,0,0,0,0,10,0
r411677,RAJ/P/2023/2546,3BHK (Flat No. 803) (8th Floor),1,114.16,12.23,0,0,0,0,1,0
r411677,RAJ/P/2023/2546,3BHK (Flat No. 804) (8th Floor),1,112.55,10.87,0,0,0,0,1,0
r411677,RAJ/P/2023/2546,3BHK with Private Terrace (Flat No. 1201) (12th floor),1,111.52,13.78,0,0,0,0,1,0
r411677,RAJ/P/2023/2546,3BHK with Private Terrace (FLAT NO. 1203) (12TH FLOOR),1,118.48,11.9,0,0,0,0,1,0
r411677,RAJ/P/2023/2546,3BHK with Private Terrace (FLAT NO. 1204) (12TH FLOOR),1,114.16,12.23,0,0,0,0,1,0
