Sr.No.,Project Name,Promoter Name,Promoter Address,Project Type,Email Id,Mobile No,Project Registration No.,District,Approved on
6353,AL HUDA RESIDENCY,VINTAGE CORPORATION,"SAVERA BUNGALOW ,NEAR SAMARPAN SOCIETY,, OLD PADRA ROAD, MAKRAND DESAI ROAD,TANDALJA VADODARA Vadodara 390020",Residential/Group Housing,gulamdadi123@gmail.com,9824027566,PR/GJ/VADODARA/VADODARA/Vadodara Municipal Corporation/RAA13688/180624/311227,Vadodara,18-06-2024
6354,BAGE AHEMAD RESIDENCY PHASE II,MADINABIBI HASANKHAN PATHAN PROP. OF BAGE AHMED RESIDENCY,GOVINDPURA PADRA Vadodara 391440,Residential/Group Housing,ankitdarji1090@gmail.com,9904053277,PR/GJ/VADODARA/PADRA/Vadodara Urban Development Authority/RAA14546/191224/311027,Vadodara,19-12-2024
6355,SAHAJANAND GREEN CITY,SAHAJANAND REALTY,"PLOT NO : 222, GROUND FLOOR AND FIRST FLOOR BHAGWAN NAGAR SOCIETY, UGAT BHESAN ROAD, JAHANGIRABAD, SURAT Surat 395005",Residential/Group Housing,sahajanandre491@gmail.com,9825105644,PR/GJ/BHARUCH/BHARUCH/Others/RAA12877/070224/300928,Bharuch,07-02-2024
6356,MEERA PEARL,SHIV DEVELOPERS,"BLOCK NO. 168, FP 30, TP NO 22 SARTHANA VALAK MOJE SARTHANA, TAL PUNA Surat 395013",Residential/Group Housing,shivdevelopers3385@gmail.com,9825603385,PR/GJ/SURAT/SURAT CITY/SUDA/RAA13120/140324/311229,Surat,14-03-2024
6357,THE RISE,MADHUVAN RISE,"S-11, Vraj Complex, Harni Road Karelibaug Vadodara 390022",Residential/Group Housing,kalpeshgandhi37@yahoo.com,9898044436,PR/GJ/VADODARA/VADODARA/Vadodara Municipal Corporation/RAA12914/120224/311228,Vadodara,12-02-2024
6358,SHIVAAN CITY,IVAAN INFRACON,"B-01, Sai Crystal, GF, Near Jalaram Temple, Bavla-Sanand Road, Bavla, Ahmedabad Ahmedabad 382220",Residential/Group Housing,vikramsinh744@gmail.com,9426606256,PR/GJ/AHMEDABAD/BAVLA/Bavla Municipality/RAA14510/131224/311227,Ahmedabad,13-12-2024
6359,VINAYAK ELEGANCE,SAIRUDRAM DEVCON LLP,"D-124,MAHALAXMI BHAVAN CO. HO. SOC. LTD,SHRI GHANTAKARAN MAHAVIR COMMERCIAL MARKET B/S NEW CLOTH MARKET, SARANGPUR, N C MARKET, AHMEDABAD Ahmedabad 380002",Residential/Group Housing,sairudramdevconllp@gmail.com,7698410978,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA14665/100125/311228,Ahmedabad,10-01-2025
6360,THE PRESTIGE,SWEET HOME REALTY,"“THE PRESTIGE”, S.R.NO. 43/1 PAIKI, T.P. SCHEME NO. 2 (VESU- BHARTHANA-VESU), F.P. NO. 20/1, 20/2, 20/3, 20/4, NR. VATSALYA BUNGLOW, B/H. PLATINUM RESIDENCY, SURAT-395007 Surat 395007",Residential/Group Housing,account@sweethomerealty.co.in,9727570763,PR/GJ/SURAT/CHORASI/SUDA/RAA12827/290124/311229,Surat,29-01-2024
6361,THE CLUSTER,AR DEVELOPERS,"05, JINAL BUNGALOWS, NR. FENIL AVENUE, OPP. SATYAM PLAZA, NEW NIKOL, NIKOL, AHMEDABAD- 382350 Ahmedabad 382350",Residential/Group Housing,developersar89@gmail.com,6356594586,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13144/160324/311229,Ahmedabad,16-03-2024
6362,CORAL AROMA,NARAYAN CORPORATION,"4 TH FLOR, 1 6 JAI HIND SINDHI SOCIETY, AMBIKA NIKETAN PARLE POINT SURAT Surat 395007",Residential/Group Housing,technoparksai2021@gmail.com,6356410640,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RAA13423/300424/311228,Surat,30-04-2024
6363,ROYAL EXOTICA,MAYANK RAMESHBHAI MORABIYA Proprietorship of MAHABAL CONSTRUCTION,"4th, 407-409,Ashwamegh Elegance-2, Nr Chabada Building, Nr Central Mall, Ambawadi circle, Ellisbridge, Ahmedabad Ahmedabad 380006",Residential/Group Housing,6villa2023@gmail.com,9974097979,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/RAA14318/251024/311225,Gandhinagar,25-10-2024
6364,Tanush Era,JENITH PATEL PROP OF TANUSH INFRASTRUCTURE,"G-7, SURYAVANSHI TOWER, A.V.ROAD NEAR MAZDA BEKERY, ANAND Anand 388001",Residential/Group Housing,tanushflora@gmail.com,9825206800,PR/GJ/ANAND/ANAND/Anand VallabhVidhyanagar Karmsad Urban Development Authority/RAA12853/030224/311226,Anand,03-02-2024
6365,Sangini Epitome,SANGINI REAL ESTATE LLP,"Sangini House, Nr. L P Savani Academy Canal Road, Vesu Surat 395007",Residential/Group Housing,sanginiepitome@gmail.com,9978227459,PR/GJ/SURAT/SURAT CITY/SUDA/RAA13115/140324/301230,Surat,14-03-2024
6366,NILKANTH HEIGHTS,NILKANTH ENTERPRISE,"SHOP NO 1 BASEMENT, BUDING NO F, TORAL RESIDENCY. KHOLVAD, KAMREJ, SURAT SURAT Surat 395006",Residential/Group Housing,shivamresidency877@gmail.com,9909406125,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RAA13181/270324/311228,Surat,27-03-2024
6367,AARYA EMPERRO 1,SUDHAPATI DEVELOPERS PRIVATE LIMITED,"SHOP NO 1, VIP SOCIETY, BEHIND UTKARSH VISHYALAY DIWALIPURA Vadodara 390007",Residential/Group Housing,aaryaellis1@gmail.com,9824021727,PR/GJ/VADODARA/VADODARA/Vadodara Municipal Corporation/RAA13578/240524/311228,Vadodara,24-05-2024
6368,AARYA EMPERRO 2,SUDHAPATI DEVELOPERS PRIVATE LIMITED,"SHOP NO 1, VIP SOCIETY, BEHIND UTKARSH VISHYALAY DIWALIPURA Vadodara 390007",Residential/Group Housing,aaryaellis1@gmail.com,9824021727,PR/GJ/VADODARA/VADODARA/Vadodara Municipal Corporation/RAA13636/060624/311228,Vadodara,06-06-2024
6369,AATMIYA GRANDVILLA 18,ADINATH DEVELOPERS,"A TOWER AATMIYA HEIGHTS,MANEJA MAKARPURA GIDC,VADODARA,VADODARA-390013 Vadodara 390013",Residential/Group Housing,aadinathdevlopers1819@gmail.com,9978169398,PR/GJ/VADODARA/VADODARA/Vadodara Municipal Corporation/RAA14178/210924/311228,Vadodara,21-09-2024
6370,Pratishtha Classic,CLASSIC DEVELOPERS,"Block No 57, T P 84, F P 238, Motavarachha Road, Varachha, Abrama, Kamrej, Surat, Gujarat Abrama Surat 396001",Residential/Group Housing,pratishthaclassic2023@gmail.com,9924725444,PR/GJ/SURAT/KAMREJ/Surat Municipal Corporation/RAA13139/160324/311229,Surat,16-03-2024
6371,Aastha Grandeur,EVEREST BUILDCON,"311, Shanti mall, Opp. Navrang Tower, Ghatlodia, Ahmedabad Ahmedabad 380061",Residential/Group Housing,hitesh1643@yahoo.com,9426700799,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/RAA13590/280524/300926,Ahmedabad,28-05-2024
6372,UTSAV-3,SHREE RAM DEVELOPERS,"UTSAV - 3, BEHIND UTSAV BUNGALOW, PRAMUKH SWAMINARAYAY TEMPLE ROAD, VASTRAL,AHMEDABAD Ahmedabad 382418",Residential/Group Housing,shreeram92792@gmail.com,9824540749,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA14321/251024/311225,Ahmedabad,25-10-2024
6373,SKYRA,MARUTI REALTY,"B-1/9, SHAYONA ESTATE BANSIDHAR MILL COMPOUND MEMCO, NARODA ROAD Ahmedabad 382345",Residential/Group Housing,marutirealty09@gmail.com,9427065061,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA11746/100523,Gandhinagar,10-05-2023
6374,SOLITAIRE LIBERTY,OMKAR INFRA,"SOLITAIRE LIBERTY, T.P.-84, F.P.-238, BlockNo.-57, NEW RING ROAD, MOTA VARACHHA, SURAT. Surat 394101",Residential/Group Housing,omkarinfra63@gmail.com,9820877000,PR/GJ/SURAT/KAMREJ/Surat Municipal Corporation/RAA12932/120224/311229,Surat,12-02-2024
6375,EKAYA,SPARSH BUILDCON,"1110-1111, SURYA ICON ,B/HBINALI COMPLEX NARANPURA Ahmedabad 380013",Residential/Group Housing,sagar.shah1920@gmail.com,9904515750,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA12867/060224/310328,Ahmedabad,06-02-2024
6376,Samesh,AARIV HOMES,"G/31, Madhav Complex, B/h. Vasna Bus Stand Vasna Ahmedabad 380007",Residential/Group Housing,rera.aarivhomes@gmail.com,9099054344,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13283/080424/311226,Ahmedabad,08-04-2024
6377,SIYA HEIGHTS,PATEL HARGOVINDBHAI NATVARBHAI AND OTHERS,"NATVAR JIVAN NI WADI, NANA VARACHHA,SURAT VARACHHA ROAD,SURAT Surat 395006",Residential/Group Housing,siyaheights919@gmail.com,9825881919,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RAA14144/180924/311227,Surat,18-09-2024
6378,BEVERLY HEIGHTS,MANAVSHI BUILDCON LLP,"135, THE URBANIA, SHIVALAYA CHOKADI, KUDASAN Gandhinagar 382421",Residential/Group Housing,manavshibuildconrera@gmail.com,9904520817,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA12953/190224/300627,Gandhinagar,19-02-2024
6379,UPNISHAD VRAJ,SAGAR INFRA,"1565A1, SAGAR INFRA, NEAR LOAKMILAP, SARDAR NAGAR, BHAVNAGAR. Bhavnagar 364001",Residential/Group Housing,sagarinfra7@gmail.com,9428009858,PR/GJ/BHAVNAGAR/BHAVNAGAR/Bhavnagar Municipal Corporation/RAA13480/090524/311226,Bhavnagar,09-05-2024
6380,PEARL ELEGANCE,PRATITI HOMESPACE,"C-18 Megha Nagar -3, Nr. Atul Society, Waghodia Vadodara 390019",Residential/Group Housing,pratitihomespace.17@gmail.com,7405755564,PR/GJ/VADODARA/VADODARA/Vadodara Urban Development Authority/RAA13799/050724/311227,Vadodara,05-07-2024
6381,VRUNDA VIHAR,SARVODAY DEVELOPERS,"19, ASHWAMEGH CO OP HOUSING SOCIETY BH SUKAN BUNGLOWS, NIKOL - NARODA ROAD Ahmedabad 382330",Residential/Group Housing,sandip.vekariya108@yahoo.com,9558066909,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA12927/120224/311227,Ahmedabad,12-02-2024
6382,ASTON AROMA,ASTON REALTY,"C-SHAPPHIRE BUSINESS HUB,, SHOP-506/B,, LP SAVANI ROAD Surat Surat 395009",Residential/Group Housing,astonshaligramaroma@gmail.com,6353789677,PR/GJ/SURAT/SURAT CITY/SUDA/RAA12831/290124/311226,Surat,29-01-2024
6383,SONAMAHOR MIRA,HINDVA INFRATECH,"GANESH, FLAT NO-302, SHIV DRASHTI-4, NANA MAVA ROAD, RAJKOT Rajkot 360004",Residential/Group Housing,ratnagareliterera@gmail.com,8000885000,PR/GJ/RAJKOT/RAJKOT/Rajkot Municipal Corporation/RAA12895/070224/311228,Rajkot,07-02-2024
6384,SONAMAHOR RADHA,HINDVA INFRATECH,"GANESH, FLAT NO-302, SHIV DRASHTI-4, NANA MAVA ROAD, RAJKOT Rajkot 360004",Residential/Group Housing,ratnagareliterera@gmail.com,8000885000,PR/GJ/RAJKOT/RAJKOT/Rajkot Municipal Corporation/RAA12896/070224/311228,Rajkot,07-02-2024
6385,SWASTIKA EMPIRE,SHREE RAM REALTY,"7, C-702,SILVERNEST FLATTP-3 NEAR BRIGHT DAY SCHOOL VASNA BHAYLI ROAD Vadodara 390007",Residential/Group Housing,swastikaempire23@gmail.com,9766711541,PR/GJ/VADODARA/VADODARA/Vadodara Urban Development Authority/RAA12854/030224/311228,Vadodara,03-02-2024
6386,PRIYANSHI RESIDENCY,SAI ENTERPRISE,"PRIYANSHI RESIDENCY HATHI POLE, RAJ MAHEL ROAD, Vadodara 390001",Residential/Group Housing,saienterpriserera@gmail.com,9737622887,PR/GJ/VADODARA/VADODARA/Others/RAA13619/030624/310326,Vadodara,03-06-2024
6387,Western Greens,AVIS DEVELOPERS,"SF 201, Aleeza Business Centre, Near Kadri Party Plot, TP 85, Sarkhej Juhapura Road Ahmedabad 380055",Residential/Group Housing,rera.avisdevelopers@gmail.com,9099050448,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA12799/190124/311229,Ahmedabad,19-01-2024
6388,HIRADHAN HERITAGE,HIRADHAN SPACECON,"305, VRAJ VALENCIA, NR C K PATE FARM, SCIENCE CITY ROAD, SOLA Ahmedabad 380060",Residential/Group Housing,hiradhanspacecon@gmail.com,9825604014,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Urban Development Authority/RAA13005/210224/311026,Ahmedabad,21-02-2024
6389,ALTEZZA PROS,SWAMINARAYAN INFRA SPACE,"SUB PLOT NO 3, FINAL PLOT NO 112, 114 BH VASANI FARM, KATHWADA Ahmedabad 382430",Residential/Group Housing,altezzapros@gmail.com,9727837120,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/RAA13006/210224/301128,Ahmedabad,21-02-2024
6390,APPLE GREEN 2,ABHISHEK DEVELOPERS,"APPLE GREEN 2, 80 MTR. KAMALAM BJP ROAD KOBA Gandhinagar 382421",Residential/Group Housing,abhishekdevelopers11@gmail.com,7016121312,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/RAA13353/200424/311228,Gandhinagar,20-04-2024
6391,Bansi Park Phase-2,JAY AMBE DEVELOPERS,"A/1, TAKSHSHILA RESIDENCY, DHEGAM ROAD, NARODA, AHMEDABAD - 382330 NARODA Ahmedabad 382330",Residential/Group Housing,jayambedevelopers12@gmail.com,9825020099,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13836/150724/311227,Ahmedabad,15-07-2024
6392,IMPERIAL MANSION,KALASH BUILDCON,"204, Imperial Skyz, Nr. Bhakti Circle Nikol Ahmedabad 382350",Residential/Group Housing,imperialmansion39@gmail.com,8511125248,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13058/290224/310327,Ahmedabad,29-02-2024
6393,AAGAM CITY LIFE,AAGAM INFRASTRUCTURE,POOJA ABHISHEK COMPLEX SKIP FLOOR Surat 395007,Residential/Group Housing,aagamsiddhi@gmail.com,9825122766,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RAA12936/140224/311228,Surat,14-02-2024
6394,SHRI RAM ELEGANCE,SHRI RAM BUILDERS,"SHOP NO 9 10 , SHREE RAM JYOT 3,NR CORPORATION BANK MOTA BAZAR V V NAGAR Anand 388120",Residential/Group Housing,shreerambuilders1989@gmail.com,9925237202,PR/GJ/ANAND/ANAND/Anand VallabhVidhyanagar Karmsad Urban Development Authority/RAA13337/180424/311227,Anand,18-04-2024
6395,SWARA SAPPHIRE-2,SWARA INFRABUILD,"304, SUYOJAN MILANPARK SOC.,NR. PRESIDENT HOTEL,OFF. C G ROAD,AHMEDABAD AHMEDABAD Ahmedabad 380009",Residential/Group Housing,swarasamanvay@gmail.com,9824672700,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13235/030424/311226,Ahmedabad,03-04-2024
6396,VRUNDAVAN ANANTAM,SHREE RADHE ENTERPRISE,"LS 234, SHOP NO. 24, VRUNDAVAN ARCADE NEAR SPARSH BUNGLOWS, RAYSAN Gandhinagar 382421",Residential/Group Housing,gst.shreeradheenterprise@gmail.com,9737062559,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/RAA13142/160324/311226,Gandhinagar,16-03-2024
6397,RAGHUKUL PRAVESH,PURANSINGH RAMSINGH RATHORE (PROP. OF RAGHUKUL BUILDERS),"204, MARUTI SKAND,ANAND-VIDHYANAGAR ROAD ANAND Anand 388001",Residential/Group Housing,raghukulnandanumreth@gmail.com,8758770007,PR/GJ/ANAND/ANAND/Anand VallabhVidhyanagar Karmsad Urban Development Authority/RAA13230/010424/310329,Anand,01-04-2024
6398,NEW PRAGNA FLATS,PATEL TRADERS,B 401 402 Shilp Aron Sindhu Bhavan Road Gurukul Ahmedabad Ahmedabad 380059,Residential/Group Housing,princeppatel@yahoo.com,9825032994,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA14020/160824/311227,Ahmedabad,16-08-2024
6399,VRAJ VATIKA HEIGHTS,TIRTH DEVELOPERS,"401 FOURTH FLOOR, NA OPERA HOUSE, ZANZARDA ROAD Junagadh 362001",Residential/Group Housing,vrajvatikaheights@gmail.com,9913371400,PR/GJ/JUNAGADH/JUNAGADH/Junagadh Municipal Corporation/RAA13580/240524/311228,Junagadh,24-05-2024
6400,ADITYA LUXURIA,ADITYA BUILDERS,"281,1,MADHAVRATN, NIRMAL NAGAR, BHAVNAGAR Bhavnagar 364001",Residential/Group Housing,adityabuilders387@gmail.com,9426919634,PR/GJ/BHAVNAGAR/BHAVNAGAR/Bhavnagar Municipal Corporation/RAA13954/050824/310727,Bhavnagar,05-08-2024
6401,SKY VISTA RESIDENCY,ASSETZ DEVELOPERS,"401, ROYALNEST RESIDENCY KALYANAGAR 2, OPP MENTAL HOSPITAL, KARELIBAUG Vadodara 390018",Residential/Group Housing,assetzdevelopers@gmail.com,9712929619,PR/GJ/VADODARA/VADODARA/Others/RAA12968/200224/300928,Vadodara,20-02-2024
6402,Allied 14,MAIRAA INFRASTRUCTURE,"5-A, PATIDAR SOCIETY CG ROAD, AHMEDABAD Ahmedabad 380006",Residential/Group Housing,palakp11@gmail.com,9825344740,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13171/270324/311225,Ahmedabad,27-03-2024
6403,Celestia 20,TRINETRA REALTY,Celestia 20 B/h Old Circuit House Opp Shahibaug Post Office Shahibaug Ahmedabad 380004,Residential/Group Housing,trinetrarealty2023@gmail.com,9998880950,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13852/150724/311227,Ahmedabad,15-07-2024
6404,KRISHNA NARAYAN HOME,MARUTI REALITY,"81,0,SUNRISE SOCIETY, AJOD, SOKHADA, AJOD, VADODARA VADODARA Vadodara 391740",Residential/Group Housing,krishnanaraynhome@gmail.com,9879894262,PR/GJ/VADODARA/VADODARA/Vadodara Urban Development Authority/RAA12988/200224/311228,Vadodara,20-02-2024
6405,Sumukh 145,SHAKTIKUMAR MANGALDAS KADIA,"B/H JAIN DERASAR, SIXTH FLOOR, 601, SUMUKH ELEGANCE, NEAR SADBHAV 252, Naranpura Char Rasta Naranpura Ahmedabad 380013",Residential/Group Housing,shaktikadia@yahoo.co.in,9327019690,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13013/220224/311226,Ahmedabad,22-02-2024
6406,ADITYA BUNGALOWS,ADITYA INFRA,"101, Umiya Residency, NearNirant Cross Road, Odhav Ahmadabad Ahmedabad 382418",Residential/Group Housing,adityainfrarera@gmail.com,9825266891,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/RAA13264/060424/311228,Ahmedabad,06-04-2024
6407,SATKAR GREEN,KRISHNA DEVELOPERS,"E-508, SAHJANAND AVENUE, NR. A E C, NARANPURA Ahmedabad 380013",Residential/Group Housing,satkargreenrera2023@gmail.com,9979999268,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA12916/120224/311228,Ahmedabad,12-02-2024
6408,RAJHARSH CELESTIAL,SOLACE REALTY,"B-11, Sumel Business Park - 6, Hanumanpura BRTS, Dudheswar B-11, Sumel Business Park - 6, Hanumanpura BRTS, Dudheswar Ahmedabad 380004",Residential/Group Housing,ca@kdnassociates.com,9879005455,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13267/060424/230528,Ahmedabad,06-04-2024
6409,VEGA,SHILPAN ENTERPRISE LLP,"Office No. 402, Fourth Floor, Shilpan Square, 150 Ft. Ring Road, Near Indira Circle, Rajkot RAJKOT Rajkot 360005",Residential/Group Housing,shilpanenterpriserera@gmail.com,9909314000,PR/GJ/RAJKOT/RAJKOT/Rajkot Municipal Corporation/RAA13249/050424/311229,Rajkot,05-04-2024
6410,NOB HILL TOWER,SHREE SHAKTI DEVELOPERS,"NOB HILL TOWER, OPP. MAHAVIR PURAM, BEHIND THE PALACE NEAR PDPU ROAD, KOBA, GANDHINAGAR Gandhinagar 382421",Residential/Group Housing,nobhilltower13@gmail.com,9879217830,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/RAA13106/070324/310327,Gandhinagar,07-03-2024
6411,AKSHAR PARADISE,"VISHAL PANKAJ THAKKAR, Proprietor of VP Buildcon","7-A, Shreyanshnath Society, Opp. Hariprasad Nagar Society B/h Dharnidhar Derasar, Paldi, Ahmedabad-380007 Ahmedabad 380007",Residential/Group Housing,vpbuildcon2022@gmail.com,9998031035,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13109/110324/310126,Ahmedabad,11-03-2024
6412,ANAMIKA HIGH POINT,CONSTERA REALTY PRIVATE LIMITED,"6, ARYAN CORPORATE PARK, NR SHILAJ RAILWAY CROSSING,THALTEJ, Ahmedabad 380059",Residential/Group Housing,consterarealty@gmail.com,9327920744,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA12755/050124/300630,Ahmedabad,05-01-2024
6413,SHIVALIK CELEBRATION,SHIVAY BUILDCORP,"BLOCK 42/A, TP NO 42, FP NO 17 BHIMRAD , B/H PUNYA BHOOMI , ALTHNA SARSANA ROAD BHATAR Surat 395007",Residential/Group Housing,shivalikcandle@gmail.com,9898260973,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RAA12985/A1R/281024/311227,Surat,20-02-2024
6414,SWARUP VILLA,SWARUPAM DEVELOPERS,15 B Suman Park Society Nr Akota Stadium Vadodara 390020,Residential/Group Housing,swarupamdevelopers@gmail.com,8160812150,PR/GJ/VADODARA/VADODARA/Vadodara Municipal Corporation/RAA13258/060424/311226,Vadodara,06-04-2024
6415,GAJANAN ROYAL,VISHV DEVELOPERS,"A-501, SHIVAM CASA, B/H AKSHAR HEIGHTS, OPP. MALBAR HILL BUNGLOWS NIKOL Ahmedabad 382350",Residential/Group Housing,gajananroyal2023@gmail.com,7573999888,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13113/110324/311226,Ahmedabad,11-03-2024
6416,BANSIDHAR APPARTMENT,SHRINATHJI BUILDCON,"L 14/11 6 MUNUCIPAL SHOPPING CENTER,OLD DHOR BAZAR, KANKARIA Ahmedabad 380022",Residential/Group Housing,shrinathjibuildcon2023@gmail.com,8980506678,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13599/310524/310326,Ahmedabad,31-05-2024
6417,SYNERGY #,STALLION BUILDERS LLP,"902, 9TH FLOOR, SYNERGY SPACE, OPP AASHKA HOSPITAL SARGASAN Gandhinagar 382421",Residential/Group Housing,stallionbuilders.llp@gmail.com,9925203213,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/RAA12802/190124/311228,Gandhinagar,19-01-2024
6418,KRISHNA UPVAN,CENTAUR BUILDCON,"""KRISHNA UPVAN"",GF - 1/3,GHARODA APARTMENT,B/H. SILVERCOIN COMPLEX, BHAVAN'S SCHOOLTEEN RASTA, MAKARPURA ROAD, VADODARA -390010 Vadodara 390010",Residential/Group Housing,centaurbuildcon@gmail.com,9638555501,PR/GJ/VADODARA/KARJAN/Vadodara Urban Development Authority/RAA13247/050424/310327,Vadodara,05-04-2024
6419,VASHIKAA EMBARK,VASHIKAA BUILDCON,"Shop No.2, Vashikaa Aahan, Nr. Shagun 108 Sardar Patel Ring Road, ZUNDAL, Gandhinagar Gandhinagar 382421",Residential/Group Housing,vashikaaembark@gmail.com,9106445858,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/RAA13112/110324/310327,Gandhinagar,11-03-2024
6420,Mango Oasis,SAMANVAY COMMUNITY BUILDERS LLP,"204, SIGNATURE COMPLEX, OPP. SUVARNA BUNGLOWS, Thaltej, Ahmedabad - 380059 Thaltej Ahmedabad 380059",Residential/Group Housing,mangooasis.rera@gmail.com,9426338691,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/RAA13360/200424/300627,Gandhinagar,20-04-2024
6421,AMEE 98,SHREE RADHE DEVELOPERS,"OPP. HILL TOWN RESIDENCY, NR. SHIVANTA CASTEL NEW NIKOL, NIKOL Ahmedabad 382345",Residential/Group Housing,ami98rera2024@gmail.com,9913365826,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13560/230524/301128,Ahmedabad,23-05-2024
6422,BHAKTI PEARL,SHREE CORPORATION,2 BHAKTI BUNGLOWS NR BHAKTI CIRCLE S P RING ROAD NIKOL Ahmedabad 382350,Residential/Group Housing,shreecorporation2021@gmail.com,8460234712,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13801/060724/310328,Ahmedabad,06-07-2024
6423,AL HAMD PACIFIC,HADI DEVELOPERS,"03/A Navrang Tenaments Marutinagar Nr Fatehwadi Bus Stop Sarkhej Road Juhapura, Ahmedabad 380055",Residential/Group Housing,hadidevelopers6@gmail.com,9714162313,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA14647/060125/311228,Ahmedabad,06-01-2025
6424,SHIVKANT GOLD,SHIVKANT BUILDCON,"OFFICE NO.218,TULSI SQUARE, PALACE ROAD,GONDAL, RAJKOT RAJKOT Rajkot 360311",Residential/Group Housing,shivkantgoldrera@gmail.com,9825133969,PR/GJ/RAJKOT/GONDAL/Gondal Municipality/RAA13963/050824/311226,Rajkot,05-08-2024
6425,Indraprasth Ixora,Deep Projects,"10th Floor President House, Opp. CN Vidyalaya Ambawadi, Ahmedabad Ahmedabad 380006",Residential/Group Housing,ixora@deepgroup1980.com,7575004989,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Urban Development Authority/RAA12729/030124/300627,Ahmedabad,03-01-2024
6426,Auro shayonam,SHREEJI NINE,"FP.NO.45 RS NO 158,MOJE VADSAR, BESIDE SHREE SIDDHESHWAR HIGT STREET VADSAR, Vadodara 390009",Residential/Group Housing,shreejinine@gmail.com,7383947346,PR/GJ/VADODARA/VADODARA/Vadodara Municipal Corporation/RAA13095/070324/311228,Vadodara,07-03-2024
6427,SHIVAY VILLA,SHIVAM LANDMARK,"33, SHYAM KUTIR BUNGLOWS-1, OPP. R.P VASANI SCHOOL NEW NARODA Ahmedabad 382330",Residential/Group Housing,shivamlandmarkrera24@gmail.com,9723226786,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/RAA13450/060524/310528,Gandhinagar,06-05-2024
