Sr.No.,Project Name,Promoter Name,Promoter Address,Project Type,Email Id,Mobile No,Project Registration No.,District,Approved on
1909,VASA VIRA EMPIRE,SMIT INFRA,"SWET KETU,NEAR BANK OF BARODA, SUMMAIR CLUB ROAD,JAMNAGAR Jamnagar 361001",Commercial,smitinfra.jam@gmail.com,9737633262,PR/GJ/JAMNAGAR/JAMNAGAR/Others/CAA13128/150324/200528,Jamnagar,15-03-2024
1910,ORBIT 3,ORBIT 3 CORPORATION,"PRAMUKH ORBIT 2 10TH FLOOR, VESU CANAL ROAD, VESU Surat 395007",Commercial,orbit3corporation@gmail.com,9913867643,PR/GJ/SURAT/SURAT CITY/SUDA/CAA11721/050523,Surat,05-05-2023
1911,SAI GOLD,SUNILKUMARKISHANCHANDMOHNANI & Others,"Banglow-5, Govinddham Society Jain Derasar Road, Patan-Veraval Gir Somnath 362265",Commercial,saigold3984@gmail.com,9277756563,PR/GJ/GIR SOMNATH/VERAVAL/Veraval-Patan Municipality/CAA13243/040424/311225,Gir Somnath,04-04-2024
1912,SKYLINE HERITAGE,SKYLINE DEVELOPERS,SHOP NO 104 HANS COMPLEX SANSKAR MANDAL CHOWK BHAVNAGAR Bhavnagar 364002,Commercial,skylinedevelopers3@gmail.com,9428401647,PR/GJ/BHAVNAGAR/BHAVNAGAR/Others/CAA13300/120424/311229,Bhavnagar,12-04-2024
1913,MILLENNIUM TEXTILE MARKET 3,MILLENNIUM INFRA SQUARE LLP,"SHOP NO.2, LAXMI ENCLAVE-2 KATARGAM Surat 395004",Commercial,millenniumtextilemarket3@gmail.com,8866362043,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/CAA13350/200424/311227,Surat,20-04-2024
1914,BOMBAY CORPORATE,SHREE DEVELOPERS,"Cosmo Complex, Shop No 115, Mahila College Chowk, Rajkot RAJKOT Rajkot 360001",Commercial,bombaycorporate01@gmail.com,9723540878,PR/GJ/RAJKOT/RAJKOT/Rajkot Municipal Corporation/CAA13674/120624/310327,Rajkot,12-06-2024
1915,AVKASH ONE,AVKASH DEVELOPERS,"705,SHALIN COMPLEX,PLOT NO.24, SECTOR -11,GANDHINAGAR,GUJARAT Gandhinagar 382011",Commercial,avkashone@gmail.com,9998688889,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/CAA12372/041023,Gandhinagar,04-10-2023
1916,Profit,NORTH SIDE PROJECT LLP,B 702 EMPIRE BUSINESS HUB OPPOSITE SHAKTI FARM SCIENCE CITY ROAD SOLA AHMEDABAD Ahmedabad 380060,Commercial,northsideprojectllp@gmail.com,9978623542,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Urban Development Authority/CAA13004/210224/310327,Ahmedabad,21-02-2024
1917,DIAMOND PLAZA,KRISHNA BUILDCON,"FLAT NO.1101.SANIDHYA GREEN ,150 FT RING ROAD NEAR SPEEDWELL PARTY PLOT MAVDI PLOT , RAJKOT Rajkot 360001",Commercial,diamondplazarera@gmail.com,9824058820,PR/GJ/RAJKOT/RAJKOT/Others/CAA12379/041023,Rajkot,04-10-2023
1918,VISHALA PLATINUM INDUSTRIAL ESTATE,P. GEVARIYA DEVELOPERS,"VISHALA PLATINUM INDUSTRIAL ESTATE, NEAR VISHALA GOLD IND. ESTATE OPP. THE GRAND THAKAR, S P RING ROAD, ODHAV Ahmedabad 382415",Commercial,vishalagevariya@gmail.com,9978908485,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA12187/280823,Ahmedabad,28-08-2023
1919,R K TRADE TOWER,VIVAN BUILDTECH LLP,OFFICE NO 702 RK PRIME NEXT TO SILVER HEIGHTS NANA MAVA CIRCLE 150 FEET RING ROAD Rajkot 360005,Commercial,rktrade.tower@gmail.com,7490017000,PR/GJ/RAJKOT/RAJKOT/Others/CAA12666/161123,Rajkot,16-11-2023
1920,NILKANTH INDUSTRIAL ESTATE,NANU BHAI CHANCHAD,"13 B SHARDA SOCIETY OPP BHIMNATH TEMPLE , PALDI Ahmedabad 380007",Commercial,sgbavishiandco@gmail.com,9978903311,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA14012/160824/311228,Ahmedabad,16-08-2024
1921,SOMESHWAR-2 TEXTILE MARKET,SHRI KUBERJI TEXTILE VICTORY,"T.P.S. No. 7 (ANJANA), F.P. NO. 20,21,22+23/A and 23/B (C.S.NO.=1529),+ 23/A (C.S.NO.= 1530/A) + 23/B (C.S.NO. = 1530/B), O.P. No. 41/17B/2 + 41/17B3, 41/17B5 AT: ANJANA, Dist : Surat Surat 395002",Commercial,someshwar2textilemarket02@gmail.com,9825138353,PR/GJ/SURAT/SURAT CITY/SUDA/CAA12468/161023,Surat,16-10-2023
1922,SONAMAHOR SQUARE,SHIV BUILDCON,"706,SEEL ROOT ,NEAR ASTHA RESIDENCY GATE ,MAVDI PLOT 150 FT RING ROAD, RAJKOT Rajkot 360004",Commercial,sonamahorsquarerera@gmail.com,9426973111,PR/GJ/RAJKOT/RAJKOT/Others/CAA12714/161123,Rajkot,16-11-2023
1923,DREAM KEY,AADINATH DEVELOPERS,"6/8 Indraprashth nagar,Bhaktinagar Bhaktinagar circle Rajkot 360001",Commercial,rera.dreamkey@gmail.com,9687547741,PR/GJ/RAJKOT/RAJKOT/Others/CAA12350/300923,Rajkot,30-09-2023
1924,N A Industrial Estate,SHIKHAR BUILDCON,"B-78, ANKUR SOCIETY, OPP.PRAKASH HIND SCHOOL, KRISHNANAGAR, SAIJPUR BOGHA Ahmedabad 382345",Commercial,shikharbuildcon2022@gmail.com,9825326059,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/CAA14217/051024/311226,Ahmedabad,05-10-2024
1925,GREENLAND GLORY,STHAPATYA DEVELOPERS,"GREENLAND CHAWKADI ,RAJKOT AHMEDABAD HIGHWAY NEAR MARUTI TRUE VALUEMARUTI KUVADAVA ROAD,MRKETING YAED,RAJKOT Rajkot 360003",Commercial,greenlandgloryrera@gmail.com,9879289292,PR/GJ/RAJKOT/RAJKOT/Others/CAA12529/251023,Rajkot,25-10-2023
1926,GAJANAN INDUSTRIAL ESTATE 4,JASVI DEVELOPERS,"A-304, SUVAS CASPIYA, B/S PARIKH HOSPITAL NR.NIKOL RING ROAD, NIKOL Ahmedabad 382350",Commercial,gajananindustrialestate@gmail.com,9377937543,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA12730/030124/311227,Ahmedabad,03-01-2024
1927,THE VIONA,SATVAT ENTERPRISE,"T.P.S. NO: 15 (PAL), R.S./ BLOCK NO.:- 66, O.P.: NO: 80, F.P. NO.: 80 PAIKEE SUB PLOT -2, MOJE: PAL, TA: SURAT CITY, DIST: SURAT Surat 395009",Commercial,theviona02@gmail.com,9726327946,PR/GJ/SURAT/SURAT CITY/SUDA/CAA12571/011123,Surat,01-11-2023
1928,FORTUNE ALEXA,SATTVAM DEVELOPERS,"224,GOLDEN PLAZA,TAGORE ROAD,BHAKTI NAGAR STATION RAJKOT Rajkot 360001",Commercial,sattvamdevelopers@gmail.com,9825218678,PR/GJ/RAJKOT/RAJKOT/Rajkot Municipal Corporation/CAA13574/240524/310325,Rajkot,24-05-2024
1929,SAI SQUARE,PRITI BUILDCON,"FP 191/1, T.P-41, OPP SARTHAK BUNGALOW DABHOI MAIN ROAD, KAPURAI Vadodara 390004",Commercial,pritibuildcon@gmail.com,9824407460,PR/GJ/VADODARA/VADODARA/Others/CAA12816/290124/311225,Vadodara,29-01-2024
1930,SINDUR SPECTRUM,C.N FUTURESPACE LLP,"23, GOKUL TENAMENTS SOCIETY NEAR NIRNAY NAGAR GARNALA NEAR MADHUVAN SOCIETY, GHATLODIA Ahmedabad 380061",Commercial,sagarparikh26@gmail.com,9408133618,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA12777/160124/310726,Ahmedabad,16-01-2024
1931,Parmar Enclave,AVI AGENCIES,"Kumbharwad, Opp. New Masjid Valsadi Zampa, Pardi Valsad 396125",Commercial,parmarenclave@gmail.com,9825655427,PR/GJ/VALSAD/PARDI/Others/CAA13522/200524/311228,Valsad,20-05-2024
1932,VICTORIA PLATINUM,ORCHID & CO.,"551/B-1 NEW MANEKWADI,NEAR SHIVSHAKTI HALL Bhavnagar 364001",Commercial,victoriaplatinum9545@gmail.com,8141500600,PR/GJ/BHAVNAGAR/BHAVNAGAR/Others/CAA12903/120224/300626,Bhavnagar,12-02-2024
1933,THE WORLD,SHREE SAI DEVELOPERS,"13, WORD NO. 12, NEW PATEL NAGAR SOCIETY, CHHAPRA ROAD, NAVSARI,GUJARAT-396445. Navsari 396445",Commercial,theworldrera@gmail.com,9824059889,PR/GJ/NAVSARI/NAVSARI/Others/CAA12874/070224/310328,Navsari,07-02-2024
1934,Golden Industrial Park,AKSHAR BUILDCON,"B/H. Hinglaj Mata Temple, Opp. Radha Krishna Hub Kathwada Bhuvaladi Road, Kathawada, Ahmedabad Ahmedabad 382350",Commercial,goldenindustrialparkrera@gmail.com,9825423430,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA13055/290224/310326,Ahmedabad,29-02-2024
1935,THE LANDMARK,AASTHA BUILDCON,"TF 309, 310, Devnandan Mega Mall Nr. MJ Library, Ashram Road, Ahmedabad Ahmedabad 380006",Commercial,projectsaastha@gmail.com,9624000927,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA12480/161023,Ahmedabad,16-10-2023
1936,Centroid,SIDDHIVINAYAK GROUP,"B-603, Shilp Aaron, Shindhubhavan Road Nr. Pakwan Circle, Thaltej Ahmedabad 380059",Commercial,rera.centroid@gmail.com,9586007111,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA12489/171023,Ahmedabad,17-10-2023
1937,Ganesh Pinnacle,ASHTVINAYAK DEVELOPERS,"1 Sarjan Complex, Abu Highway Palanpur Banaskantha 385001",Commercial,ganeshpinnacle1@gmail.com,8882316167,PR/GJ/BANASKANTHA/PALANPUR/Palanpur Municipality/CAA14030/210824/300928,Banaskantha,21-08-2024
1938,SHREE SHANTI HEIGHT,SHREE SHANTI DEVELOPERS,"G/8 , ANGI ARCADE AATABHAI ROAD Bhavnagar 364001",Commercial,shreeshantidevelopers1606@gmail.com,8140323323,PR/GJ/BHAVNAGAR/BHAVNAGAR/Others/CAA13432/040524/300627,Bhavnagar,04-05-2024
1939,R K VITALITY,SHREE SAI DEEP DEVELOPERS,"Ward no.2, R.S No.475 Near Panam Plaza, SBI Bank Pachbatti, Bharuch Bharuch 392001",Commercial,rkvitality123@gmail.com,9824110686,PR/GJ/BHARUCH/BHARUCH/Others/CAA13157/210324/311225,Bharuch,21-03-2024
1940,Ishwara Capitol,VRAJ REALITY,"L/1/4, National Flat Eloora Park Subhanpura Vadodara 390023",Commercial,vrajrealitytarshali@gmail.com,9898706989,PR/GJ/VADODARA/VADODARA/Others/CAA12826/290124/311228,Vadodara,29-01-2024
1941,Meghmani Complex,MEGHMANI ENTERPRISE LLP,"Meghmani Complex, Shop No. 6 and 7 Ground Floor, University Road, Panchayat Nagar Chowk, Rajkot Rajkot 360005",Commercial,meghmanienterprisellp@gmail.com,9327557058,PR/GJ/RAJKOT/RAJKOT/Others/CAA13063/040324/310326,Rajkot,04-03-2024
1942,KALYAAN SHOPPING CENTER,KALYAAN BUILDCON,"SURVEY NO 1990 109, 1990 125 HIGHWAY ROAD, KALYAN OPP URBAN BANK Mehsana 384002",Commercial,kalshopcen@gmail.com,9601190600,PR/GJ/MEHSANA/MAHESANA/Others/CAA12671/161123,Mehsana,16-11-2023
1943,PRINCESS CROWN,RAVINDRABHAI BHATT,"MAATRU AASHISH JANKI PARK 1 OPP. PRINCESS SCHOOL, OFF KALAWAD ROAD Rajkot 360001",Commercial,ravindrabhaibhatt4@gmail.com,8128181287,PR/GJ/RAJKOT/RAJKOT/Others/CAA12653/161123,Rajkot,16-11-2023
1944,SHIVANTA HIGHSTREET,SHIVANTA BUILDCON,DARSHANAM ARISE GOTRI ROAD NEW ALKAPURI Vadodara 390021,Commercial,manish.punjabi@hotmail.com,9638373323,PR/GJ/VADODARA/VADODARA/Others/CAA12591/061123,Vadodara,06-11-2023
1945,ROYAL HOUSE,SPARK DEVELOPERS,5 TH FLOOR SKY HIGH BUILDING OPP MEHTA PETROL PUMP KATARGAM SURAT SURAT CITY GUJARAT Surat 395004,Commercial,royalhouse797@gmail.com,9913703531,PR/GJ/SURAT/SURAT CITY/SUDA/CAA12545/261023,Surat,26-10-2023
1946,INFINITY GOLD,SANTOSH DEVELOPERS,"SHOP NO.4,OPP. SANTOS DAIRY FARM, PALACE ROAD, RAJKOT RAJKOT Rajkot 360001",Commercial,santoshdevelopersrera@gmail.com,9510290210,PR/GJ/RAJKOT/RAJKOT/Rajkot Municipal Corporation/CAA13513/160524/311225,Rajkot,16-05-2024
1947,AQUA MARIN,MARIN BUILDCON LLP,"The Imperial Heights, A-602, Opp. Big Bazar, 150 ft. Ring Road, Rajkot RAJKOT Rajkot 360005",Commercial,aquamarinrera1@gmail.com,7043008801,PR/GJ/RAJKOT/RAJKOT/Rajkot Municipal Corporation/CAA13162/210324/311228,Rajkot,21-03-2024
1948,BALMUKUND INDUSTRIAL PARK,SATYAY ENTERPRISE,"B-201 AARYAMAN RESIDENCY, NR.SHREEDHAR BUNGLOWS OPP. NEW DWARKESHDHAM HAVELI, NIKOL Ahmedabad 382350",Commercial,satyayenterprise2000@gmail.com,9898583454,PR/GJ/AHMEDABAD/DASKROI/AUDA/CAA13165/260324/310727,Ahmedabad,26-03-2024
1949,THE CORPORATE WORLD,SHRI CORPORATE ENTERPRISE,"THE CORPORATE WORLD, NEAR JIVRAJPARK, SUVRNABHUMI CIRCLE, 80 FEET ROAD, MAVDI PLOT, RAJKOT Rajkot 360005",Commercial,thecorporateworldrera@gmail.com,8100079000,PR/GJ/RAJKOT/RAJKOT/Others/CAA12713/161123,Rajkot,16-11-2023
1950,ROYAL CROWN,ROYAL INFRA,"SHOP NO G2,ROYAL EMPIRE,ASHOPALAV RANJIT SAGAR ROAD JAMANAGAR Jamnagar 361005",Commercial,royalinfra59@gmail.com,7575062777,PR/GJ/JAMNAGAR/JAMNAGAR/Jamnagar Municipal Corporation/CAA13141/160324/311226,Jamnagar,16-03-2024
1951,Copper Grid,DEVRAJ LAND DEVELOPERS,"SHOP NO 2, GROUND FLOOR, PRIME EVENUE, LAMBHAVEL NADIAD ROAD LAMBHAVEL Anand 387310",Commercial,devrajlanddevelopers@gmail.com,7984923922,PR/GJ/ANAND/ANAND/Anand VallabhVidhyanagar Karmsad Urban Development Authority/CAA14133/180924/310126,Anand,18-09-2024
1952,SATTVA SQUARE,EVERCON DEVELOPERS PRIVATE LIMITED,"501-506, Shilp Tower, Tagor Road, Rajkot – 360002. Rajkot 360002",Commercial,sattvasquarerera@gmail.com,9909982054,PR/GJ/RAJKOT/RAJKOT/Rajkot Municipal Corporation/CAA12763/A1C/230724/310327,Rajkot,10-01-2024
1953,NARMADA,KAAVYARATNA INFRA LLP,"D-402 Shree Rang Aroma GIFT city road,Randesan Gandhinagar 382007",Commercial,rera.reva1@gmail.com,9099923116,PR/GJ/GANDHINAGAR/GANDHINAGAR/GIFT Urban Development Authority/CN373AA10273/161123,Gandhinagar,16-11-2023
1954,NILKANTH SKY,NILKANTH CORPORATION,RS NO 649 NILKANTH CORPORATION OPP KARJAN APMC BEHIND ESSAR PETROL PUMPNAVA BAZAR Vadodara 391240,Commercial,nilkanthsky23@gmail.com,9825157078,PR/GJ/VADODARA/KARJAN/Karjan Municipality/CAA13049/270224/311228,Vadodara,27-02-2024
1955,Anu Shambhu Namah,RAMESHWAR DEVELOPERS,"401, Anushambhu Vandana, Karamsad Vidyanagar Road, Vallabh Vidyanagar Anand 388121",Commercial,vkchandresha@gmail.com,9825775799,PR/GJ/ANAND/ANAND/Others/CAA13363/230424/300927,Anand,23-04-2024
1956,GREEN AURA,GREEN PROPERTIES,"58 Plot No 58, Shree Rang park Society,Kh Road, Near KH 0 Circle VASNA HADMATIYA Gandhinagar 382006",Commercial,greenaura19@gmail.com,9033222040,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/CAA14398/111124/310328,Gandhinagar,11-11-2024
1957,ELITE LUXURIA-4,SHIVAAY DEVELOPERS,"PLOT NO-25, SHREE LAXMI PARK,BEDI RING ROAD, DEFENCE COLONY, JAMNAGAR Jamnagar 361006",Commercial,shivaaydevelopers.jam@gmail.com,9879837299,PR/GJ/JAMNAGAR/JAMNAGAR/Others/CAA13129/150324/140828,Jamnagar,15-03-2024
1958,SHREE SHANTI INDUSTRIAL COTTAGE,SHREE SHANTI BUILDCON,"33, F.F. UMIYA ESTATE, B/S SHAH CHAMBERS C.T.M CROSS ROAD, NATIONAL NO.-8 Ahmedabad 380026",Commercial,shreeshantiindcottagerere23@gmail.com,9377104848,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA12716/161123,Ahmedabad,16-11-2023
1959,AAYUSH BUSINESS HUB,AKSHAR DEVLOPERS,"OFFICE NO S-6, AAYUSH PLAZA, OPP SIR TI HOSPITAL BHVANAGAR Bhavnagar 364001",Commercial,akshardevelopers04@gmail.com,8758871111,PR/GJ/BHAVNAGAR/BHAVNAGAR/Bhavnagar Municipal Corporation/CAA14123/110924/310327,Bhavnagar,11-09-2024
1960,Heritage Trade Center,POOJA INFRASPACE,"HERITAGE DREAM CITY, OPP KANYA VIDHYALAYA, KADA, GANDHINAGAR ROAD, VISNAGAR Mehsana 384315",Commercial,poojainfraspacegst@gmail.com,9825052711,PR/GJ/MEHSANA/MAHESANA/Others/CAA12845/030224/310326,Mehsana,03-02-2024
1961,Krishna Opal,Krishna Hiteshbhai Patel Proprietor of Krishna Realty,B-22 VAIBHAV COMMERCIAL COMPLEX GRID ROAD ANAND Anand 388001,Commercial,krishnamagnum19@gmail.com,9824688888,PR/GJ/ANAND/ANAND/Others/CAA13209/300324/300625,Anand,30-03-2024
1962,THE PRIME,RASHMI ELENZA INFRACON,722-723 SHILP EPITOME BODKDEV Ahmedabad 380054,Commercial,rashmielenza@gmail.com,9909977185,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA12753/040124/311228,Ahmedabad,04-01-2024
1963,Hamd Miracle,HUDA DEVELOPERS,3 A Navrang Tenaments Sarkhej Road Juhapura Ahmedabad Gujarat Ahmedabad 380055,Commercial,hamdmiracle@gmail.com,7048667184,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA13137/160324/311229,Ahmedabad,16-03-2024
1964,SHYAM SQUARE,SHYAM INFRA,"BLOCK NO.256, T.P NO.24 (MOTA VARACHHA-UTRAN), F.P No.117/B RAM CHOWK TO SUDAMA CHOWK, MOTA VARACHHA Surat 394101",Commercial,shyam.square2023@gmail.com,9925699898,PR/GJ/SURAT/SURAT CITY/SUDA/CAA12663/161123,Surat,16-11-2023
1965,Beverly Arcade,Pranjal Prashnatbhai Patel Propritor of Shri Shantram Encon,"B - 10,ShaktidharaSociety,B/h.Dinesh Chambers Thakkar Bapanagar Ahmedabad 382350",Commercial,pranjalpatelrera2023@gmail.com,9924200966,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/CAA13652/100624/311224,Ahmedabad,10-06-2024
1966,Inspire Corporate Capital,ADANI ESTATE MANAGEMENT PRIVATE LIMITED,"ADANI HOUSE,NR. MITHKHALI SIX ROADS NAVRANGPURA Ahmedabad 380009",Commercial,augusta@adani.com,9099005125,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/CAA12523/251023,Gandhinagar,25-10-2023
1967,Center Point,ADANI ESTATE MANAGEMENT PRIVATE LIMITED,"ADANI HOUSE,NR. MITHKHALI SIX ROADS NAVRANGPURA Ahmedabad 380009",Commercial,augusta@adani.com,9099005125,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Urban Development Authority/CAA13080/060324/310325,Ahmedabad,06-03-2024
1968,PAARIJAT LOGISTIC HUB,ORANGE SPACES,"441/1, A - 503, SIGNATURE 2, FATEWADI,SARKHEJ, AHMEDABAD 382440 AHMEDABAD Ahmedabad 382440",Commercial,plhspaces@gmail.com,9904802323,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Urban Development Authority/CAA13909/290724/010128,Ahmedabad,29-07-2024
1969,THE ACCORD,SATYAM INFRA,"THE ACCORD NANA MAVA ROAD ,OPPO. PARK AVENUE, KALAWAD ROAD RAJKOT RAJKOT Rajkot 360005",Commercial,theaccordrera@gmail.com,9909624524,PR/GJ/RAJKOT/RAJKOT/Others/CAA12717/161123,Rajkot,16-11-2023
1970,SEVEN9 SHARNAM,RAGHAV DEVELOPERS,"GROUND FLOOR, PLOT NO.220, NIRMAL NAGAR SOCIETY, NEAR RAILWAY GARNALA, PATAN PATAN Patan 384265",Commercial,raghavdevlopers01@gmail.com,9825021281,PR/GJ/PATAN/PATAN/Patan Area Development Authority/CAA14655/060125/311226,Patan,06-01-2025
1971,SURYODAY FORTUNE,JAY AMBE ASSOCIATES,"SHOP NO 5, G.F., ATHARV STORIES, SN NO 338 NAVA HIMATNAGAR, SABARKANTHA Sabarkantha 383001",Commercial,megh_225@yahoo.co.in,9825022584,PR/GJ/SABARKANTHA/HIMATNAGAR/Himmatnagar Municipality/CAA13922/020824/310329,Sabarkantha,02-08-2024
1972,INTERNATIONAL BUSINESS CENTER,KRISHNA CORPORATION,"2, HANS RESIDENCY, OPP-PANCHVATI SOCIETY, NAVO MAHOLLO,SINGANPORE ROAD, KATARGAM, SURAT KATARGAM Surat 395004",Commercial,krishnacorporation1972@gmail.com,7405113562,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/CAA13575/240524/311228,Surat,24-05-2024
1973,CITY HEIGHTS PRIME,CITY HEIGHTS BUILDCON,"PLOT NO.2543 A 2543 B BHANGLI GATE, TALAJA ROAD, BHAVNAGAR Bhavnagar 364002",Commercial,cityheightsprime@gmail.com,9429470112,PR/GJ/BHAVNAGAR/BHAVNAGAR/Bhavnagar Municipal Corporation/CAA12949/170224/311227,Bhavnagar,17-02-2024
1974,SHREE SHANTI INDUSTRIAL HUB,SUHANI INFRA,"103 TO 105, 0, SILVER TRIANGLE, OPP. BARODA EXPRESS HIGHWAY CTM KHOKHARA-MEHMEDABAD, Ahmedabad 380026",Commercial,shreeshantiindhubrera@gmail.com,9974096464,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA12767/100124/311225,Ahmedabad,10-01-2024
1975,KASPER VIDHIM,KASPER ASSOCIATES,"A9, 0, TULSIDHAM SOCIETY, HARNI MAIN ROAD VADODARA Vadodara 390022",Commercial,kasper.associates22@gmail.com,6359511911,PR/GJ/VADODARA/VADODARA/Vadodara Municipal Corporation/CAA14410/141124/300927,Vadodara,14-11-2024
1976,Devanshi Arcade,DEVANSHI INFRACON,"814, Ganesh Glory,Nr. BSNL Office, S.G. Highway, Jagatpur, Ahmedabad -382470 Jagatpur Ahmedabad 382470",Commercial,devanshiarcaderera@gmail.com,7433944555,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/CAA13040/260224/311227,Ahmedabad,26-02-2024
1977,VIVA BUSINESS HUB,SHREE BALAJI INFRA,"C-102, SADBHAV RESIDENCY,NEAR GOKULESH RESIDENCY NIKOL Ahmedabad 382350",Commercial,shreebalajiinfra3756@gmail.com,9574466656,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/CAA13178/270324/300627,Ahmedabad,27-03-2024
1978,Shivalik Curv,SHIVALIK DEVELOPERS PRIVATE LIMITED,"Shivalik House, Besides Satellite Police Station Ramdevnagar Cross Road, Satellite Ahmedabad 380015",Commercial,rera.shivalikcurv@gmail.com,9099040604,PR/GJ/GANDHINAGAR/GANDHINAGAR/GIFT Urban Development Authority/CAA12514/A1C/191124/311229,Gandhinagar,21-10-2023
1979,BILIPATRA,LANDMARK NETWORK,"R G BUNGALOWS 2,NEAR BACKBONE PARK BEHIND BALAJI HALL,150 FEET RING ROAD Rajkot 360004",Commercial,asopalav.heights@gmail.com,8141522417,PR/GJ/RAJKOT/RAJKOT/Rajkot Municipal Corporation/CAA13576/240524/311226,Rajkot,24-05-2024
1980,PACIFIC PLAZA,PACIFIC PLAZA ENTERPRISE,"PACIFIC PLAZA NANAMAVA R.S. NO 43 4, PLOT NO1 TO 3 NEAR BUSINESS TERMINAL Rajkot 360005",Commercial,pacificplaza.rea@gmail.com,8200450812,PR/GJ/RAJKOT/RAJKOT/Rajkot Municipal Corporation/CAA12769/110124/311227,Rajkot,11-01-2024
1981,UD-15,SOLANKI DUSHYANTSINH UDAYSINH Proprietor of Shree Shakti Infra,"Gandhi Nagar Road, 4, 228, Jaymataji Party plot, Gandhi Nagar Road, Motera, Ahmedabad Motera Ahmedabad 380005",Commercial,shreeshaktiinfrarera@gmail.com,9327426044,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/CAA13296/120424/311225,Ahmedabad,12-04-2024
1982,NEW GRAIN MARKET,NOBLE TRADE LINK,"NOBLE HOUSE, OPP VMC BANK NR NILDHARA, TALAV GATE Junagadh 362001",Commercial,nobletradelink8891@gmail.com,9726647327,PR/GJ/JUNAGADH/JUNAGADH/Junagadh Municipal Corporation/CAA13924/020824/311226,Junagadh,02-08-2024
1983,SATKAR INDUSTRIAL PARK,SHREE SAVA INFRASTRUCTURE,"SR. NO. NA966/P2, TP. NO. 117, F.P. NO. 170, SATKAR INDUSTRIAL PARK, OPP. SHYAM INDUSTRIAL PARK, KATHWADA SINGARVA ROAD, KATHWADA Ahmedabad 382430",Commercial,shreesavainfra@gmail.com,9426653972,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA12834/290124/311227,Ahmedabad,29-01-2024
1984,ELEVEN THE ORACLE,ANTORA SOLUTIONS LLP,"207,DEV ARC COMMERCIAL COMPLEX ISCON CORSS ROAD,S.G.HIGHWAY,SATELLITE Ahmedabad 380015",Commercial,eleven.infra.11@gmail.com,8401149611,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA12627/111123,Ahmedabad,11-11-2023
1985,SHILP CENTRICA,SHILP INFRAPROJECTS PRIVATE LIMITED,"SHILP HOUSE, SUR NO 220/ 2/4, F P 304/3, TP 50 RAJPATH CLUB, RAJPATH RANGOLI ROAD, BODAKDEV Ahmedabad 380058",Commercial,rera.shilpnorthsky@gmail.com,9099243456,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/CAA12608/081123,Gandhinagar,08-11-2023
1986,VANDE MATARAM 3 INDUSTRIAL PARK,PRATISHTHA DEVELOPERS,"SR. NO. 914, VANDE MATARAM 3 INDUSTRIAL PARK NR. BAHUCHAR PARTY PLOT, KATHWADA SIGARVA ROAD Ahmedabad 382430",Commercial,vandematramind03@gmail.com,9825433103,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/CAA12918/120224/311227,Ahmedabad,12-02-2024
1987,ISHAAN - 2,ISHAAN PROPERTIES,"605,ARUNDEEP COMPLEX,GOTRI ROAD, RACE COURSE CIRCLE (SOUTH) Vadodara 390007",Commercial,mayankfadia16@gmail.com,9824119295,PR/GJ/VADODARA/VADODARA/Vadodara Municipal Corporation/CAA13202/280324/311228,Vadodara,28-03-2024
