XID,Project Name,City,Housiing.com Link
R28030,CGHS Prem Milan Apartments,Delhi South West,https://housing.com/in/buy/projects/page/139153-cghs-milansar-apartments-by-cghs-group-in-sector-14-rohini
R33308,Jangid Galaxy,Thane,https://housing.com/in/buy/projects/page/38474-jangid-galaxy-by-jangid-group-in-thane-west
R32754,Siddhi Aarohi Crest,Ahmedabad West,https://housing.com/buy-siddhi-aarohi-crest-by-siddhi-infralink-in-south-bopal-ahmedabad-pid-4275
R1732,Stellar Jeevan,Greater Noida,https://housing.com/in/buy/stellar-jeevan-for-resale-in-sector-1-greater-noida-west-greater-noida-AG4wiAH0
R32400,Arihant Aradhana,Navi Mumbai,https://housing.com/in/buy/projects/page/232979-arihant-aradhana-by-arihant-foundations-and-housing-ltd-in-kharghar
R39514,Hubtown Akruti Orchid park,Western Mumbai,https://housing.com/in/buy/projects/page/77578-hubtown-ackruti-orchid-park-by-hubtown-in-saki-naka
R27844,Diamond City South,Kolkata South,https://housing.com/buy-diamond-city-south-by-diamond-group-in-paschim-putiary-kolkata-pid-44626
R300863,Mohisha The Skylark,Pune West,https://housing.com/in/buy/projects/page/316287-the-skylark-ii-by-mohisha-realtors-in-ravet
R15130,Saya Zion,Greater Noida,https://housing.com/in/buy/projects/page/5086-saya-zion-by-saya-homes-pvt-ltd-in-noida-extension
R50058,Himalaya Pride,Greater Noida,https://housing.com/in/buy/projects/page/12150-himalaya-pride-by-himalaya-residency-in-noida-extension
R301459,Swati Chrysantha,Ahmedabad West,https://housing.com/buy-swati-chrysantha-by-swati-procon-pvt-ltd-in-shela-ahmedabad-pid-127569
R419023,DNR Arista,Bangalore South,https://housing.com/in/buy/projects/page/319281-dnr-arista-phase-2-by-dnr-corporation-pvt-ltd-in-bellandur
R11322,South City,Kolkata South,https://housing.com/buy-south-city-by-south-city-projects-pvt-ltd-in-jadavpur-kolkata-pid-276198
R123001,Godrej Icon,Gurgaon,https://housing.com/in/buy/projects/page/31657-godrej-icon-by-godrej-properties-ltd-in-sector-88a
R403480,Dosti Cedar,Thane,https://housing.com/in/buy/projects/page/95103-dosti-west-county-phase-2-dosti-cedar-by-dosti-realty-in-thane-west
R26660,CGHS Brahma Apartments,Delhi South West,https://housing.com/in/buy/manchanda-manchanda-brahma-apartments-for-resale-in-sector-7-dwarka-new-delhi-AG36ozAH0
R3506,Antriksh Kanball 3G,Noida,https://housing.com/in/buy/projects/page/11564-the-antriksh-kanball-3g-by-vatsalaya-in-sector-77
R29252,Piyush Heights,Faridabad,https://housing.com/in/buy/faridabad/2bhk-piyush_heights
R85205,RWD Grand Corridor,Chennai West,https://housing.com/in/buy/projects/page/37629-rwd-grand-corridor-by-ramky-wavoo-developers-pvt-ltd-in-vanagaram
R14758,Gardenia Gateway,Noida,https://housing.com/in/buy/gardenia-gateway-for-resale-in-sector-75-noida-AG523AH0
R170897,Shantikrupa The Otherside,Ahmedabad West,https://housing.com/buy-shantikrupa-the-otherside-by-shantikrupa-estates-in-chekhla-ahmedabad-pid-49014/directions
R6666,Purva Sunflower,Bangalore North,https://housing.com/in/buy/projects/page/21448-puravankara-sunflower-by-puravankara-limited-in-binnipete
R137039,RWA Green Park,South Delhi,https://housing.com/in/buy/new_delhi/flat-green_park_extension
R13542,Maitri Ocean,Navi Mumbai,https://housing.com/in/buy/projects/page/156659-maitri-ocean-by-maitri-developer-in-kharghar
R177459,Hamdam Apartment,Delhi South West,https://housing.com/buy-al-residency-iii-by-al-hamd-devlopers-ahmedabad-in-sarkhej-ahmedabad-pid-269517
R296715,Vardhaman Palm Rose,Pune West,https://housing.com/in/buy/projects/page/96090-vardhaman-palm-rose-by-vardhaman-developers-in-punawale
R29238,CIDCO Seawoods Estate,Navi Mumbai,https://housing.com/in/buy/projects/page/151858-nri-complex-by-cidco-in-seawoods
R14014,Raj Grandeur,Central Mumbai,https://housing.com/in/buy/projects/page/53-rajesh-raj-grandeur-by-rajesh-life-spaces-in-powai
R27744,DLF Westend Heights,Gurgaon,https://housing.com/in/buy/dlf-westend-heights-for-resale-in-sector-53-gurgaon-AG1zfaAH0
R33544,Amanora Neo Towers,Pune East,https://housing.com/in/buy/projects/page/42689-amanora-neo-towers-by-amanora-group-in-hadapsar
R288727,Chirag Bhagat Grandeur,Western Mumbai,https://housing.com/in/buy/chirag-bhagat-grandeur-for-resale-in-malad-west-mumbai-AG1v8bAH0
R12202,Tharwani Rosewood Heights,Navi Mumbai,https://housing.com/rent-tharwani-rosewood-heights-for-rent-in-kharghar-navi-mumbai-rpid-AGjyqAH0
R324269,Aarone Countywalk Indore,Indore,https://housing.com/buy-aarone-county-walk-villa-kent-by-aarone-group-in-county-walk-township-indore-pid-8858
R27780,Hermes Heritage,Pune East,https://housing.com/in/buy/projects/page/80040-ramesh-hermes-heritage-phase-2-by-ramesh-builders-in-yerawada
R196211,Satyam Heights Mumbai,Navi Mumbai,https://housing.com/in/buy/projects/page/329336-satyam-heights-by-satyam-builder-in-kharghar
R2176,Aditya Luxuria Estate,Ghaziabad,https://housing.com/in/buy/projects/page/8157-aditya-luxuria-estate-by-aditya-builders-developers-in-bamheta-village
R503,Kolte Patil Umang Homes,Pune East,https://housing.com/in/buy/koltepatil-kolte-patil-umang-premiere-for-resale-in-wagholi-pune-AGvirAH0
R409990,Virat Krishnav Phase 2,Jaipur,https://housing.com/buy-virat-krishnav-phase-2-by-virat-murli-infra-llp-in-vaishali-nagar-jaipur-rajasthan-pid-275501
R418589,ESS Saha Elite 2,Mysore,https://housing.com/buy-ess-and-ess-saha-elite-2-by-ess-and-ess-infrastructure-pvt-ltd-in-khemmanahalli-mysore-pid-310584
R5160,Raheja Reflections,Western Mumbai,https://housing.com/in/buy/projects/page/74198-raheja-reflections-ii-serenity-by-raheja-universal-in-kandivali-east
R222311,TDI Emperor Floors,Sonipat,https://housing.com/in/buy/projects/page/73010-tdi-emperor-floors-by-tdi-infratech-ltd-in-kundli
R33534,Nyati Ebony,Pune South,https://housing.com/in/buy/resale/page/14932897-2-bhk-apartment-in-mohammed-wadi-for-rs-6700000
R7010,Tata Gurgaon Gateway,Gurgaon,https://housing.com/in/buy/projects/page/33714-tata-gurgaon-gateway-by-tata-realty-and-infrastructure-limited-in-sector-112
R206,The Terraces Villa Floors,Mohali,https://housing.com/in/buy/projects/page/8454-emaar-the-terraces-villa-floors-by-emaar-in-sector-97
R25310,JKG Amba G Residency,Ghaziabad,https://housing.com/in/buy/jkg-amba-g-residency-for-resale-in-ahinsa-khand-ghaziabad-AG36onAH0
R26538,New Priyadarshini Apartment,Delhi South West,https://housing.com/in/buy/projects/page/149356-priyadarshini-apartments-by-reputed-builder-in-sector-5-dwarka
R9046,NK Nandani Gowlok Dham,Vrindavan,https://housing.com/in/buy/projects/page/3836-nk-nandani-gowlok-dham-by-nk-group-in-vrindavan
R208091,Golf View Apartments,Delhi South West,https://housing.com/in/buy/projects/page/132559-golf-view-apartments-by-reputed-builder-in-sector-19-dwarka
R170747,Orchid Heights,Ahmedabad West,https://housing.com/buy-orchid-heights-by-goyal-co-hn-safal-in-shela-ahmedabad-pid-30787
R20416,Godrej Garden Enclave,Central Mumbai,https://housing.com/in/buy/projects/page/94720-godrej-garden-enclave-by-godrej-properties-ltd-in-vikhroli-east/directions
R229275,DDA Narmada Apartment,South Delhi,https://housing.com/in/buy/projects/page/238804-dda-narmada-apartment-by-dda-in-alaknanda
R28476,Samrat Ashoka Enclave CGHS,Delhi South West,https://housing.com/in/buy/projects/page/169473-the-samrat-ashok-apartments-by-the-samrat-ashok-cghs-group-housing-society-private-ltd-in-sector-9-rohini
R392140,LTG Aishwarya Indraprastha,Bangalore South,https://housing.com/in/buy/projects/page/281810-ltg-aishwarya-indraprastha-by-ltg-infrastructure-limited-in-bidadi
R385299,Seventh Bliss,Ahmedabad North,https://housing.com/buy-seventh-bliss-by-seventh-infra-space-in-gota-ahmedabad-pid-271753
R8124,Majestique City,Pune East,https://housing.com/in/buy/majestique-city-for-resale-in-wagholi-pune-AG4ugdAH0
R636,Indiabulls Sky,Mumbai South,https://housing.com/in/buy/projects/page/51263-indiabulls-sky-forest-a3-by-indiabulls-in-parel
R12332,Krishna Apra Gardens,Ghaziabad,https://housing.com/in/buy/projects/page/75791-mapsko-krishna-apra-gardens-by-mapsko-builders-in-indirapuram
R328383,Kakkad La Vida,Pune West,https://housing.com/in/buy/projects/page/253836-kakkad-la-vida-by-kakkad-developers-in-balewadi
R316673,Krisala 41 Elite,Pune West,https://housing.com/in/buy/resale/page/17027537-2-bhk-apartment-in-tathawade-for-rs-6950000
R20402,Puraniks Hometown,Thane,https://housing.com/in/buy/projects/page/92996-puraniks-hometown-1-by-puraniks-builders-pvt-ltd-in-kasarvadavali-thane-west
R177847,RWA Greater Kailash 2,South Delhi,https://housing.com/in/buy/projects/page/74458-swaraj-homes-rwa-greater-kailash-2-block-e-by-swaraj-homes-builders-developer-in-greater-kailash
R26402,CGHS Philips Towers,Delhi South West,https://housing.com/in/buy/projects/page/254269-cghs-philips-towers-by-cghs-group-housing-society-private-ltd-in-sector-23-dwarka
R25646,Signature 360,Bhopal,https://housing.com/buy-signature-city-phase-2-by-signature-group-bhopal-in-bagli-village-bhopal-pid-229921/photos
R12430,Swami Dayanand Appartments,Delhi South West,https://housing.com/in/buy/projects/page/147949-kurmanchal-apartments-by-reputed-builder-in-patparganj
R43970,Sai Saakshaat,Navi Mumbai,https://housing.com/in/buy/projects/page/5908-concrete-sai-saakshaat-by-concrete-builders-in-kharghar
R9084,Regency Crest,Navi Mumbai,https://housing.com/in/buy/projects/page/5736-regency-crest-by-regency-group-in-kharghar
R13946,Leena Bhairav Residency,Mira Bhayandar,https://housing.com/in/buy/leena-bhairav-residency-for-resale-in-mira-road-east-mumbai-AG52yAH0
R27822,Amrapali Royal,Ghaziabad,https://housing.com/in/buy/projects/page/34763-amrapali-royal-by-amrapali-group-in-indirapuram/floor-plan
R201,House of Hiranandani Upscale,Chennai South,https://housing.com/in/buy/projects/page/239214-house-of-hiranandani-upscale-by-house-of-hiranandani-in-egattur
R62085,Ideal Exotica,Kolkata South,https://housing.com/buy-ideal-exotica-by-ideal-group-in-new-alipore-kolkata-pid-28820
R4798,Kukreja Golf Scappe,Central Mumbai,https://housing.com/in/buy/projects/page/18820-kukreja-golfscappe-by-kukreja-construction-company-in-chembur
R156171,Unique Poonam Cluster 3,Mira Bhayandar,https://housing.com/in/buy/projects/page/320109-unique-poonam-estate-cluster-ii-building-no-4-5-6-by-unique-shanti-developers-in-mira-road-east
R64884,Skardi Greens,Ghaziabad,https://housing.com/in/buy/projects/page/4698-skardi-realtech-pvt-ltd-greens-by-skardi-realtech-pvt-ltd-in-pandav-nagar
R104622,Netaji Subhash Apartments,Delhi South West,https://housing.com/in/buy/projects/page/41040-happy-homes-netaji-subhash-apartment-by-happy-homes-associates-in-sector-13-dwarka
R197601,Adarsh Palm Acres,Bangalore North,https://housing.com/in/buy/projects/page/29205-adarsh-palm-acres-by-adarsh-developers-in-bagalur
R12658,Manglik Apartment,Delhi South West,https://housing.com/news/indoor-plants-vastu/
R408152,Shiv Mahadev Lavish,Ahmedabad West,https://housing.com/buy-mahadev-lavish-by-shiv-land-developers-in-bopal-ahmedabad-pid-300411
R27768,Assotech Windsor Park,Ghaziabad,https://housing.com/in/buy/projects/page/151344-assotech-windsor-park-by-assotech-limited-in-indirapuram
R237732,SKG The Merlin,Ghaziabad,https://housing.com/in/buy/projects/page/12031-skg-the-merlin-by-skg-homes-in-vasundhara
R64206,Dharam CGHS,Delhi South West,https://housing.com/in/buy/projects/page/154396-cghs-dharam-vihar-apartment-by-cghs-group-in-sector-10-dwarka
R101679,Ramsons Kshitij,Gurgaon,https://housing.com/in/buy/projects/page/16613-ramsons-kshitij-by-ramsons-group-in-sector-95
R60177,Lodha Trump Tower,Mumbai South,https://housing.com/in/buy/projects/page/287206-lodha-trump-tower-mumbai-by-lodha-group-in-lower-parel
R124799,Rohan Leher 2,Pune West,https://housing.com/in/buy/projects/page/80613-rohan-leher-2-wing-f-g-h-i-j-by-rohan-builders-and-developers-private-limited-in-baner
R327865,Kakatiya Diamond County,Secunderabad,https://housing.com/in/buy/kakatiya-green-diamond-county-for-resale-in-rampally-secunderabad-AG4bmzAH0
R429101,Aurika Homes The Residences,Bareilly,https://housing.com/in/buy/projects/page/340268-aurika-the-residences-by-aurika-homes-private-limited-in-mundia-ahmed-nagar
R481,BSCPL Bollineni Hillside,Chennai South,https://housing.com/in/buy/projects/page/16729-bscpl-bollineni-hillside-2-by-bscpl-infrastructure-ltd-in-sithalapakkam
R26242,Shubh Laxmi Apartment,Delhi South West,https://housing.com/in/buy/projects/page/342841-happy-grahlaxmi-apartment-by-happy-home-builder-and-developers-in-uttam-nagar
R308061,Mahindra Lifespaces Roots,Western Mumbai,https://housing.com/in/buy/projects/page/102417-mahindra-roots-by-mahindra-lifespaces-in-kandivali-east
R207969,Merlin 5th Avenue,Kolkata East,https://housing.com/buy-merlin-5th-avenue-by-merlin-group-in-dhapa-kolkata-pid-35878
R35150,M Chugh Grande Exotica,Indore,https://housing.com/buy-chugh-grande-exotica-resale-flats-in-sahara-city-homes-indore-srpid-AG4kiAH0
R137103,Shree Badrinath Apartments,Delhi South West,https://housing.com/in/buy/projects/page/157117-shree-badrinath-apartments-by-reputed-builder-in-sector-4-dwarka
R30350,Shakti Apartment,Delhi South West,https://housing.com/in/buy/projects/page/151397-cghs-shakti-apartments-by-cghs-group-in-sector-5-dwarka
R12930,Kanakia Niharika,Thane,https://housing.com/in/buy/kanakia-niharika-for-resale-in-thane-west-thane-AG214vAH0
R245097,Trimurti Apartments,Delhi South West,https://housing.com/in/buy/projects/page/156998-trimurti-apartments-by-reputed-builder-in-sector-12-dwarka
R151917,Platinum Palacio,Navi Mumbai,https://housing.com/in/buy/projects/page/129868-platinum-palm-woods-by-palacio-ventures-in-seawoods
R3510,Mahagun Puram,Ghaziabad,https://housing.com/in/buy/ghaziabad/mahagunpuram
R391384,Nanma One Cochin,Kochi,https://housing.com/buy-flats-in-vyttila-kochi-for-sale-srpid-P5ksx1rlo7hcokm6f
R253,Kumar Park Infinia,Pune South,https://housing.com/in/buy/projects/page/250940-kumar-park-infinia-by-kumar-corp-in-fursungi
R9744,Goodwill Paradise,Navi Mumbai,https://housing.com/in/buy/goodwill-paradise-for-resale-in-kharghar-navi-mumbai-AGxAH0
R391336,Jubilee City Gardens,Mohali,https://housing.com/in/buy/resale/page/10600047-2-bhk-apartment-in-sector-92-for-rs-6000000
R372761,Oscar Om Regency,Navi Mumbai,https://housing.com/in/buy/projects/page/286285-oscar-om-regency-by-oscar-infrastructure-private-limited-in-taloja
R5464,Kalpataru Siddhachal Elite,Thane,https://housing.com/in/buy/kalpataru-siddhachal-elite-for-resale-in-thane-west-thane-AGq3aAH0
R305513,Parth Bhagat Heritage,Navi Mumbai,https://housing.com/in/buy/projects/page/113981-parth-bhagat-heritage-by-parth-developers-in-kamothe
R144209,Vatika India Next Plots,Gurgaon,https://housing.com/in/buy/projects/page/77385-vatika-india-next-plot-by-vatika-in-sector-82
R417033,Adityaram Happinest,Chennai South,https://housing.com/in/buy/projects/page/308981-adityaram-happinest-by-adityaram-group-in-thiruporur
R342811,VTP Beaumonde,Pune East,https://housing.com/in/buy/resale/page/15701045-2-bhk-apartment-in-manjari-budruk-for-rs-9000000
R318797,Goodwill Unity,Navi Mumbai,https://housing.com/in/buy/projects/page/129913-goodwill-unity-by-goodwill-developers-in-sanpada
R1108,Maitri Planet NX,Navi Mumbai,https://housing.com/in/buy/planet-maitri-planet-nx-for-resale-in-kharghar-navi-mumbai-AG4ikAH0
R2218,Bannerghatta House of Hiranandani,Bangalore South,https://housing.com/in/buy/projects/page/37611-hiranandani-bannerghatta-by-house-of-hiranandani-in-akshayanagar
R351005,Sun South Rayz,Ahmedabad West,https://housing.com/buy-sun-southrayz-by-sun-constructions-ahmedabad-in-south-bopal-ahmedabad-pid-231298
R104342,Godrej Infinity,Pune East,https://housing.com/rent-godrej-infinity-for-rent-in-mundhwa-pune-rpid-AGok5AH0
R29660,Kesar Symphony,Navi Mumbai,https://housing.com/in/buy/projects/page/151213-kesar-symphony-by-kesar-group-in-kharghar
R63829,MDHI Park View Apartments,Noida,Not Found
R474,Marvel Zephyr,Pune East,https://housing.com/in/buy/resale/page/16262903-4-bhk-apartment-in-kharadi-for-rs-47500000
R4468,SPL Samethana Lakefront,Bangalore East,https://housing.com/in/buy/projects/page/50324-spl-samethana-lake-front-by-spl-housing-pvt-ltd-in-thirumalashettyhally
R37702,Appaswamy Greensville,Chennai South,https://housing.com/in/buy/projects/page/18026-appaswamy-greensville-by-appaswamy-real-estate-in-sholinganallur
R338355,Shirke Parijat Hill View,Western Mumbai,https://housing.com/in/buy/projects/page/202363-parijat-hill-view-by-bg-shirke-group-of-companies-in-borivali-east
R2080,Nile Valley,Hyderabad,https://housing.com/in/buy/projects/page/282250-janapriya-nile-valley-project-block-5-by-janapriya-upscale-in-ameenpur
R392739,Cordial Paradise,Trivandrum,Not Found
R29326,Anusandhan Apartments,Delhi South West,https://housing.com/in/buy/projects/page/148308-anusandhan-apartment-by-reputed-builder-in-sector-6-dwarka
R30686,Amanora Aspire Towers,Pune East,https://housing.com/in/buy/resale/page/14819078-3-bhk-apartment-in-hadapsar-for-rs-30000000
R27804,Ansal API Sushant Estate,Gurgaon,https://housing.com/in/buy/ansal-sushant-estate-for-resale-in-sector-52-gurgaon-AG195jAH0
R39714,KIPL Morya,Thane,https://housing.com/in/buy/projects/page/46650-kipl-morya-by-khade-infrastructure-pvt-ltd-in-kasarvadavali-thane-west
R88679,Continental Swiss Town,Bangalore North,https://housing.com/in/buy/projects/page/222942-continental-swiss-town-by-continental-builders-and-developers-in-chowdenahalli
R15164,Azea Botanica,Lucknow,https://housing.com/buy-azeagaia-azea-botanica-resale-flats-in-vrindavan-yojana-lucknow-srpid-AG5hwAH0
R434518,Artemis Address,Bangalore West,https://housing.com/in/buy/projects/page/309622-artemis-address-in-association-with-mythreyi-by-indiabuild-realty-pvt-ltd-in-nelamangala
R383203,Prabhat Bageshree,Western Mumbai,https://housing.com/in/buy/projects/page/273512-prabhat-bageshree-by-prabhat-enterprises-in-goregaon-east
R421748,Platinum Marvelle,Pune West,https://housing.com/in/buy/projects/page/314247-platinum-marvelle-by-platinum-buildcon-in-balewadi
R367435,Safal Riviera Springs,Ahmedabad West,https://housing.com/buy-riviera-springs-by-goyal-co-hn-safal-in-shela-ahmedabad-pid-236077
R41600,Nanded Mangal Bhairav,Pune South,https://housing.com/in/buy/projects/page/157913-nanded-mangal-bhairav-by-nanded-city-development-construction-co-ltd-in-nanded
