XID,Configuration,List Item,Price,Area
R429185,"2 BHK Apartment
34.72 L - 43.97 L",1222 SQ.FT,₹ 39.1 L,Super Builtup Area: 1222 sq.ft
R429185,"2 BHK Apartment
34.72 L - 43.97 L",1280 SQ.FT,₹ 40.96 L,Super Builtup Area: 1280 sq.ft
R429185,"2 BHK Apartment
34.72 L - 43.97 L",1374 SQ.FT,₹ 43.97 L,Super Builtup Area: 1374 sq.ft
R429262,3 BHK Apartment,1366 SQ.FT,Price on Request,Carpet Area: 1366 sq.ft
R429262,3 BHK Apartment,2393 SQ.FT,Price on Request,Carpet Area: 2393 sq.ft
R429330,"Plot
22.81 L - 74.83 L",625 SQ.FT,₹ 22.81 L,Plot Area: 625 sq.ft
R429330,"Plot
22.81 L - 74.83 L",756 SQ.FT,₹ 27.59 L,Plot Area: 756 sq.ft
R429330,"Plot
22.81 L - 74.83 L",843 SQ.FT,₹ 30.77 L,Plot Area: 843 sq.ft
R429330,"Plot
22.81 L - 74.83 L",922 SQ.FT,₹ 33.65 L,Plot Area: 922 sq.ft
R429330,"Plot
22.81 L - 74.83 L",950 SQ.FT,₹ 34.67 L,Plot Area: 950 sq.ft
R429330,"Plot
22.81 L - 74.83 L",1040 SQ.FT,₹ 37.96 L,Plot Area: 1040 sq.ft
R429330,"Plot
22.81 L - 74.83 L",1120 SQ.FT,₹ 40.88 L,Plot Area: 1120 sq.ft
R429330,"Plot
22.81 L - 74.83 L",1170 SQ.FT,₹ 42.71 L,Plot Area: 1170 sq.ft
R429330,"Plot
22.81 L - 74.83 L",1215 SQ.FT,₹ 44.35 L,Plot Area: 1215 sq.ft
R429330,"Plot
22.81 L - 74.83 L",1230 SQ.FT,₹ 44.9 L,Plot Area: 1230 sq.ft
R429330,"Plot
22.81 L - 74.83 L",1260 SQ.FT,₹ 45.99 L,Plot Area: 1260 sq.ft
R429330,"Plot
22.81 L - 74.83 L",1275 SQ.FT,₹ 46.54 L,Plot Area: 1275 sq.ft
R429330,"Plot
22.81 L - 74.83 L",1284 SQ.FT,₹ 46.87 L,Plot Area: 1284 sq.ft
R429330,"Plot
22.81 L - 74.83 L",1290 SQ.FT,₹ 47.09 L,Plot Area: 1290 sq.ft
R429330,"Plot
22.81 L - 74.83 L",1300 SQ.FT,₹ 47.45 L,Plot Area: 1300 sq.ft
R429330,"Plot
22.81 L - 74.83 L",1322 SQ.FT,₹ 48.25 L,Plot Area: 1322 sq.ft
R429330,"Plot
22.81 L - 74.83 L",1323 SQ.FT,₹ 48.29 L,Plot Area: 1323 sq.ft
R429330,"Plot
22.81 L - 74.83 L",1405 SQ.FT,₹ 51.28 L,Plot Area: 1405 sq.ft
R429330,"Plot
22.81 L - 74.83 L",1456 SQ.FT,₹ 53.14 L,Plot Area: 1456 sq.ft
R429330,"Plot
22.81 L - 74.83 L",2050 SQ.FT,₹ 74.83 L,Plot Area: 2050 sq.ft
R429430,"2 BHK Apartment
50.09 L",1150 SQ.FT,₹ 50.09 L,Super Builtup Area: 1150 sq.ft
R429430,"3 BHK Apartment
56.76 L - 65.34 L",1303 SQ.FT,₹ 56.76 L,Super Builtup Area: 1303 sq.ft
R429430,"3 BHK Apartment
56.76 L - 65.34 L",1405 SQ.FT,₹ 61.2 L,Super Builtup Area: 1405 sq.ft
R429430,"3 BHK Apartment
56.76 L - 65.34 L",1500 SQ.FT,₹ 65.34 L,Super Builtup Area: 1500 sq.ft
R429431,"2 BHK Apartment
81 L - 82 L",747 SQ.FT,"₹ 81.0 L
i",Carpet Area: 747 sq.ft
R429431,"2 BHK Apartment
81 L - 82 L",755 SQ.FT,"₹ 82.0 L
i",Carpet Area: 755 sq.ft
R429431,"3 BHK Apartment
1.1 Cr - 1.16 Cr",1046 SQ.FT,"₹ 1.1 Cr
i",Carpet Area: 1046 sq.ft
R429431,"3 BHK Apartment
1.1 Cr - 1.16 Cr",1059 SQ.FT,"₹ 1.16 Cr
i",Carpet Area: 1059 sq.ft
R429468,"3 BHK Apartment
1.58 Cr - 1.65 Cr",2544 SQ.FT,₹ 1.58 Cr,Carpet Area: 1466 sq.ft
R429468,"3 BHK Apartment
1.58 Cr - 1.65 Cr",2565 SQ.FT,₹ 1.59 Cr,Carpet Area: 1479 sq.ft
R429468,"3 BHK Apartment
1.58 Cr - 1.65 Cr",2607 SQ.FT,₹ 1.62 Cr,Carpet Area: 1480 sq.ft
R429468,"3 BHK Apartment
1.58 Cr - 1.65 Cr",2666 SQ.FT,₹ 1.65 Cr,Carpet Area: 1467 sq.ft
R429468,"4 BHK Apartment
2.02 Cr - 2.03 Cr",3253 SQ.FT,₹ 2.02 Cr,Carpet Area: 1859 sq.ft
R429468,"4 BHK Apartment
2.02 Cr - 2.03 Cr",3255 SQ.FT,₹ 2.02 Cr,Carpet Area: 1891 sq.ft
R429468,"4 BHK Apartment
2.02 Cr - 2.03 Cr",3256 SQ.FT,₹ 2.02 Cr,Carpet Area: 1892 sq.ft
R429468,"4 BHK Apartment
2.02 Cr - 2.03 Cr",3277 SQ.FT,₹ 2.03 Cr,Carpet Area: 1905 sq.ft
R429474,"Plot
85.5 L - 2.14 Cr",1026 SQ.FT,₹ 85.5 L,Plot Area: 1026 sq.ft
R429474,"Plot
85.5 L - 2.14 Cr",1031 SQ.FT,₹ 85.91 L,Plot Area: 1031 sq.ft
R429474,"Plot
85.5 L - 2.14 Cr",1056 SQ.FT,₹ 88.0 L,Plot Area: 1056 sq.ft
R429474,"Plot
85.5 L - 2.14 Cr",1113 SQ.FT,₹ 92.75 L,Plot Area: 1113 sq.ft
R429474,"Plot
85.5 L - 2.14 Cr",1141 SQ.FT,₹ 95.08 L,Plot Area: 1141 sq.ft
R429474,"Plot
85.5 L - 2.14 Cr",1150 SQ.FT,₹ 95.83 L,Plot Area: 1150 sq.ft
R429474,"Plot
85.5 L - 2.14 Cr",1178 SQ.FT,₹ 98.16 L,Plot Area: 1178 sq.ft
R429474,"Plot
85.5 L - 2.14 Cr",1199 SQ.FT,₹ 99.91 L,Plot Area: 1199 sq.ft
R429474,"Plot
85.5 L - 2.14 Cr",1209 SQ.FT,₹ 1.01 Cr,Plot Area: 1209 sq.ft
R429474,"Plot
85.5 L - 2.14 Cr",1235 SQ.FT,₹ 1.03 Cr,Plot Area: 1235 sq.ft
R429474,"Plot
85.5 L - 2.14 Cr",1241 SQ.FT,₹ 1.03 Cr,Plot Area: 1241 sq.ft
R429474,"Plot
85.5 L - 2.14 Cr",1286 SQ.FT,₹ 1.07 Cr,Plot Area: 1286 sq.ft
R429474,"Plot
85.5 L - 2.14 Cr",1330 SQ.FT,₹ 1.11 Cr,Plot Area: 1330 sq.ft
R429474,"Plot
85.5 L - 2.14 Cr",1373 SQ.FT,₹ 1.14 Cr,Plot Area: 1373 sq.ft
R429474,"Plot
85.5 L - 2.14 Cr",1412 SQ.FT,₹ 1.18 Cr,Plot Area: 1412 sq.ft
R429474,"Plot
85.5 L - 2.14 Cr",1731 SQ.FT,₹ 1.44 Cr,Plot Area: 1731 sq.ft
R429474,"Plot
85.5 L - 2.14 Cr",1764 SQ.FT,₹ 1.47 Cr,Plot Area: 1764 sq.ft
R429474,"Plot
85.5 L - 2.14 Cr",2070 SQ.FT,₹ 1.72 Cr,Plot Area: 2070 sq.ft
R429474,"Plot
85.5 L - 2.14 Cr",2567 SQ.FT,₹ 2.14 Cr,Plot Area: 2567 sq.ft
R429483,"Plot
80.47 L - 1.22 Cr",118.33 SQ.YD,₹ 80.47 L,Plot Area: 118.33 sq.yd
R429483,"Plot
80.47 L - 1.22 Cr",119 SQ.YD,₹ 80.96 L,Plot Area: 119 sq.yd
R429483,"Plot
80.47 L - 1.22 Cr",123.89 SQ.YD,₹ 84.23 L,Plot Area: 123.89 sq.yd
R429483,"Plot
80.47 L - 1.22 Cr",127.89 SQ.YD,₹ 86.98 L,Plot Area: 127.89 sq.yd
R429483,"Plot
80.47 L - 1.22 Cr",130.33 SQ.YD,₹ 88.62 L,Plot Area: 130.33 sq.yd
R429483,"Plot
80.47 L - 1.22 Cr",131.33 SQ.YD,₹ 89.3 L,Plot Area: 131.33 sq.yd
R429483,"Plot
80.47 L - 1.22 Cr",131.56 SQ.YD,₹ 89.45 L,Plot Area: 131.56 sq.yd
R429483,"Plot
80.47 L - 1.22 Cr",133.67 SQ.YD,₹ 90.89 L,Plot Area: 133.67 sq.yd
R429483,"Plot
80.47 L - 1.22 Cr",135.22 SQ.YD,₹ 91.98 L,Plot Area: 135.22 sq.yd
R429483,"Plot
80.47 L - 1.22 Cr",143.11 SQ.YD,₹ 97.3 L,Plot Area: 143.11 sq.yd
R429483,"Plot
80.47 L - 1.22 Cr",157.33 SQ.YD,₹ 1.07 Cr,Plot Area: 157.33 sq.yd
R429483,"Plot
80.47 L - 1.22 Cr",172.89 SQ.YD,₹ 1.18 Cr,Plot Area: 172.89 sq.yd
R429483,"Plot
80.47 L - 1.22 Cr",179.44 SQ.YD,₹ 1.22 Cr,Plot Area: 179.44 sq.yd
R429563,"3 BHK Apartment
68 L - 1.13 Cr",1082 SQ.FT,₹ 68.0 L,Carpet Area: 1082 sq.ft
R429563,"3 BHK Apartment
68 L - 1.13 Cr",1375 SQ.FT,₹ 86.01 L,Carpet Area: 1375 sq.ft
R429563,"3 BHK Apartment
68 L - 1.13 Cr",1453 SQ.FT,₹ 96.0 L,Carpet Area: 1453 sq.ft
R429563,"3 BHK Apartment
68 L - 1.13 Cr",1609 SQ.FT,₹ 1.13 Cr,Carpet Area: 1609 sq.ft
R429563,"4 BHK Penthouse
1.75 Cr",2600 SQ.FT,₹ 1.75 Cr,Carpet Area: 2600 sq.ft
R429657,"3 BHK Villa
44 L - 69.31 L",1350 SQ.FT,₹ 44.0 L,Carpet Area: 800 sq.ft
R429657,"3 BHK Villa
44 L - 69.31 L",1915 SQ.FT,₹ 53.24 L,Carpet Area: 968 sq.ft
R429657,"3 BHK Villa
44 L - 69.31 L",2550 SQ.FT,₹ 69.31 L,Carpet Area: 1260 sq.ft
R429659,4 BHK Apartment,2955 SQ.FT,Price on Request,Carpet Area: 2955 sq.ft
R429660,"3 BHK Apartment
59 L - 75 L",1049 SQ.FT,₹ 59.0 L,Carpet Area: 1049 sq.ft
R429660,"3 BHK Apartment
59 L - 75 L",1040 SQ.FT,₹ 59.0 L,Carpet Area: 1040 sq.ft
R429660,"3 BHK Apartment
59 L - 75 L",1039 SQ.FT,₹ 59.0 L,Carpet Area: 1039 sq.ft
R429660,"3 BHK Apartment
59 L - 75 L",1175 SQ.FT,₹ 70.11 L,Carpet Area: 1175 sq.ft
R429660,"3 BHK Apartment
59 L - 75 L",1298 SQ.FT,₹ 75.0 L,Carpet Area: 1298 sq.ft
R429660,"3 BHK Apartment
59 L - 75 L",1324 SQ.FT,₹ 75.0 L,Carpet Area: 1324 sq.ft
R429940,5 BHK Apartment,3820 SQ.FT,₹ 4.01 Cr,Super Builtup Area: 3820 sq.ft
R429940,5 BHK Apartment,3821 SQ.FT,Price on Request,Super Builtup Area: 3821 sq.ft
R429940,5 BHK Apartment,3889 SQ.FT,Price on Request,Super Builtup Area: 3889 sq.ft
R429940,5 BHK Apartment,3894 SQ.FT,Price on Request,Super Builtup Area: 3894 sq.ft
R429940,5 BHK Apartment,3947 SQ.FT,Price on Request,Super Builtup Area: 3947 sq.ft
R429940,5 BHK Apartment,4005 SQ.FT,Price on Request,Super Builtup Area: 4005 sq.ft
R429940,5 BHK Apartment,4250 SQ.FT,₹ 4.46 Cr,Super Builtup Area: 4250 sq.ft
R429940,5 BHK Apartment,4540 SQ.FT,₹ 4.77 Cr,Super Builtup Area: 4540 sq.ft
R429940,5 BHK Apartment,4547 SQ.FT,₹ 4.77 Cr,Super Builtup Area: 4547 sq.ft
R430000,1 BHK Apartment,525 SQ.FT,Price on Request,Carpet Area: 525 sq.ft
R430000,2 BHK Apartment,609 SQ.FT,Price on Request,Carpet Area: 609 sq.ft
R430000,2 BHK Apartment,648 SQ.FT,Price on Request,Carpet Area: 648 sq.ft
R430000,3 BHK Apartment,1008 SQ.FT,Price on Request,Carpet Area: 1008 sq.ft
R430000,3 BHK Apartment,1018 SQ.FT,Price on Request,Carpet Area: 1018 sq.ft
R430056,"1 BHK Apartment
68.5 L - 69 L",345 SQ.FT,₹ 68.5 L,Carpet Area: 345 sq.ft
R430056,"1 BHK Apartment
68.5 L - 69 L",360 SQ.FT,₹ 69.0 L,Carpet Area: 360 sq.ft
R430056,"2 BHK Apartment
1 Cr - 1.5 Cr",605 SQ.FT,₹ 1.0 Cr,Carpet Area: 605 sq.ft
R430056,"2 BHK Apartment
1 Cr - 1.5 Cr",612 SQ.FT,₹ 1.5 Cr,Carpet Area: 612 sq.ft
R430067,"3 BHK Apartment
2.25 Cr - 2.28 Cr",3127 SQ.FT,₹ 2.25 Cr,Super Builtup Area: 3127 sq.ft
R430067,"3 BHK Apartment
2.25 Cr - 2.28 Cr",3142 SQ.FT,₹ 2.26 Cr,Super Builtup Area: 3142 sq.ft
R430067,"3 BHK Apartment
2.25 Cr - 2.28 Cr",3167 SQ.FT,₹ 2.28 Cr,Super Builtup Area: 3167 sq.ft
R430067,"4 BHK Apartment
2.86 Cr - 2.96 Cr",3970 SQ.FT,₹ 2.86 Cr,Super Builtup Area: 3970 sq.ft
R430067,"4 BHK Apartment
2.86 Cr - 2.96 Cr",3974 SQ.FT,₹ 2.86 Cr,Super Builtup Area: 3974 sq.ft
R430067,"4 BHK Apartment
2.86 Cr - 2.96 Cr",3987 SQ.FT,₹ 2.87 Cr,Super Builtup Area: 3987 sq.ft
R430067,"4 BHK Apartment
2.86 Cr - 2.96 Cr",4012 SQ.FT,₹ 2.89 Cr,Super Builtup Area: 4012 sq.ft
R430067,"4 BHK Apartment
2.86 Cr - 2.96 Cr",4098 SQ.FT,₹ 2.95 Cr,Super Builtup Area: 4098 sq.ft
R430067,"4 BHK Apartment
2.86 Cr - 2.96 Cr",4110 SQ.FT,₹ 2.96 Cr,Super Builtup Area: 4110 sq.ft
R430067,"4 BHK Penthouse
4.51 Cr",5308 SQ.FT,₹ 4.51 Cr,Super Builtup Area: 5308 sq.ft
R430067,"5 BHK Duplex
4.56 Cr",6334 SQ.FT,₹ 4.56 Cr,Super Builtup Area: 6334 sq.ft
R430067,"5 BHK Penthouse
5.68 Cr - 5.74 Cr",6679 SQ.FT,₹ 5.68 Cr,Super Builtup Area: 6679 sq.ft
R430067,"5 BHK Penthouse
5.68 Cr - 5.74 Cr",6758 SQ.FT,₹ 5.74 Cr,Super Builtup Area: 6758 sq.ft
R430067,"6 BHK Duplex
4.35 Cr - 5.74 Cr",6047 SQ.FT,₹ 4.35 Cr,Super Builtup Area: 6047 sq.ft
R430067,"6 BHK Duplex
4.35 Cr - 5.74 Cr",7975 SQ.FT,₹ 5.74 Cr,Super Builtup Area: 7975 sq.ft
R430067,"7 BHK Duplex
5.54 Cr - 5.61 Cr",7700 SQ.FT,₹ 5.54 Cr,Super Builtup Area: 7700 sq.ft
R430067,"7 BHK Duplex
5.54 Cr - 5.61 Cr",7788 SQ.FT,₹ 5.61 Cr,Super Builtup Area: 7788 sq.ft
R430089,3 BHK Apartment,1173 SQ.FT,Price on Request,Super Builtup Area: 1173 sq.ft
R430089,3 BHK Apartment,1190 SQ.FT,Price on Request,Super Builtup Area: 1190 sq.ft
R430089,3 BHK Apartment,1272 SQ.FT,Price on Request,Super Builtup Area: 1272 sq.ft
R430089,3 BHK Apartment,1309 SQ.FT,Price on Request,Super Builtup Area: 1309 sq.ft
R430089,3 BHK Apartment,1583 SQ.FT,₹ 1.12 Cr,Super Builtup Area: 1583 sq.ft
R430089,3 BHK Apartment,1601 SQ.FT,₹ 1.14 Cr,Super Builtup Area: 1601 sq.ft
R430089,3 BHK Apartment,1606 SQ.FT,₹ 1.14 Cr,Super Builtup Area: 1606 sq.ft
R430089,3 BHK Apartment,1717 SQ.FT,₹ 1.22 Cr,Super Builtup Area: 1717 sq.ft
R430089,3 BHK Apartment,1767 SQ.FT,₹ 1.25 Cr,Super Builtup Area: 1767 sq.ft
R430089,4 BHK Apartment,1548 SQ.FT,Price on Request,Super Builtup Area: 1548 sq.ft
R430089,4 BHK Apartment,2090 SQ.FT,₹ 1.48 Cr,Super Builtup Area: 2090 sq.ft
R430089,4 BHK Apartment,2160 SQ.FT,₹ 1.53 Cr,Super Builtup Area: 2160 sq.ft
R430094,"1 BHK Apartment
60.32 L",1040 SQ.FT,₹ 60.32 L,Carpet Area: 670 sq.ft
R430094,"2.5 BHK Apartment
80.33 L - 83.52 L",1385 SQ.FT,₹ 80.33 L,Carpet Area: 880 sq.ft
R430094,"2.5 BHK Apartment
80.33 L - 83.52 L",1440 SQ.FT,₹ 83.52 L,Carpet Area: 915 sq.ft
R430094,"3 BHK Apartment
1.04 Cr - 1.13 Cr",1785 SQ.FT,₹ 1.04 Cr,Carpet Area: 1144 sq.ft
R430094,"3 BHK Apartment
1.04 Cr - 1.13 Cr",1810 SQ.FT,₹ 1.05 Cr,Carpet Area: 1147 sq.ft
R430094,"3 BHK Apartment
1.04 Cr - 1.13 Cr",1955 SQ.FT,₹ 1.13 Cr,Carpet Area: 1250 sq.ft
R430094,4 BHK Apartment,2525 SQ.FT,Price on Request,Carpet Area: 1645 sq.ft
R430172,"Plot
1.5 Cr - 2 Cr",1350 SQ.FT,₹ 1.5 Cr,Plot Area: 1350 sq.ft
R430172,"Plot
1.5 Cr - 2 Cr",1576 SQ.FT,₹ 1.75 Cr,Plot Area: 1576 sq.ft
R430172,"Plot
1.5 Cr - 2 Cr",1801 SQ.FT,₹ 2.0 Cr,Plot Area: 1801 sq.ft
R430257,3 BHK Apartment,1400 SQ.FT,Price on Request,Saleable Area: 1400 sq.ft
R430257,4 BHK Apartment,2125 SQ.FT,Price on Request,Saleable Area: 2125 sq.ft
R430319,"3 BHK Villa
63.84 L - 80.56 L",1485 SQ.FT,₹ 63.84 L,Builtup Area: 1485 sq.ft
R430319,"3 BHK Villa
63.84 L - 80.56 L",1540 SQ.FT,₹ 66.2 L,Builtup Area: 1540 sq.ft
R430319,"3 BHK Villa
63.84 L - 80.56 L",1545 SQ.FT,₹ 66.42 L,Builtup Area: 1545 sq.ft
R430319,"3 BHK Villa
63.84 L - 80.56 L",1580 SQ.FT,₹ 67.92 L,Builtup Area: 1580 sq.ft
R430319,"3 BHK Villa
63.84 L - 80.56 L",1610 SQ.FT,₹ 69.21 L,Builtup Area: 1610 sq.ft
R430319,"3 BHK Villa
63.84 L - 80.56 L",1645 SQ.FT,₹ 70.72 L,Builtup Area: 1645 sq.ft
R430319,"3 BHK Villa
63.84 L - 80.56 L",1675 SQ.FT,₹ 72.01 L,Builtup Area: 1675 sq.ft
R430319,"3 BHK Villa
63.84 L - 80.56 L",1710 SQ.FT,₹ 73.51 L,Builtup Area: 1710 sq.ft
R430319,"3 BHK Villa
63.84 L - 80.56 L",1740 SQ.FT,₹ 74.8 L,Builtup Area: 1740 sq.ft
R430319,"3 BHK Villa
63.84 L - 80.56 L",1874 SQ.FT,₹ 80.56 L,Builtup Area: 1874 sq.ft
R430363,"1 BHK Apartment
22 L - 23.6 L",409 SQ.FT,₹ 22.0 L,Carpet Area: 409 sq.ft
R430363,"1 BHK Apartment
22 L - 23.6 L",438 SQ.FT,₹ 23.6 L,Carpet Area: 438 sq.ft
R430363,"2 BHK Apartment
26 L - 33 L",481 SQ.FT,₹ 26.0 L,Carpet Area: 481 sq.ft
R430363,"2 BHK Apartment
26 L - 33 L",532 SQ.FT,₹ 28.7 L,Carpet Area: 532 sq.ft
R430363,"2 BHK Apartment
26 L - 33 L",581 SQ.FT,₹ 31.5 L,Carpet Area: 581 sq.ft
R430363,"2 BHK Apartment
26 L - 33 L",612 SQ.FT,₹ 33.0 L,Carpet Area: 612 sq.ft
R430459,"1 BHK Apartment
35.5 L - 37.5 L",297 SQ.FT,₹ 35.5 L,Carpet Area: 297 sq.ft
R430459,"1 BHK Apartment
35.5 L - 37.5 L",306 SQ.FT,₹ 37.5 L,Carpet Area: 306 sq.ft
R430459,"2 BHK Apartment
53.3 L",458 SQ.FT,₹ 53.3 L,Carpet Area: 458 sq.ft
R430649,2 BHK Apartment,517 SQ.FT,Price on Request,Carpet Area: 517 sq.ft
R430649,3 BHK Apartment,700 SQ.FT,Price on Request,Carpet Area: 700 sq.ft
R430649,3 BHK Apartment,719 SQ.FT,Price on Request,Carpet Area: 719 sq.ft
R430649,3 BHK Apartment,742 SQ.FT,Price on Request,Carpet Area: 742 sq.ft
R430649,3 BHK Apartment,785 SQ.FT,Price on Request,Carpet Area: 785 sq.ft
R430665,"3 BHK Apartment
80.9 L - 91.89 L",2025 SQ.FT,₹ 80.9 L,Super Builtup Area: 2025 sq.ft
R430665,"3 BHK Apartment
80.9 L - 91.89 L",1750 SQ.FT,₹ 91.89 L,Super Builtup Area: 1750 sq.ft
R430666,"3 BHK Apartment
61.15 L - 77.81 L",1274 SQ.FT,₹ 61.15 L,Super Builtup Area: 1274 sq.ft
R430666,"3 BHK Apartment
61.15 L - 77.81 L",1337 SQ.FT,₹ 64.18 L,Super Builtup Area: 1337 sq.ft
R430666,"3 BHK Apartment
61.15 L - 77.81 L",1439 SQ.FT,₹ 69.07 L,Super Builtup Area: 1439 sq.ft
R430666,"3 BHK Apartment
61.15 L - 77.81 L",1502 SQ.FT,₹ 72.1 L,Super Builtup Area: 1502 sq.ft
R430666,"3 BHK Apartment
61.15 L - 77.81 L",1512 SQ.FT,₹ 72.58 L,Super Builtup Area: 1512 sq.ft
R430666,"3 BHK Apartment
61.15 L - 77.81 L",1582 SQ.FT,₹ 75.94 L,Super Builtup Area: 1582 sq.ft
R430666,"3 BHK Apartment
61.15 L - 77.81 L",1621 SQ.FT,₹ 77.81 L,Super Builtup Area: 1621 sq.ft
R430680,"2 BHK Apartment
84.15 L - 92.18 L",606 SQ.FT,₹ 84.15 L,Carpet Area: 606 sq.ft
R430680,"2 BHK Apartment
84.15 L - 92.18 L",651 SQ.FT,₹ 92.18 L,Carpet Area: 651 sq.ft
R430680,"3 BHK Apartment
1.29 Cr - 1.3 Cr",910 SQ.FT,₹ 1.29 Cr,Carpet Area: 910 sq.ft
R430680,"3 BHK Apartment
1.29 Cr - 1.3 Cr",916 SQ.FT,₹ 1.3 Cr,Carpet Area: 916 sq.ft
R430682,"1 BHK Apartment
74 L - 76 L",493 SQ.FT,₹ 74.0 L,Carpet Area: 493 sq.ft
R430682,"1 BHK Apartment
74 L - 76 L",502 SQ.FT,₹ 76.0 L,Carpet Area: 502 sq.ft
R430682,"2 BHK Apartment
1.08 Cr - 1.12 Cr",725 SQ.FT,₹ 1.08 Cr,Carpet Area: 725 sq.ft
R430682,"2 BHK Apartment
1.08 Cr - 1.12 Cr",745 SQ.FT,₹ 1.12 Cr,Carpet Area: 745 sq.ft
R430769,Plot,1380 SQ.FT,Price on Request,Plot Area: 1380 sq.ft
R430769,Plot,1528 SQ.FT,Price on Request,Plot Area: 1528 sq.ft
R430769,Plot,1698 SQ.FT,Price on Request,Plot Area: 1698 sq.ft
R430769,Plot,1783 SQ.FT,Price on Request,Plot Area: 1783 sq.ft
R430769,Plot,1891 SQ.FT,Price on Request,Plot Area: 1891 sq.ft
R430769,Plot,2145 SQ.FT,Price on Request,Plot Area: 2145 sq.ft
R430769,Plot,2153 SQ.FT,Price on Request,Plot Area: 2153 sq.ft
R430769,Plot,2540 SQ.FT,Price on Request,Plot Area: 2540 sq.ft
R430769,Plot,2548 SQ.FT,Price on Request,Plot Area: 2548 sq.ft
R430769,Plot,2668 SQ.FT,Price on Request,Plot Area: 2668 sq.ft
R430769,Plot,3190 SQ.FT,Price on Request,Plot Area: 3190 sq.ft
R430769,Plot,4588 SQ.FT,Price on Request,Plot Area: 4588 sq.ft
R430769,Plot,11001 SQ.FT,Price on Request,Plot Area: 11001 sq.ft
R430769,Plot,11162 SQ.FT,Price on Request,Plot Area: 11162 sq.ft
R430769,Plot,11311 SQ.FT,Price on Request,Plot Area: 11311 sq.ft
R430769,Plot,233275 SQ.FT,Price on Request,Plot Area: 233275 sq.ft
R430937,"3 BHK Apartment
62.43 L - 85.33 L",1235 SQ.FT,₹ 62.43 L,Super Builtup Area: 1235 sq.ft
R430937,"3 BHK Apartment
62.43 L - 85.33 L",1413 SQ.FT,₹ 71.43 L,Super Builtup Area: 1413 sq.ft
R430937,"3 BHK Apartment
62.43 L - 85.33 L",1435 SQ.FT,₹ 72.54 L,Super Builtup Area: 1435 sq.ft
R430937,"3 BHK Apartment
62.43 L - 85.33 L",1445 SQ.FT,₹ 73.04 L,Super Builtup Area: 1445 sq.ft
R430937,"3 BHK Apartment
62.43 L - 85.33 L",1461 SQ.FT,₹ 73.85 L,Super Builtup Area: 1461 sq.ft
R430937,"3 BHK Apartment
62.43 L - 85.33 L",1688 SQ.FT,₹ 85.33 L,Super Builtup Area: 1688 sq.ft
R430937,"4 BHK Apartment
85.43 L - 1.07 Cr",1690 SQ.FT,₹ 85.43 L,Super Builtup Area: 1690 sq.ft
R430937,"4 BHK Apartment
85.43 L - 1.07 Cr",2123 SQ.FT,₹ 1.07 Cr,Super Builtup Area: 2123 sq.ft
R430937,"5 BHK Apartment
1.11 Cr",2204 SQ.FT,₹ 1.11 Cr,Super Builtup Area: 2204 sq.ft
R431003,"Plot
20.06 L - 1.58 Cr",940 SQ.FT,₹ 20.06 L,Plot Area: 940 sq.ft
R431003,"Plot
20.06 L - 1.58 Cr",1091 SQ.FT,₹ 23.29 L,Plot Area: 1091 sq.ft
R431003,"Plot
20.06 L - 1.58 Cr",1141 SQ.FT,₹ 24.35 L,Plot Area: 1141 sq.ft
R431003,"Plot
20.06 L - 1.58 Cr",1211 SQ.FT,₹ 25.84 L,Plot Area: 1211 sq.ft
R431003,"Plot
20.06 L - 1.58 Cr",1292 SQ.FT,₹ 27.56 L,Plot Area: 1292 sq.ft
R431003,"Plot
20.06 L - 1.58 Cr",1370 SQ.FT,₹ 29.24 L,Plot Area: 1370 sq.ft
R431003,"Plot
20.06 L - 1.58 Cr",1409 SQ.FT,₹ 30.07 L,Plot Area: 1409 sq.ft
R431003,"Plot
20.06 L - 1.58 Cr",1419 SQ.FT,₹ 30.29 L,Plot Area: 1419 sq.ft
R431003,"Plot
20.06 L - 1.58 Cr",1485 SQ.FT,₹ 31.69 L,Plot Area: 1485 sq.ft
R431003,"Plot
20.06 L - 1.58 Cr",1504 SQ.FT,₹ 32.08 L,Plot Area: 1504 sq.ft
R431003,"Plot
20.06 L - 1.58 Cr",1523 SQ.FT,₹ 32.51 L,Plot Area: 1523 sq.ft
R431003,"Plot
20.06 L - 1.58 Cr",1628 SQ.FT,₹ 34.73 L,Plot Area: 1628 sq.ft
R431003,"Plot
20.06 L - 1.58 Cr",1639 SQ.FT,₹ 34.98 L,Plot Area: 1639 sq.ft
R431003,"Plot
20.06 L - 1.58 Cr",1676 SQ.FT,₹ 35.76 L,Plot Area: 1676 sq.ft
R431003,"Plot
20.06 L - 1.58 Cr",1695 SQ.FT,₹ 36.17 L,Plot Area: 1695 sq.ft
R431003,"Plot
20.06 L - 1.58 Cr",1764 SQ.FT,₹ 37.65 L,Plot Area: 1764 sq.ft
R431003,"Plot
20.06 L - 1.58 Cr",1952 SQ.FT,₹ 41.65 L,Plot Area: 1952 sq.ft
R431003,"Plot
20.06 L - 1.58 Cr",2177 SQ.FT,₹ 46.46 L,Plot Area: 2177 sq.ft
R431003,"Plot
20.06 L - 1.58 Cr",5623 SQ.FT,₹ 1.2 Cr,Plot Area: 5623 sq.ft
R431003,"Plot
20.06 L - 1.58 Cr",6290 SQ.FT,₹ 1.34 Cr,Plot Area: 6290 sq.ft
