xid,Name,Rera ID,NoBroker RERA ID,Builder Project RERA ID,Address,Price Starting From,Unit Configuration,Parking,Property Type,Water Supply,Builder,Date of establishment,Date of completion,Units,Min Flat Size,Max Flat Size,Project Area,Min. Price,Possesion Date,Security,Amenities,Top Benefits
r40976,Windsor Grande Residences,Not Found,Not Found,Not Found,"Tinsel Town, Upper Lokhandwala, Andheri West, Mumbai, Maharashtra, 400047 India",Not Found,"3.5,4,4+ BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,September 2018,200,Not Found,Not Found,7.00 acres,₹1.1 Cr,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r350317,Vertex Pristine,P02200004187,Not Found,Not Found,"Nizampet Rd, Hyder Nagar, Brindavan Colony, Nizampet, Hyderabad, Andhra Pradesh",Not Found,3 BHK,Bike and Car,Apartment,Borewell,Not Found,Not Found,December 2023,309,Not Found,Not Found,4.00 acres,₹13.8 Cr,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r336809,DS Max Sovereign,PRM/KA/RERA/1251/446/PR/190722/002710,Not Found,Not Found,"DS Max Sovereign , 18, Khawaja Manzil, GNR REGENCY ROAD, Halehalli Bangalore, India",,"1,2,3 BHK",Bike and Car,Apartment,Corporation and Borewell,DS MAX Properties Pvt Ltd,January 2007,Not Found,272,533 sqft,838 sqft,1.39 acres,₹28.91 Lacs,December 2023,Gated Security,"Power backup, Swimming pool, Party area, Cctv camera, Children's play area, Common garden",Not Found
r4920,Rosa Royale,Not Found,Not Found,Not Found,"Hiranandani Estate, Thane West, Thane, Maharashtra 400607",Not Found,"1,2 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,December 2015,150,Not Found,Not Found,1.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r447,Lodha Casa Ultima,Not Found,Not Found,Not Found,"Chirak Nagar, Thane West, Thane, Maharashtra 400606",Not Found,"1,2 BHK",Bike and Car,Apartment,Borewell,Lodha Group,Not Found,March 2013,336,Not Found,Not Found,5.00 acres,₹74.99 Lacs,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r10042,Brigade Lakefront,PRM/KA/RERA/1251/446/PR/171016/000503,Not Found,Not Found,"Seetharampalya, Whitefield, Bengaluru, Karnataka 560048",Not Found,"2,3 BHK",Bike and Car,Apartment,Borewell,Brigade Group,Not Found,April 2018,1134,Not Found,Not Found,2.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r86893,Adityavardhan Apartment,Not Found,Not Found,Not Found,"Powai, Mumbai, Maharashtra, INDIA.",Not Found,Not Found,Not Found,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r28318,Regency Gardens,Not Found,A51800026821,P51700023538,"Sector 6, Kharghar, Navi Mumbai, Mumbai, Maharashtra 410210",Not Found,"2,3 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,January 2008,424,Not Found,Not Found,Not Found,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Club house, Security, Intercom, Park",Not Found
r393707,Integrated Ramicon Passcode Golden Pass,Not Found,A51800026821,P51800045996,"Near DMart & Hub Mall ,Mrinal Tai Gore Flyover, Mahatma Jyotiba Phule Nagar ,Goregaon West , Mumbai",₹1.01 Crores - ₹2.06 Crores,"1,2,3 BHK",Bike and Car,Apartment,Corporation and Borewell,Integrated And Ground Holding,Not Found,Not Found,300,386 sqft,815 sqft,1.00 acres,₹1.15 Cr,December 2026,Gated Security,"Park, Lift, Cctv camera, Vastu compliant, Intercom, Jogging track","Proximity to Goregaon Train Station, Luxury Homes at Affordable Prices, Project Offering Around 40+ Amenities"
r377326,VJ Yashwin Supernova,Not Found,A51800026821,P5210002630 | P52100025592 | P52100000037 | P52100028652,"Indira College Rd,Near Indira national school, Bhumkar Nagar, Tathawade,Pimpri-Chinchwad",,"2,3 BHK",Bike and Car,Apartment,Corporation and Borewell,Vilas Javdekar Developers,Not Found,Not Found,Not Found,697 sqft,929 sqft,4.50 acres,₹75 Lacs,March 2026,Gated Security,"Club house, Common garden, Rain water harvesting, Tennis court, Swimming pool, Intercom",Not Found
r387813,Lodha Bellagio,Not Found,A51800026821,P51800033966,"Behind LH Hiranandani Hospital, Gautam Nagar, Powai, Mumbai",₹3.14 Crores - ₹7.64 Crores,"2,2.5,3,4+ BHK",Bike and Car,Apartment,Corporation and Borewell,Lodha Group,January 1980,Not Found,116,783 sqft,1844 sqft,1.00 acres,₹3.52 Cr,December 2026,Gated Security,"Indoor games, Lift, Children's play area, Rain water harvesting, Club house, Gas pipeline",Not Found
r361,Brigade Gardenia,PRM/KA/RERA/1251/310/20060804,Not Found,Not Found,"9th Cross Rd, RBI East Layout, JP Nagar 7th Phase, J. P. Nagar, Bengaluru, Karnataka",Not Found,"2,3 BHK",Car,Apartment,Borewell,Not Found,Not Found,May 2009,1000,Not Found,Not Found,15.00 acres,₹74 Lacs,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r1200,Sobha City,PRM/KA/RERA/1251/309/PR/171015/000429,Not Found,Not Found,"Sobha City, Rachenahalli, Thanisandra, Bangalore, India",,3 BHK,Bike and Car,Apartment,Not Found,Sobha Limited,January 1995,Not Found,508,1478 sqft,1533 sqft,36.00 acres,₹1.24 Cr,December 2018,Gated Security,"Tennis court, Common garden, Gym, Amphitheater, Aerobics room, Spa/steam/sauna",Not Found
r1322,TATA The Promont,PRM/KA/RERA/1251/310/PR/300724/006953,Not Found,Not Found,"Near My blue sports club, Banashankari 3rd Stage, Hosakerehalli, Bangalore.",₹2.9 Crores - ₹3.7 Crores,"3,4 BHK",Bike and Car,Apartment,Borewell,TATA Housing,January 1984,Not Found,36,1380 sqft,2148 sqft,14.23 acres,₹3.48 Cr,December 2028,Gated Security,"Table tennis, Vastu compliant, Security, Club house, Sewage treatment plant, Children's play area","Developed with a Lush, Elevated Terrain, 4 Km From Metro Station, Three Level Luxuries Clubhouse"
r29140,Seema Apartments,Not Found,Not Found,Not Found,"Sector 11 Dwarka, Delhi, 110075",Not Found,"2,3 BHK",Bike and Car,Apartment,Borewell,Cooperative Group Housing Society,Not Found,July 2006,200,Not Found,Not Found,5.00 acres,Not Found,Not Found,Gated Security,"Lift, Club house, Security, Intercom, Visitor parking, Fire safety",Not Found
r388892,Sobha Victoria Park Row House,PRM/KA/RERA/1251/309/PR/310322/004800 | PRM/KA/RERA/1251/309/PR/310322/004800,Not Found,Not Found,"Off Hennur Road, Aavalahalli Main Rd, Rammana Layout, Kyalasanahalli, Bengaluru",,3 BHK,Bike and Car,Apartment,Corporation and Borewell,Sobha Limited,January 1995,Not Found,365,1768 sqft,1811 sqft,6.50 acres,₹3.85 Cr,December 2026,Gated Security,"Power backup, Swimming pool, Party area, Children's play area, Common garden, Jogging track",Not Found
r33336,Sarvottam KSN Square,UPRERAPRJ7094,Not Found,Not Found,"Vasundhara, Ghaziabad, Uttar Pradesh 201012",Not Found,"2,3 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,August 2018,144,Not Found,Not Found,5.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Club house, Security, Intercom, Visitor parking, Rain water harvesting",Not Found
r348287,Kalpataru Vienta,Not Found,A51800026821,P51800027059 | P51800023768,"Near Shri Shankheshwar Parshwanath Jain Temple ,Off Ashok Nagar Main Rd, Kandivali East , Mumbai",₹4.25 Crores onwards,"2,3,3.5 BHK",Bike and Car,Apartment,Corporation and Borewell,Kalpataru Limited,January 1970,Not Found,Not Found,743 sqft,1146 sqft,2.00 acres,₹4.85 Cr,December 2026,Gated Security,"Power backup, Swimming pool, Party area, Cctv camera, Children's play area, Gas pipeline","Proximity To Kandivali Railway Station, Connectivity To Malad Railway Station, Project By Renowned Builder Kalpataru"
r1337,Embassy Boulevard,PRM/KA/RERA/1251/310/PR/171014/000270,Not Found,Not Found,"Bangalore-Hyderabad Highway, Hunasamaranahalli Post, Near Yelahanka Air Force Station, Bangalore North, Bengaluru, Karnataka",Not Found,"4,4+ BHK",Bike and Car,Apartment,Borewell,Embassy Group,Not Found,June 2019,170,Not Found,Not Found,51.00 acres,₹7.31 Cr,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r29016,Pawittra Apartments,Not Found,Not Found,Not Found,"Pawittra Apartment, Lahore Apartment, Vasundhara Enclave, Delhi, 110096",Not Found,3 BHK,Bike and Car,Apartment,Borewell,Not Found,Not Found,March 2004,150,Not Found,Not Found,1.00 acres,Not Found,Not Found,Gated Security,"Lift, Security, Intercom, Children's play area, Park, Visitor parking",Not Found
r41388,Tulsi Sapphire,Not Found,A51800026821,P52000001395,"Ulwe, Navi Mumbai, Mumbai, Maharashtra 410206",Not Found,"1,2 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,December 2017,72,Not Found,433 sqft,Not Found,Not Found,Not Found,Gated Security,"Swimming pool, Security, Intercom, Children's play area, Park, Fire safety",Not Found
r27572,Valmark Cityville,PRM/KA/RERA/1251/310/PR/171222/000914,Not Found,Not Found,"Near Karnataka Bank - Gottigere Branch & ATM,Chandrashekarapura Village,Hulimavu,Bengaluru",,"3,4+ BHK",Bike and Car,Apartment,Corporation and Borewell,Valmark Developers,Not Found,Not Found,544,2041 sqft,2497 sqft,28.00 acres,₹3.33 Cr,September 2022,Gated Security,"Basketball court, Common garden, Security, Visitor parking, Maintenance staff, Swimming pool",Not Found
r1986,Dwarkadhis Aravali Heights,Not Found,Not Found,Not Found,"Shop D/02 Dwarkadhis Aravali Heights, Dharuhera, Haryana 123106",Not Found,"2,3,3.5 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,Not Found,900,Not Found,Not Found,23.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Club house, Children's play area, Shopping center, Jogging track",Not Found
r18610,Cidco Spaghetti Complex,Not Found,Not Found,Not Found,"Sector 15, Kharghar, Navi Mumbai, Maharashtra 410210",Not Found,"1,2 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,December 2015,Not Found,Not Found,Not Found,Not Found,₹62 Lacs,Not Found,Gated Security,"Lift, Security, Park, Fire safety, Cctv camera, Power backup",Not Found
r40954,Trishul Apartments,Not Found,Not Found,Not Found,"Sector 1 Society Rd, Kopar Khairane, Sector 1, Kopar Khairane, Navi Mumbai, Maharashtra 400709, India",Not Found,Not Found,Bike and Car,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Rain water harvesting",Not Found
r35654,Adarsh Palm Meadows,P51800009017,Not Found,Not Found,"Phase 1, Ramagondanahalli, Whitefield, Bengaluru, Karnataka 560066",Not Found,"3,4 BHK",Bike and Car,Apartment,Borewell,Adarsh Group,Not Found,April 2003,570,Not Found,Not Found,100.00 acres,₹3.13 Cr,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r415426,Empyrean Leela,Not Found,A51800026821,P52100052570,"Near Salvi Petro Station, Thite Nagar, Kharadi, Pune",₹90.35 Lacs - ₹1.21 Crores,"2,3 BHK",Bike and Car,Apartment,Corporation and Borewell,Empyrean Landmarks,Not Found,Not Found,288,774 sqft,1044 sqft,6.00 acres,₹1.03 Cr,December 2026,Gated Security,"Basketball court, Common garden, Gym, Golf course, Wifi, Security","Pune’s 1st Sensory Living Experience, Scintillating River Viw&plush Ladped gdn, Grand Clubhouse 30000+ sqft"
r8752,Godrej Central,Not Found,A51800026821,P51800001107,"Near samaj mandir hall, Shell Colony, Chembur, Mumbai",,"2,3 BHK",Bike and Car,Apartment,Corporation and Borewell,Godrej Properties,January 1990,Not Found,400,740 sqft,1084 sqft,4.00 acres,₹2.2 Cr,May 2023,Gated Security,"Common garden, Gym, Wifi, Security, Cctv camera, Visitor parking",Not Found
r10624,Unitech Escape,RERA-GRG-463-2019,Not Found,Not Found,"Nirvana Country, Sector 50, Gurugram, Haryana",Not Found,"2,3,4 BHK",Bike and Car,Apartment,Borewell,Unitech Group,Not Found,December 2013,390,Not Found,Not Found,10.00 acres,₹97.8 Lacs,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r391741,TVS Emerald Jardin,PRM/KA/RERA/1251/310/PR/160522/004884,Not Found,Not Found,"GR Shruthi Nivas,Aishwarya Crystal Layout,Singasandra,Bangalore",,"1,2,3 BHK",Bike and Car,Apartment,Corporation and Borewell,TVS Emerald,January 2010,Not Found,581,430 sqft,891 sqft,6.00 acres,₹76 Lacs,July 2027,Gated Security,"Rain water harvesting, Maintenance staff, Visitor parking, Power backup, Swimming pool, Cctv camera",Not Found
r404401,Signature Global City 79B,RC/REP/HARERA/GGM/659/391/2023/03,Not Found,Not Found,"Near Naurangpur Cricket Stadium, Naurangpur, Sector 79, Gurugram",,"2,3,3.5 BHK",Bike and Car,Apartment,Not Found,Signature Global,January 2011,Not Found,776,578 sqft,961 sqft,12.50 acres,₹95.54 Lacs,December 2026,Gated Security,"Children's play area, Visitor parking, Club house, Vastu compliant, Basketball court, Indoor games",Not Found
r170677,Guardian Eastern Meadows,Not Found,A51800026821,P52100015699,"Guardian Eastern Meadows, Pune, India",₹79 Lacs onwards,"2,3 BHK",Bike and Car,Apartment,Corporation and Borewell,Guardian Developers,January 2005,Not Found,923,691 sqft,691 sqft,9.00 acres,₹79 Lacs,January 2025,Gated Security,"Park, Children's play area, Lift, Intercom, Power backup, Vastu compliant",Not Found
r54162,Siddhivinayak Horizon,Not Found,Not Found,Not Found,"B/101, Anant Vishram Nagvekar Marg, Aadarsh nagar, Hatiskar Wadi, Prabhadevi, Mumbai, Maharashtra 400025",Not Found,"3,4 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,July 2013,100,Not Found,Not Found,2.00 acres,₹12 Cr,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r12750,Sargodha Apartments,RERA-GRG-1451-2023,Not Found,Not Found,"Sector 7 Dwarka, Raj Nagar, New Delhi, Delhi, 110075",Not Found,"2,3 BHK",Bike and Car,Apartment,Borewell,Cooperative Group Housing Society,Not Found,April 2004,300,Not Found,Not Found,9.00 acres,Not Found,Not Found,Gated Security,"Gym, Lift, Security, Intercom, Children's play area, Shopping center",Not Found
r437308,Meda East Winds,PRM/KA/RERA/1251/446/PR/261224/007320,Not Found,Not Found,"Panathur Village Near The Ramashraya Cafe, Panathur Village, Panathur - Varthur Main Road , Bangalore",₹1.35 Crores - ₹1.79 Crores,"1,2,3,3.5,4 BHK",Bike and Car,Apartment,Corporation and Borewell,Meda Constructions,Not Found,Not Found,714,407 sqft,1548 sqft,8.15 acres,₹1.41 Cr,December 2028,Gated Security,"Basketball court, Common garden, Gym, Security, Visitor parking, Maintenance staff","Close to Embassy & Cessna IT Parks, Grand Luxuries Clubhouse, Project Enveloped In Lush Green"
r351115,Wadhwa TW Gardens,Not Found,A51800026821,P51800024368,"Near Thakur Public School ,Gokul Towers Rd, Thakur Village ,Kandivali East , Mumbai",,"2,2.5,3 BHK",Bike and Car,Apartment,Corporation and Borewell,The Wadhwa Group,January 1970,Not Found,294,624 sqft,1132 sqft,1.00 acres,₹1.66 Cr,December 2027,Gated Security,"Common garden, Gym, Gas pipeline, Atm, Wifi, Security",Not Found
r111653,Crossings GH7 Crossings Republik,Not Found,Not Found,Not Found,"Biharipur Village, Crossings Republik, Ghaziabad, Uttar Pradesh 201016",Not Found,"2,3 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,Not Found,2000,Not Found,Not Found,30.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Children's play area",Not Found
r18108,Cosmos Park,Not Found,A51800026821,A51800000454,"Vijay Garden Rd, Kavesar, Thane West, Thane, Mumbai, Maharashtra 400607",Not Found,"1,2 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,August 2011,158,Not Found,625 sqft,3.00 acres,Not Found,Not Found,Gated Security,"Gym, Lift, Club house, Security, Intercom, Children's play area",Not Found
r2670,Tanvi Eminence,Not Found,A51800026821,P51800001946,"Shree Siddhivinayak Industries, MIDC, Mira Road East, Mira Bhayandar, Maharashtra 401107",Not Found,"1,2 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,December 2017,370,Not Found,Not Found,7.00 acres,₹47 Lacs,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r26420,Shri Ram Apartment,Not Found,Not Found,Not Found,"32, Road No. 201, Sector 4, Dwarka, Delhi",Not Found,"2,3 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,April 2004,86,Not Found,Not Found,2.00 acres,Not Found,Not Found,Gated Security,"Lift, Security, Intercom, Children's play area, Visitor parking, Fire safety",Not Found
r404929,Chandak Treesourus,Not Found,A51800026821,P51800048658,"Near Malad Police Station Bit no 4,Chincholi Bunder, Malad West, Mumbai",₹2.43 Crores - ₹3.36 Crores,"2,3 BHK",Bike and Car,Apartment,Corporation and Borewell,Chandak Group,Not Found,Not Found,600,718 sqft,1068 sqft,4.00 acres,₹2.8 Cr,December 2028,Gated Security,"House keeping, Rain water harvesting, Intercom, Club house, Spa, Sewage treatment plant","Connectivity To Western Express Highway, Close To Malad West Metro Station, Surrounded by Lush Greenery, Luxury homes with sun decks"
r12454,Neelachal Apartments,Not Found,Not Found,Not Found,"Neelachal Apartments, Plot 3, Desh Bandhu Gupta Marg, Sector 4, Dwarka, Delhi, 110078, India",Not Found,"3,4 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,September 2003,90,Not Found,Not Found,3.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Lift, Security, Intercom, Visitor parking, Fire safety",Not Found
r295529,SLV Central park,PRM/KA/RERA/1251/446/PR/180130/001181,Not Found,Not Found,"SLV Central park, Bidare Agraha, Bangalore, India",,"2,3,4 BHK",Bike and Car,Apartment,Corporation and Borewell,SLV Infrastructures,Not Found,Not Found,340,770 sqft,1147 sqft,4.50 acres,₹68 Lacs,September 2021,Gated Security,"Indoor games, Lift, Park, Community hall, Servant room, Spa",Not Found
r48652,Gk Atlanta Phase I,Not Found,A51800026821,P52100019495,"Atlanta, Wakad-Hinjewadi Road, Near Wakad Bridge, Wakad, Pune.",Not Found,"1,2 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,March 2014,303,451 sqft,543 sqft,3.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r379018,Praneeth Pranav Knightwoods,P01100003123,Not Found,Not Found,"Near Greeshmitha health care centre, Ramachandrapuram ,Beeramguda, Hyderabad",,"3,4 BHK",Bike and Car,Apartment,Borewell,Praneeth Group,January 2007,Not Found,459,1401 sqft,1998 sqft,29.00 acres,₹1.86 Cr,June 2027,Gated Security,"Gym, Park, Vastu compliant, Cctv camera, Jogging track, Sewage treatment plant",Not Found
r110809,Jaipurias Sunrise Greens Premium,Not Found,Not Found,Not Found,,Not Found,Not Found,Not Found,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r268531,Hiranandani Skylark Enclave,Not Found,Not Found,Not Found,"Hiranandani Skylark Enclave, Hiranandani Estate, Thane West, Thane, Maharashtra, India",Not Found,Not Found,Bike,Apartment,Corporation and Borewell,Hiranandani Developers,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r4172,Prestige Shantiniketan,PRM/KA/RERA/1251/310/AG/171114/000400,Not Found,Not Found,"16, Whitefield Main Rd, Thigalarapalya, Hoodi, Bengaluru, Karnataka 560048, India",Not Found,"2,3,4 BHK",Bike and Car,Apartment,Borewell,Prestige Group,Not Found,November 2011,3002,1035 sqft,4274 sqft,105.00 acres,₹1.14 Cr,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r159,Ramprastha The Edge Towers,J119089921,Not Found,Not Found,"Dwarka Expy, Sector 37D, Gurugram, Haryana",Not Found,3 BHK,Bike and Car,Apartment,Borewell,Ramprastha Group,Not Found,December 2016,1272,1510 sqft,1510 sqft,450.00 acres,₹1 Cr,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r35250,Sethi Max Royal,UPRERAPRJ9744,Not Found,Not Found,"Main Road, Sethi Max Royal, Sector 76, Noida",Not Found,"2,2.5,3 BHK",Bike and Car,Apartment,Borewell,Sethi Group,Not Found,June 2015,726,Not Found,Not Found,5.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
